MKEY,KEY,Mcode,Code,Industry,YEAR,IndustryY,RPA,TMP,POST,POST_RPA,BIG4,Asset,Asset_1,Debt,Equity,CA,CL,SLTD,PPE,Cash,S,S_1,S_2,OPCOST,EXP,RD,ADV,RE,EBIT,CFO,NI_Ctd,CYCLE,CYCLE_1,MV,COGS,INV,INV_1,INST_1,TotalSales,MarketShare,IndustryY_Count,LEV,OCF,MTB,INST,NOA,ZSCORE,LGTA,ROA,MS,Median_ROA,ADJROA,AC,A1,A2,A3,A4,PROD,R1,R2,R3,R4,R5,DA,DA1,ABCFO,ABPROD,ABOPCOST,ABEXP,Code_Count
99212021,99042021,9921,9904,M3700,2021,2021M3700,1,1,1,1,1,366890826,368914559,159394074,207496752,162894673,0.242058309,94294847,62786453,28450346,239884409,249954311,313156585,0.524602427,0.151111727,0.021232218,0.139094309,85726878,19025423,12628877,16603443,119.42,119.42,97685989,181661384,60802616,48930527,0.7878,579941533,41.36355052,23,0.434445515,0.034232525,0.47078322,0.7878,0.740933765,2.052574639,19.72057488,0.045006202,41.36355052,0.092814957,-0.047808756,0.010773676,2.71E-09,-0.027296028,0.170192397,0.045006202,0.524602427,2.71E-09,0.650243812,-0.027296028,-0.171319544,0.677539839,-0.021797982,-0.022136421,-0.008564347,-0.054860616,-0.054860616,0.025385776,6
99212022,99042022,9921,9904,M3700,2022,2022M3700,1,1,1,1,1,324529403,366890826,142401925,182127478,159397233,0.250914722,84117558,64012887,39317629,267496800,239884409,249954311,0.533690654,0.147210064,0.020497307,0.109486764,94447354,23963800,24046230,16889466,120.52,120.52,100780115,202890708,53718113,60802616,0.7934,686763755,38.95033744,23,0.438795141,0.065540559,0.553349314,0.7934,0.618514803,2.489404936,19.5978867,0.046034037,38.95033744,0.109364764,-0.063330727,-0.019506522,2.73E-09,0.075260511,0.174473937,0.046034037,0.533690654,2.73E-09,0.729091002,0.075260511,-0.02744659,0.653830491,-0.019219401,-0.021783207,-0.025168215,0.006824219,0.006824219,0.008890452,6
84892020,84112020,8489,8411,M9900,2020,2020M9900,1,0,0,0,1,10163331,10429277,4824279,5339052,5094413,0.262177528,3604381,4536593,1875571,5792494,6072725,5541338,0.511351362,0.048876159,0.01863964,0.035086441,1919049,219983,223477,67130,112.93,112.93,2490652,5146124,1158639,971738,0.6805,435906608,1.328838309,90,0.474674986,0.021427852,0.466497049,0.6805,0.677694341,1.816987233,16.1342968,0.006436688,1.328838309,0.025042818,-0.01860613,-0.014991164,9.59E-08,-0.026869648,0.434986337,0.006436688,0.511351362,9.59E-08,0.555407053,-0.026869648,0.050951471,0.5822767,0.021068766,0.043244844,-0.048701441,0.076880945,0.074187575,-0.027196286,6
84892021,84112021,8489,8411,M9900,2021,2021M9900,1,1,1,1,1,12791247,10163331,6925404,5865843,5848457,0.399488416,4029367,6087070,1104620,7814598,5792494,6072725,0.74989499,0.059760329,0.01713575,0.030403739,2308918,501890,-107128,389869,119.59,119.59,2885297,7007130,1772940,1158639,0.6708,526139802,1.485270259,90,0.541417424,-0.010540639,0.491881048,0.6708,0.864931979,1.791769067,16.36427167,0.038360356,1.485270259,0.03961158,-0.001251224,0.048900995,9.84E-08,0.198960754,0.598924703,0.038360356,0.74989499,9.84E-08,0.768901259,0.198960754,-0.027572751,0.569940505,0.038008359,0.046649811,-0.02251485,0.083984257,0.081993565,-0.019175007,6
84892022,84112022,8489,8411,M9900,2022,2022M9900,1,0,1,1,1,12987054,12791247,6983051,6004003,5198382,0.307371248,4522364,7014372,2117574,8680126,7814598,5792494,0.549886184,0.0512151,0.011872869,0.031572929,1931003,-122583,1173876,-304294,83.25,83.25,2948373,7957964,848706,1772940,0.66,579275697,1.498444703,90,0.537693229,0.091771819,0.491067876,0.66,0.657386492,1.57904084,16.37946357,-0.023789236,1.498444703,0.032433432,-0.056222668,-0.115561055,7.82E-08,0.067665647,0.548372805,-0.023789236,0.549886184,7.82E-08,0.678598889,0.067665647,0.158084978,0.610933242,-0.072743815,-0.04486733,0.020062399,-0.008658919,-0.010752986,-0.019484794,6
84892017,84112017,8489,8411,M9900,2017,2017M9900,1,0,0,0,1,10412240,9943606,4502835,5909405,5678477,0.299853826,3520002,4206670,1652349,7081506,6199692,6417620,0.651204603,0.063764292,0.029246604,0.028047424,2163065,439974,175617,280071,121.67,121.67,4551578,6101635,1510959,1137272,0.6853,397985246,1.779338825,86,0.432455936,0.017661299,0.770226106,0.6853,0.782116468,2.37132975,16.1584926,0.028165939,1.779338825,0.031560524,-0.003394585,0.01050464,1.01E-07,0.088681511,0.423052764,0.028165939,0.651204603,1.01E-07,0.712166793,0.088681511,-0.021916395,0.623485283,-0.015426337,-0.002161365,-0.028354608,0.057274179,0.05426311,0.01177922,6
84892018,84112018,8489,8411,M9900,2018,2018M9900,1,0,0,0,1,9567866,10412240,4075448,5492418,4767916,0.211293825,3118914,3988900,1783704,5541338,7081506,6199692,0.447077382,0.052333216,0.026108135,0.032060488,1962988,-26871,1106578,-138688,119.83,119.83,2192475,5045613,1120423,1510959,0.6733,434768189,1.274550011,88,0.425951618,0.106276651,0.399182109,0.6733,0.655730947,1.777897972,16.07392075,-0.013319708,1.274550011,0.038999804,-0.052319513,-0.11959636,9.60E-08,-0.147918988,0.383097201,-0.013319708,0.447077382,9.60E-08,0.532194609,-0.147918988,0.084690134,0.680113597,-0.12964386,-0.10521543,0.062181321,0.013073994,0.010251813,-0.022971022,6
84892019,84112019,8489,8411,M9900,2019,2019M9900,1,0,0,0,1,10429277,9567866,5235285,5193992,5343721,0.260025887,3999579,4298510,1883677,6072725,5541338,7081506,0.559900295,0.057086606,0.021655682,0.030600595,1902784,53967,224084,-60204,144.39,144.39,2797598,5505736,971738,1120423,0.6846,442427892,1.372590903,89,0.501979667,0.023420479,0.538621931,0.6846,0.764004638,1.790254171,16.16012751,-0.006292312,1.372590903,0.024483685,-0.030775997,-0.029712791,1.05E-07,0.055538717,0.44926528,-0.006292312,0.559900295,1.05E-07,0.634700047,0.055538717,-0.16097299,0.57916133,-0.010416336,0.020878459,-0.032639285,0.0106489,0.007624173,-0.004591722,6
84622017,45362017,8462,4536,M3700,2017,2017M3700,1,0,0,0,1,9317133,8684917,4549072,4768061,6694526,0.454873404,3079479,2364274,3548766,6315548,6216494,6650841,0.553238217,0.130435904,0.061758536,0.035358452,2268264,576037,304879,456966,116.68,116.68,8155636,4600737,1009878,805787,0.1193,491993224,1.283665647,20,0.488248048,0.035104423,1.710472244,0.1193,0.494970073,3.16060717,16.04736552,0.052616047,1.283665647,0.052467887,0.00014816,0.017511624,1.15E-07,0.01140529,0.272227587,0.052616047,0.553238217,1.15E-07,0.727185764,0.01140529,-0.050011647,0.715780473,0.015281591,0.01465088,0.007860431,0.018351633,0.018351633,-0.031062767,6
84622018,45362018,8462,4536,M3700,2018,2018M3700,1,0,0,0,1,9831805,9317133,4567974,5263831,7401065,0.431564397,2996804,2203508,3945191,7397503,6315548,6216494,0.57185059,0.126107248,0.051138878,0.033015059,2849269,1181172,1065574,828639,114.36,114.36,9626920,5249089,1088797,1009878,0.1175,542761377,1.362938358,21,0.464611941,0.114367156,1.828880904,0.1175,0.463172952,3.722391979,16.1011331,0.088937123,1.362938358,0.078290751,0.010646372,-0.025430033,1.07E-07,0.116125315,0.236500649,0.088937123,0.57185059,1.07E-07,0.793967737,0.116125315,0.010631382,0.677842422,-0.0134306,-0.018806625,0.027821134,0.034807248,0.034807248,-0.072986162,6
84622019,45362019,8462,4536,M3700,2019,2019M3700,1,0,0,0,1,9860675,9831805,4430852,5429823,7218204,0.374757103,2350964,1800730,4120501,7224899,7397503,6315548,0.505254935,0.120627901,0.051483765,0.033551611,3215541,1283370,1418614,861174,113.44,113.44,12669390,4831137,1225228,1088797,0.3902,587523436,1.229720988,21,0.449345709,0.144288256,2.333297052,0.3902,0.372290337,4.212768284,16.10406518,0.087590631,1.229720988,0.087590631,0,-0.056697626,1.02E-07,-0.017555678,0.183153551,0.087590631,0.505254935,1.02E-07,0.734849705,-0.017555678,0.110046426,0.752405382,-0.021238225,-0.053504658,0.079502202,0.011972218,0.011972218,-0.075581689,6
84622020,45362020,8462,4536,M3700,2020,2020M3700,1,1,1,1,1,10191612,9860675,4601528,5590084,7532536,0.377121794,2187797,1854091,2588670,7234362,7224899,7397503,0.506209768,0.110046422,0.042926522,0.030515614,3349644,1244997,1267859,792471,130.29,130.29,14167920,4735490,1481308,1225228,0.1463,531751644,1.360477599,21,0.45150149,0.128577303,2.534473543,0.1463,0.526253122,4.30737895,16.13707559,0.080366811,1.360477599,0.068943143,0.011423667,-0.048210493,1.01E-07,0.000959671,0.188028811,0.080366811,0.506209768,1.01E-07,0.733657889,0.000959671,-0.017504278,0.732698218,-0.006991882,-0.010653767,0.018718484,-0.019657249,-0.019657249,-0.046810754,6
84622021,45362021,8462,4536,M3700,2021,2021M3700,1,0,1,1,1,11250987,10191612,5261158,5989829,8560446,0.363465801,2173056,1949079,2699895,8691928,7234362,7224899,0.63756028,0.119329209,0.039364684,0.028077545,3727191,1489450,977679,930637,140.79,140.79,13623000,6037246,1941829,1481308,0.1481,579941533,1.498759359,23,0.467617463,0.09592977,2.274355411,0.1481,0.536028059,4.139849013,16.23596642,0.091314014,1.498759359,0.092814957,-0.001500943,-0.004615757,9.81E-08,0.143016237,0.191243446,0.091314014,0.63756028,9.81E-08,0.852851149,0.143016237,0.000928509,0.709834911,-0.047422091,-0.047512779,0.022634908,-0.034169889,-0.034169889,-0.008835036,6
84622022,45362022,8462,4536,M3700,2022,2022M3700,1,0,1,1,1,16216263,11250987,8093523,8122740,12372348,0.439379652,4929134,3072060,6206409,10965309,8691928,7234362,0.697412858,0.119130348,0.036723452,0.021407787,5442336,3265462,2158523,2422011,137.38,137.38,16620060,7083503,2704909,1941829,0.2417,686763755,1.596663907,23,0.499099145,0.191851879,2.046114981,0.2417,0.608432398,3.958217214,16.60152519,0.21527098,1.596663907,0.109364764,0.105906216,0.023419101,8.89E-08,0.202060584,0.273048045,0.21527098,0.697412858,8.89E-08,0.974608628,0.202060584,0.129550056,0.772548044,0.037456349,0.040953331,0.064987444,-0.043402621,-0.043402621,-0.017136878,6
82992017,23372017,8299,2337,M2324,2017,2017M2324,1,0,0,0,1,44193899,35544515,19537552,24656347,24532556,0.295512939,8038395,16258622,8633183,34196916,24124973,20927770,0.684970888,0.193602445,0.117973007,0.037205373,5413602,5752079,7034491,5517309,161.69,161.69,79778260,21562205,9872170,7087417,0.1748,2419944096,1.413128347,146,0.442087085,0.197906512,3.235607448,0.1748,0.676941548,4.490932876,17.60409731,0.155222515,1.413128347,0.062144673,0.093077842,-0.042683998,2.81E-08,0.283361385,0.457415778,0.155222515,0.684970888,2.81E-08,0.962087006,0.283361385,0.089949265,0.678725621,0.01294715,0.006542563,0.060724978,-0.075030204,-0.075030204,0.060476917,6
82992018,23372018,8299,2337,M2324,2018,2018M2324,1,0,0,0,1,59048821,44193899,27688464,31360357,36677290,0.341280802,9220090,19308675,13611502,36953032,34196916,24124973,0.703802509,0.167828166,0.115269026,0.037900787,14077527,9407740,10092506,8992849,109.49,109.49,33769340,23026713,17949234,9872170,0.2646,2597082252,1.422867218,150,0.468907991,0.228368762,1.076816185,0.2646,0.610241359,2.96246475,17.89387513,0.20348621,1.422867218,0.074927715,0.128558494,-0.024882552,2.26E-08,0.062364174,0.436908158,0.20348621,0.703802509,2.26E-08,0.836156864,0.062364174,0.227903471,0.77379269,0.057339714,0.031949656,0.102402948,0.069487352,0.069487352,0.024554767,6
82992019,23372019,8299,2337,M2324,2019,2019M2324,1,0,0,0,1,60656778,59048821,28164110,32492668,26886695,0.260386828,14591530,29365507,8725089,34995411,36953032,34196916,0.342786184,0.110359816,0.101611008,0.043394861,14685430,3223269,4542687,3012901,130.23,130.23,68445284,25379917,12810437,17949234,0.5898,2623483315,1.333929238,156,0.464319255,0.076931036,2.106483961,0.5898,0.649616848,3.081301348,17.92074194,0.051023898,1.333929238,0.060340993,-0.009317095,-0.025907139,1.69E-08,-0.033152584,0.497308947,0.051023898,0.342786184,1.69E-08,0.592652155,-0.033152584,0.046675208,0.625804739,0.052548946,0.052178447,-0.040929899,-0.049200359,-0.049200359,-0.027953713,6
82992020,23372020,8299,2337,M2324,2020,2020M2324,1,0,0,0,1,65892218,60656778,29697826,36194392,30161824,0.251452425,16148882,31462800,11879299,39800947,34995411,36953032,0.437319997,0.124353423,0.103410705,0.038657749,17771636,6088002,9855219,5325612,137.9,137.9,78521532,26391592,12945267,12810437,0.1917,3698766247,1.076060079,162,0.450703086,0.162475148,2.169439177,0.1917,0.667097336,3.422223338,18.0035309,0.087799124,1.076060079,0.076322205,0.01147692,-0.074676024,1.65E-08,0.079225046,0.518702131,0.087799124,0.437319997,1.65E-08,0.656166521,0.079225046,-0.032273739,0.576941476,-0.00688325,-0.00933726,0.025251973,-0.005546271,-0.005546271,0.000336417,6
82992021,23372021,8299,2337,M2324,2021,2021M2324,1,0,0,0,1,76708148,65892218,29982671,46725477,38932255,0.232839281,12345074,32218383,18565221,50572991,39800947,34995411,0.451254077,0.151548609,0.111040773,0.035377421,27095127,13564259,16116231,11962839,127.5,127.5,78323917,29523012,13156387,12945267,0.3417,4713101120,1.073030044,170,0.390866835,0.24458474,1.676257195,0.3417,0.614720998,3.913769774,18.15551849,0.181551621,1.073030044,0.132367761,0.049183861,-0.063033119,1.52E-08,0.16347976,0.488955813,0.181551621,0.451254077,1.52E-08,0.767510831,0.16347976,0.072930251,0.604031071,0.014863313,0.018886203,0.056873655,-0.044675889,-0.044675889,0.001642969,6
82992022,23372022,8299,2337,M2324,2022,2022M2324,1,1,1,1,1,83892707,76708148,31282348,52610359,39710023,0.19850629,15653856,37982047,19764278,43487454,50572991,39800947,0.335987163,0.128652018,0.135966663,0.041260084,32807299,10501757,11656115,8969775,110.95,110.95,62635073,24249635,14679705,13156387,0.3378,5563297678,0.78168483,172,0.37288519,0.151954066,1.19054639,0.3378,0.63226578,3.248315593,18.24504924,0.116933797,0.78168483,0.102511119,0.014422678,-0.035020269,1.30E-08,-0.09237007,0.495150098,0.116933797,0.335987163,1.30E-08,0.566920922,-0.09237007,0.140428941,0.659290992,0.036651982,0.030202616,0.042182442,-0.05034235,-0.05034235,0.000877041,6
82842017,80992017,8284,8099,M2330,2017,2017M2330,1,0,0,0,1,1935165,2055271,917389,1017776,1543564,0.426729504,113480,195494,268657,3603418,3470207,3522086,1.289953977,0.310651977,0.018235187,0.118485283,343051,142504,56888,119034,66.16,66.16,1397760,2823438,400113,572346,0.6007,80802985,4.459510995,34,0.474062418,0.027679075,1.373347377,0.6007,0.419700857,4.224607402,14.47570315,0.05791645,4.459510995,0.046440059,0.011476391,0.030237375,4.87E-07,0.064814324,0.095118357,0.05791645,1.289953977,4.87E-07,1.75325687,0.064814324,-0.025241927,1.688442546,0.033206749,0.020281107,-0.041790419,-0.161936411,-0.162417137,0.104501345,6
82842018,80992018,8284,8099,M2330,2018,2018M2330,1,0,0,0,1,2486497,1935165,1500274,986223,2116721,0.566993244,385089,148497,469086,3700938,3603418,3470207,1.561168169,0.332232135,0.015632523,0.114917894,314493,92301,66369,75872,61.31,61.31,1135680,2969155,452076,400113,0.6104,90795506,4.076124649,34,0.603368514,0.0342963,1.151544833,0.6104,0.466226911,3.263718272,14.72638545,0.039206993,4.076124649,0.063628289,-0.024421296,0.004910692,5.17E-07,0.050393636,0.076736092,0.039206993,1.561168169,5.17E-07,1.912466379,0.050393636,0.068837024,1.862072743,0.023162803,0.020976297,-0.041800968,-0.125320284,-0.125950062,0.088224633,6
82842019,80992019,8284,8099,M2330,2019,2019M2330,1,1,1,1,1,2990933,2486497,1678488,1312445,2531347,0.49172616,170000,103393,710971,4028429,3700938,3603418,1.452333142,0.265269976,0.01540675,0.111162193,349685,130521,231002,100426,64.41,64.41,1518804,3235860,827438,452076,0.6202,106461637,3.783925472,35,0.56119211,0.092902585,1.157232494,0.6202,0.310265406,3.213096498,14.91109594,0.040388547,3.783925472,0.073267395,-0.032878848,-0.052514039,4.02E-07,0.13170778,0.041581792,0.040388547,1.452333142,4.02E-07,1.620122204,0.13170778,0.039219834,1.488414424,-0.033392039,-0.032236512,-0.012947698,0.037848783,0.037359736,0.044205122,6
82842020,80992020,8284,8099,M2330,2020,2020M2330,1,1,1,1,1,2758204,2990933,1406191,1352013,2289764,0.449744834,50000,108924,547429,4285891,4028429,3700938,1.128512742,0.217281363,0.015463062,0.102446142,390217,180407,99625,145318,59.67,59.67,2351268,3478935,723809,827438,0.6251,113382246,3.780037132,36,0.509821246,0.033309004,1.739086828,0.6251,0.285724889,3.967227114,14.8300903,0.048586177,3.780037132,0.076005218,-0.027419041,0.015277173,3.34E-07,0.086080832,0.036418068,0.048586177,1.128512742,3.34E-07,1.43296122,0.086080832,0.109494596,1.346880388,0.034482476,0.032606177,-0.081833935,-0.034460013,-0.034636951,0.010185054,6
82842021,80992021,8284,8099,M2330,2021,2021M2330,1,1,1,1,1,3198200,2758204,1783056,1415144,2457096,0.476246013,137751,115590,626894,4271883,4285891,4028429,1.198825033,0.244842296,0.016824899,0.10272168,453430,224000,350681,178279,56.89,56.89,3537972,3382438,647975,723809,0.611,128438743,3.326008103,38,0.557518604,0.127141067,2.500079144,0.611,0.335726074,3.877792332,14.97809871,0.064635901,3.326008103,0.073711553,-0.009075652,-0.062505166,3.63E-07,-0.005078667,0.041907705,0.064635901,1.198825033,3.63E-07,1.548791532,-0.005078667,0.093344075,1.5538702,-0.070062306,-0.06877078,0.020383591,-0.003524012,-0.003792798,0.034347934,6
82842022,80992022,8284,8099,M2330,2022,2022M2330,1,1,1,1,1,3409474,3198200,1976686,1432788,2640510,0.525674928,365927,91423,585499,4346640,4271883,4285891,1.131927647,0.217933838,0.019213001,0.108082565,471004,222788,15579,178463,39.91,39.91,3462696,3454793,813313,647975,0.6421,142093198,3.059006385,39,0.579762743,0.004871178,2.416753909,0.6421,0.379343381,3.664325519,15.04206859,0.055801076,3.059006385,0.079778154,-0.023977078,0.050929898,3.13E-07,0.023374711,0.028585767,0.055801076,1.131927647,3.13E-07,1.359089488,0.023374711,-0.004379964,1.335714777,0.046858431,0.046879915,-0.085680359,0.030968535,0.030748804,0.003369873,6
82552017,15602017,8255,1560,M1500,2017,2017M1500,1,0,0,0,1,5308385,4997789,1254176,4054209,2146413,0.193067006,40000,2778572,402416,4525051,4128658,4046260,0.64626978,0.12865289,0.021134126,0.077744096,1401234,872925,938187,732674,134.68,134.68,12267000,2996744,862717,629541,0.312,440153893,1.02806111,85,0.236263195,0.18772041,3.025744356,0.312,0.738685247,8.118414973,15.4847982,0.146599626,1.02806111,0.048130376,0.09846925,-0.041120784,2.00E-07,0.079313673,0.555960246,0.146599626,0.64626978,2.00E-07,0.905410573,0.079313673,0.016486891,0.8260969,0.003835825,-0.023034888,0.112474634,-0.071370726,-0.071473333,0.008680322,6
82552018,15602018,8255,1560,M1500,2018,2018M1500,1,0,0,0,1,6630642,5308385,2081706,4548936,2978563,0.249052203,690000,2943762,422902,5133466,4525051,4128658,0.761875599,0.139896974,0.021114195,0.07702223,1564124,878383,699928,699665,136.54,136.54,8178000,3619982,1287064,862717,0.431,458498069,1.119626526,86,0.313952405,0.131853285,1.797783042,0.431,0.907250322,4.437775319,15.70721219,0.131803741,1.119626526,0.052248975,0.079554766,-4.95E-05,1.88E-07,0.114613955,0.554549453,0.131803741,0.761875599,1.88E-07,0.967048547,0.114613955,0.074672994,0.852434592,0.012930714,0.011775578,0.044361268,-0.019534341,-0.019636591,0.021835913,6
82552019,15602019,8255,1560,M1500,2019,2019M1500,1,0,0,0,1,7925408,6630642,3319858,4605550,3024195,0.214689263,2100000,3513498,707318,4868003,5133466,4525051,0.531341309,0.113602273,0.023866049,0.076753445,1584361,693273,997349,539200,153.6,153.6,9714900,3441560,1368638,1287064,0.4853,402745069,1.208705798,89,0.418887961,0.150415148,2.109389758,0.4853,0.904623112,3.396445361,15.88558436,0.081319426,1.208705798,0.03825539,0.043064035,-0.069095723,1.51E-07,-0.040035791,0.529888056,0.081319426,0.531341309,1.51E-07,0.734167672,-0.040035791,0.091758083,0.774203463,-0.033054241,-0.036828148,0.060530561,-0.018732708,-0.018855405,0.006764755,6
