代號,名稱,FY,Page,Key,LEN,Text
2881,富邦金,108,200,2881_108,1404,"(2)其他有關本公司2019年度履行企業社會責任及道德行為請參閱本年報3.4.7及3.4.8。
5.15非擔任主管職務之全時員工人數、薪資平均數及中位數,及前三者與前一年度之差異
非擔任主管職務之全時員工資訊
2019年度
2018年度
差異
人數
14,019
13,890
0.93%
薪資平均數(仟元)
1,293
1,252
3.27%
薪資中位數(仟元)
1,042
1,014
2.76%
5.16資訊設備
(1)主要資訊系統硬體、軟體之配置及維護
由具備相關專業國際認證資格之維護人員負責系統建置規劃、維護與網路整合支援,軟硬體
設備皆使用業界主流品牌規格,並與設備提供廠商簽訂符合業務營運要求之服務等級保障合
約。
(2)未來開發或購置計畫項目
a.創新科技發展
導入流程機器人(RPA)及雲端技術服務幫助提升工作效率及作業品質,並運用大數據分析
及人工智慧,開創跨售通路,多元化發展精準行銷。整合內外部資料應用,加強風險客
戶識別,並打造安全的API管理平台,邁向開放金融;持續推動數位轉型,以提供更好
的客戶服務體驗,增加客戶黏著度,強化顧客忠誠度,並有效觸及更多類型的客群,提
升產業競爭力。
b.風險控管
整合各主要子公司市場投資及信用暴險狀況,分析客戶各項貸放額度及支付能力,並結
合母子公司及海外據點等面向,提供風險值與管理分析平台,完整的掌控各項風險狀況。
因應金融市場仍可能維持高波動狀態,將持續針對市場風險管理系統進行效能調整優化
作業,俾利提升市場風險衡量之即時性。優化利害關係人名單建置及審核機制,提升名
單內容即時性。建置金控防制洗錢系統,透過提供客戶名單檢核機制提升金控洗錢防制
能力。建置作業風險管理系統,提供金控及所有子公司使用於風控、法遵、稽核等通報
事件,以期節省人力、增加效率,並降低漏未通報之風險。
c.資源共享
對於各子公司共同所需之系統,例如金控入口網站、員工入口網站、人資管理作業、教
育訓練作業、電子郵件管理、電子公文辦理、總務管理作業、跨售商品查詢、數據分析
平台、GIS定位應用等,提供統一的平台讓各子公司共享軟硬體資源並節省成本。另發展
行動應用(目前已發展出富邦AppStore、行動EIP、人資服務、行動公文、富邦人小幫手、
富邦錢包等行動化APP)並試辦雲端軟體服務,以因應科技日新月異之發展,提供各子公
司員工更便利好用之功能與服務。
(3)緊急備援防護措施
資訊系統架構依其風險等級建立高可用性之同異地主機備援及資料備份機制,並將備份媒體
送往異地保管存放,以達成服務不中斷及重要資料不遺失之要求。加強機房各項模擬測試與
緊急應變等演練以保障資訊系統正常運作,可降低無預警之天災及人為疏失造成之系統中斷
風險,確保各項重要業務之持續營運。
(4)資訊系統損害對公司財務業務之影響及因應措施
透過每年定期辦理營運衝擊分析,由各使用單位鑑別出各項業務關鍵流程與對應支援的資訊
系統服務,評估其交易量、業務功能重要性,以及對財務面、法令規章、客戶等層面之營運
風險與衝擊,計算出風險值;並依據風險等級,規劃設計與提升適當軟硬體設備資源,改善
作業流程,讓資訊系統損害發生時能儘速順利恢復業務,降低可能的損失與風險。
~198~"
2881,富邦金,110,193,2881_110,248,"d.發揮集團綜效，提升跨售績效
(a)與關係企業合作開發具金控特色之專案及商品，擴大集團綜效。
(b)強化與關係企業合作，提升整合行銷跨售績效。
e.強化數位工具及數據分析運用，增加客戶互動及銷售場景，提升影響性及公司形象
(a)持續強化全通路業務人員數位工具運用，提升客戶服務及工作效率。
(b)強化數據應用及分析，發展新業務場景，並依數據分析產生之行銷標籤，進行精準行
銷；另導入RPA(RoboticProcessAutomation)流程自動化技術，提升內部作業效率並降
低人力成本。

"
2881,富邦金,110,195,2881_110,296,"c.因應對策
(a)以退休及保障型商品對應民眾需求與呼應社會相關議題，協助民眾檢視保障缺口，醫
療險以提升投保額度為主軸，長照險則提升投保率為主，並運用年金及投資型商品協
助民眾進行退休規劃。
(b)為因應政府監理政策並兼顧行政作業效率，於作業流程導入創新科技，如：RPA流程
自動化、AI智能技術、語音轉文字技術等，以符合監理規範，並提高行政效率。
(c)持續提供並精進科技輔助工具，以協助業務推動，並運用產險、銀行及證券等多元化
跨售商品，擴大業務商機。
(d)提早針對IFRS17進行規劃，成立專案小組因應，以達到商品、業務、財務、行政等
各面向均能順利接軌，維持穩健、專業經營。


"
2881,富邦金,110,198,2881_110,767,"(2)最近二年度研究發展成果
a.線上應收帳款承購平台：為業界首推全流程線上申請平台，運用RPA流程機器人及OCR
光學字元辨識技術，結合全球合作銀行及四大應收帳款信用保險公司，提供企業線上申
請查詢買方的信用狀況。
b.富邦商務網(FBO)線上融資功能：為提升數位服務及降低作業成本，於FBO新增授信動
撥申請指示功能，提供無紙化之動撥申請，可減少50%作業成本。
c.打造區塊鏈金融交易系統:運用區塊鏈技術進行高效整合、優化和協作，具體實現供應鏈
全流程自動生成交易履歷並藉此提供金融服務，2021年取得經濟部智慧財產局核發之新
型專利權。
d.房貸線上申貸平台專案：自2021年8月起，既有房貸戶增貸申請及簽約可全程線上完
成，透過線上功能優化升級，加速客戶服務效率並降低本行作業成本。
e.信貸線上申貸平台專案：自2021年8月起，信貸分期型與循環型全產品皆可線上申請並
完成簽約，並運用大數據評分模型搭配AI即時智能決策引擎，整合客戶在銀行內的信用
資訊，自動核算出個人信貸額度與利率條件。
f.信託數位化託管機制：響應金管會信託2.0計劃，發展本行個人規劃型金錢信託業務(如:
安養信託、子女贈與信託、資產傳承信託等)，於網行銀建置「數位化信託託管機制」，
以促進生活金融。
g.myMoney金融服務平台：2021年9月本行於台灣大客服APP及官網入口打造「myMoney
金融服務平台」，透過信用卡及簽帳金融卡開發數位年輕小白客群，並提供信貸、奈米
投、A2A轉帳等多元金融服務。
h.台北富邦銀行LINE官方帳號:銀行LINE官方帳號截至2021年底已擁有超過620萬好
友，其中綁定好友與本行每月高頻互動比例高達八成以上，透過於官方帳號持續發展信
用卡、貸款、存款等行動金融服務，有效促動數位客群與本行往來。


"
2881,富邦金,110,205,2881_110,589,"(2)未來研究發展計畫
a.引進AI技術，應用於智能派件、影像辨識、詐欺防範等，提高作業效率，同時導入數位
員工RPA，檢視各項流程，以人機協作提升整體效率。
b.因應社會結構轉變及新型態科技、新商業模式發展，透過IOT設備，開發碎片式場景保
險，並結合MID作為身分認證，簡化投保程序，同時推廣家庭財務保障，提供客戶完善
家庭防護網，結合保險核心職能，落實企業社會責任，成為社會穩定的力量。
c.運用FinTech創新，帶動數位轉型，擴大第三方平台合作，包括網路投保以及代收保費等
多元服務管道。持續開發各險AI智能核保機器人，並增加小型企業行銷APP之商品種
類，妥善運用RPA及AIOCR等技術來提升作業效率；應用數據分析關鍵風險項目及因
子，提供風險評估建議，發揮產險永續治理影響力。
d.掌握新興科技發展、產業東向，以及政府永續政策商機，持續創新商品，建構資安、員工
保障等各式生態圈，精進損防技術，深耕綠能產業，開拓綠能產業鏈，透過完整的綠能保
險商品及專業的損害防阻服務協助綠色能源產業分散建造、營運等多元風險，支持綠色能
源產業永續經營，發揮保險社會價值。
e.持續優化業務結構與在地深耕策略，提升公司經營效益，打造東南亞區域保險共同營運平
台，鋪設保經服務網，以共同作業系統提高管理效能，輔以再保串聯台北及海外子公司，
打造區域內業務互通，區域外再保險互補。
"
2881,富邦金,110,206,2881_110,502,"～204～
5.4.6長、短期業務發展計畫
(1)短期業務發展計畫
a.個人保險方面
因應社會結構轉變及新型態科技、新商業模式發展，透過IOT設備，開發碎片式場景保
險，並結合MID作為身分認證，簡化投保程序；推廣家庭財務保障，提供客戶完善家庭
防護網，結合保險核心職能，落實企業社會責任，成為社會穩定的力量。
運用FinTech創新，帶動數位轉型，擴大第三方平台合作，包括網路投保以及代收保費等
多元服務管道；引進AI技術，應用於智能派件、影像辨識、詐欺防範等，提高作業效率，
同時也導入數位員工RPA，檢視各項流程，以人機協作提升整體效率。
b.企業保險方面
掌握新興科技發展、產業東向，以及政府永續政策商機，持續創新商品，建構資安、員工
保障等各式生態圈，精進損防技術，深耕綠能產業，開拓綠能產業鏈，透過完整的綠能保
險商品及專業的損害防阻服務協助綠色能源產業分散建造、營運等多元風險，支持綠色能
源產業永續經營，發揮保險社會價值。
持續開發小型企業行銷APP之商品種類，妥善運用RPA及AIOCR等技術來提升作業效
率；應用數據分析關鍵風險項目及因子，提供風險評估建議，發揮產險永續治理影響力。
"
2881,富邦金,110,259,2881_110,959,"(2)未來開發或購置計畫項目
a.創新科技發展
導入流程機器人(RPA)及雲端技術服務幫助提高工作效率及作業品質，並透過大數據分析、
人工智慧技術及社群網路平台，發掘潛在客戶、提升行銷成效，持續優化並擴充金控數據
分析運算平台資源，以支援金控及子公司發展新型分析技術。整合內外部資料應用，結合
現有資訊系統，加強風險客戶識別，並打造安全的API管理平台，邁向開放金融；持續推
動數位轉型，運用FIDO技術標準強化身分驗證之安全與多元性，以提供更好的客戶服務
體驗，增加客戶黏著度與忠誠度，並有效觸及更多類型的客群，提升產業競爭力。
b.風險控管
整合各主要子公司市場投資及信用曝險狀況，分析客戶各項貸放額度及支付能力，並結合
母子公司及海外據點等面向，提供風險值與管理分析平台，完整的掌控各項風險狀況。因
應金融市場仍可能維持高波動狀態，將持續針對市場風險管理系統進行效能調整優化作業，
俾利提升市場風險衡量之即時性。優化利害關係人名單之收集與審核方法，提升名單內容
即時性，降低遵法風險。建立既有客戶跨查平台，協助洗錢防制業務進行客戶盡職調查及
定期審查作業，以增進金控洗錢防制落實度。透過金控供應商名單審核系統，進行線上名
單檢核作業，避免交易風險。透過作業風險管理平台，提供或介接金控及所有子公司於風
控、法遵、稽核等通報事件，節省人力、增加效率，並降低漏未通報之風險。
c.資源與服務共享
對於各子公司共同所需之系統，例如金控入口網站、員工入口網站、人資管理作業、教育
訓練作業、電子郵件管理、電子公文辦理、總務管理作業、電子採購系統、數據分析平台、
GIS定位應用等，提供統一的平台讓各子公司共享軟硬體資源並節省成本。另發展行動應
用（目前已提供富邦AppStore、人資服務、行動Academy、行動公文、富邦人小幫手等APP）
並推動雲端軟體服務，以提供各子公司員工更便利好用之功能與服務。
(3)治理機制建立
建立資料治理平台，透過品質檢核程式及品質議題分派流程系統，以提升作業效率並確保資
料標準及品質檢核的有效施行；亦制定OpenAPI之治理機制，定義各公司API之管理職責、
第三方服務提供者的審查原則、API技術及安全性標準等，並透過API管理平台施行，確保
在開放金融的合作下能夠安全無虞。
"
2882,國泰金,107,122,2882_107,1107,"117


2.未來研究發展計畫
最近年度計劃/專案
目前進度
應再投入之研
發費用(仟元)
預計
完成時間
未來研發得以成功
之主要影響因素
企金eLoan+CRM專案
進行中
(未完成50%)
123,134
2019/12/31與需求單位之有效溝通
視訊服務暨人臉辨識專案
進行中
(未完成80%)
46,114
2019/10/1辨識率的分析與系統校
準
投資平台專案
進行中
(未完成50%)
45,100
2019/10/31與需求單位之有效溝通
流程自動化機器人(RPA)導
入專案
進行中
(未完成50%)
10,734
2019/7/31與需求單位之有效溝通
建置智慧櫃台及數位服務台規劃研擬中
41,900
2020
客戶行為的分析與系統
充分回饋
銀行核心前置處理系統
規劃研擬中
63,000
2020
系統的整合與最佳化
分行數位開戶平台-第二/三
階段
規劃研擬中
15,000
2020
客戶行為的分析與系統
充分回饋

國泰世紀產物保險股份有限公司
1.最近二年度及預計投入研究發展支出及其成果
(1)
最近二年度及預計投入研究發展支出如下：
單位:新台幣千元
年度
108年度（預計）
107年度
106年度
金額
3,966
2,889
3,321
成長率
37.3%
-13.0%
-16.8%
(2)
研究發展與成果
A.
數位面：
近年本公司積極推動數位行動化，在理賠服務方面，「車險行動理賠2.0」全面上線，
另外結合大數據技術導入「傷健險智能理賠」，估計降低理賠處理人員約35.0%作業
量。開發「EasyGo」健傷險行動工具App以加速健傷險案件處理效率，亦能簡化業
務人員作業內容；而針對商業險種，107年完成開發「全商業險種報價受理系統」，
全面上線後使用率接近100%。此外，旅遊不便險與長榮航空及中華航空合作推出班
機延誤自動理賠服務。
B.
損害防阻面：
本公司運用產險核心職能「損害防阻」技術，積極推廣事前預防的觀念，多年來提供
保戶多元化之損害防阻服務，包含「損害防阻研討會」、「零事故研究所」、「不意
外學園」及「不意外騎士」，其中自104年起啟動的不意外騎士專案，結合車險損防
專業技術，及業界與學術界資源，以創新課程方式教育學生機車安全騎乘知能，守
護青年機車騎士的交通安全，106年底開始推廣「VR版虛擬實境版危險感知測驗」，
並於107年初推出App版本，並於107年5月擴展至偏鄉離島學校，讓蘭嶼高中的學
生們瞭解，台灣本島與離島之間交通環境差異性及複雜性，服務截至107年活動累積
舉辦場次已達67場，觸及人數已累積達8,261人次。
"
2882,國泰金,108,136,2882_108,916,"131


(2)研究發展成果
單位：新臺幣仟元
重大專案名稱
投入成本
Cardpool升級AAmode專案
15,784
績效分析管理（PA）
20,557
IVR語音系統升級專案
16,136
流程自動化機器人（RPA）導入專案
9,715
新智能客服（ChatBot阿發）
23,443
企金eLoan+CRM系統建置專案
122,966
Net應用程式Framework
15,090
2.未來研究發展計畫
最近年度計劃/專案
目前進度
應再投入之研
發費用（仟元）
預計
完成時間
未來研發得以成功
之主要影響因素
PaymentHub
跨業合作並拓展服務
規劃研擬中
41,750
109/7/31系統承載量與業務模型
推廣
新貸款平台系統
規劃研擬中
30,000
109/10/31與需求單位之有效溝通
智能語音
規劃研擬中
45,000
109/11/30與需求單位之有效溝通
信用卡新紅利平台建置
需求訪談及開
發同步進行中
11,000
109Q3
與需求單位之有效溝通
Client雲端虛擬化專案
進行中
未完成80%)
54,670
109Q4
系統的整合與最佳化
全行業務單位資訊機房智慧
監控機制導入
進行中
(未完成80%)
81,000
109Q4
系統的整合與最佳化
集團集中式資訊安全監控中
心(SOC)專案
研擬規劃中
27,000
110
系統的整合與最佳化
新基金平台
進行中
(未完成40%)
26,760
110
與需求單位之有效溝通
智能報價系統
規劃研擬中
11,588
110
與需求單位之有效溝通
智能工作台
進行中
(未完成90%)
17,355
110
與需求單位之有效溝通
新加坡、台灣、香港三地新
一代私人銀行系統建置
規劃研擬中
398,989
111
與需求單位之有效溝通
國泰世紀產物保險股份有限公司
1.最近二年度及預計投入研究發展支出及其成果
(1)最近二年度及預計投入研究發展支出如下：
單位:新台幣千元
年度
109年度(預計)
108年度
107年度
金額
2,416
3,243
2,889
成長率(%)
-25.5%
12.3%
-13.0%
"
2882,國泰金,110,190,2882_110,1051,"
185
國泰世紀產物保險股份有限公司
(一)主要資訊系統之配置及維護：
1.核心資訊系統部份：
(1)硬體：IBMS822、S924、S922
(2)軟體：AIX、RHEL、DB2、WebSphere、Jboss、ImpervaDAM、備份軟體
(TSM、CommVault)
(3)磁碟機：EMCPowerMax2000、EMCUnity550F、EMCUnity300
(4)主要應用系統為各險承保、理賠、保費、財務、會計、流程與影像系統等
2.x86開放系統部份：
(1)硬體：DELLR750、HPDL380、IBMX3650M4
(2)軟體：WindowsServer、RHEL、Jboss、微軟SQLServer、IBMDB2
(3)磁碟機：EMCUnity550F、EMCUnity300、SynologyUC3200
(4)主要應用系統有核心系統、行動保險APP、數位服務平台、網路投保、
RPA流程機器人，以及銀行與保代公司通路間之B2B資料交換功能
(二)未來開發或購置計畫：
1.流程機器人自動化規劃導入
2.數位轉型微服務平台規劃建置
3.人工智慧影像辨識應用規劃建置
4.區塊鏈應用規劃建置
5.集團青埔機房暨網路建置案
6.資料庫軌跡記錄系統升級案
7.智能後勤服務平台規劃建置
8.國際會計準則IFRS17解決方案導入
9.資訊安全：資安治理成熟度顧問服務導入
(三)緊急備援與安全防護措施：
1.IBMRS/6000主機系統導入虛擬機自動搬移功能(LPM)，並已建立異地備
援機制，以達到營運與服務不中斷。
2.利用伺服器虛擬化技術，可在主機發生問題時進行快速遷移；另將重要伺
服器於異地機房開啟備援伺服器，並與主設備資料同步。
3.建置有防火牆、弱點掃描、入侵防禦、網路應用程式防火牆(WAF)、SSL
VPN系統及資訊安全訊息平台(SIEM)，並搭配防毒軟體防範病毒、木馬等
惡意軟體入侵。
4.建置閘道型資料外洩防護機制(NDLP)與VES檔案控管，降低個資外洩的風
險。
5.安全程式開發流程管理、源碼檢測、滲透測試、弱點掃描，強化系統安全。
6.郵件、閘道、端點APT防護機制建置，避免惡意程式入侵公司電腦。
7.持續實施ISO27001資訊安全管理系統驗證以提升資訊安全。
8.DDOS防護導入，以防外部惡意攻擊。
9.行動裝置管控(MDM)及行動應用程式管理(MAM)，強化行動裝置管理。
10.定期做PCIDSS查核作業，以確保線上交易資訊安全。

"
