"","X","Code","Key","Industry","Year","Equity","AC","A1","A21","A2","A3","A4","A5","A6","ROA","Median_ROA","ADJROA","DA","DA1","DA2","DA3"
"11",11,1213,12132022,"M1200",2022,365894,-0.0762388988041167,8.90589320765337e-07,-0.0306897079935735,0.000594913666271245,0.586240216876311,-0.0675146858178994,1.001849989,0.00872421298621724,-0.0675146858178994,0.0503632578529322,-0.117877943670832,-0.0222103357430084,-0.0265288024778122,0.0016407108915895,-0.0721890081207006
"12",12,1215,12152022,"M1200",2022,9487764,0.00637066889779869,4.31453438925522e-08,0.177667132981543,0.161940482551333,0.594946894984923,0.0668827903232932,0.354731876,0.0605121214254946,0.0668827903232932,0.0503632578529322,0.0165195324703611,0.0477208243713323,0.0505145896504503,0.0513021160833438,0.0138249836604047
"13",13,1216,12162022,"M1200",2022,192194954,-0.0705129505287365,1.94537530112221e-09,0.0998561044797266,0.0974298343495423,0.244849405871683,0.0516028637714178,0.462407932,0.122115814300154,0.0516028637714178,0.0503632578529322,0.00123960591848563,-0.0611499079621716,-0.0599190540931337,-0.0574629004010182,-0.0316465025400009
"14",14,1217,12172022,"M1200",2022,7517472,0.0115070174594165,7.22711811293586e-08,0.00648597715045429,0.00185173220289643,0.17700563729667,0.0207991400307615,1.187638141,0.00929212257134503,0.0207991400307615,0.0503632578529322,-0.0295641178221707,0.0201243651312964,0.0194753347026928,0.0263892919799963,-0.00587607937204875
"15",15,1218,12182022,"M1200",2022,12567859,0.596851689127073,9.40001932643974e-08,0.105699645318471,0.0965071784187588,0.186941944352638,0.556346911849251,0.913031902,-0.0405047772778221,0.556346911849251,0.0503632578529322,0.505983653996319,0.599455111656497,0.601278603837943,0.465577504857998,0.537079808850986
"16",16,1219,12192022,"M1200",2022,4433806,0.0602783875097744,1.09287288412979e-07,0.24268619411936,0.228374258690662,0.407502244487686,0.0333908730906828,0.67561262,-0.0268875144190916,0.0333908730906828,0.0503632578529322,-0.0169723847622494,0.0767980630195955,0.081472056929692,0.0935948639516139,0.00227162549077831
"17",17,1220,12202022,"M1200",2022,2434031,0.0531735977567754,3.03795314868654e-07,0.0966585553317597,0.0814405366240442,0.361636120047757,0.0217535673164848,0.938261448,-0.0314200304402905,0.0217535673164848,0.0503632578529322,-0.0286096905364473,0.0748732638380717,0.0763281533569749,0.0852688685605098,0.00954696474771592
"18",18,1225,12252022,"M1200",2022,3852374,0.0381685791721044,1.09779510049655e-07,0.238266217068343,0.22176866207759,0.360820110025416,0.0381096275752077,0.338743023,-5.8951596896665e-05,0.0381096275752077,0.0503632578529322,-0.0122536302777244,0.0499914919631778,0.0547836786724379,0.0653393550415499,-0.00713096172688546
"19",19,1227,12272022,"M1200",2022,17853740,-0.0221547208575446,3.53492541660863e-08,-0.190329009648225,-0.163869279872064,0.151393467599227,0.0439782899020614,0.484850027,0.066133010759606,0.0439782899020614,0.0503632578529322,-0.0063849679508708,-0.00224928108885927,-0.00884944100160836,-0.0144732344052404,0.00587686350538843
"20",20,1229,12292022,"M1200",2022,53432123,0.0167243593642322,1.39527909272368e-08,0.0140023372878194,0.0140849378101086,0.0631244353567127,0.0675205132885753,0.580659722,0.0507961539243431,0.0675205132885753,0.0503632578529322,0.0171572554356431,0.0126674218441123,0.0122501413137229,0.00703481642228669,0.0138051955551129
"21",21,1231,12312022,"M1200",2022,5171248,0.0102448671143805,1.08592854872491e-07,0.136278277443668,0.118826971294239,0.495679687565325,0.0945828562939713,0.273116296,0.0843379891795908,0.0945828562939713,0.0503632578529322,0.0442195984410391,0.0437900837979441,0.0459530196216646,0.0372383532530389,0.0328521972499535
"22",22,1232,12322022,"M1200",2022,5271072,0.134641003681303,1.42785790757704e-07,0.599553251817877,0.552088542039992,0.1175635375351,0.181023682736827,0.224910228,0.0463826790555234,0.181023682736827,0.0503632578529322,0.130660424883894,0.0946383339832479,0.109816479298374,0.0937425464936302,0.0733822753077698
"23",23,1233,12332022,"M1200",2022,1489549,-0.0651550394981372,4.32998654240183e-07,0.0271321286733441,0.0381095105556412,0.38288815298362,0.0223392665695595,0.437996539,0.0874943060676967,0.0223392665695595,0.0503632578529322,-0.0280239912833727,-0.0364159836747366,-0.0378834689823755,-0.0312239052809153,-0.0326936033929415
"24",24,1234,12342022,"M1200",2022,18345327,0.00319868936804503,4.38819827424449e-08,0.0147278026939676,0.0124701185638515,0.26061237482445,0.0388853607774764,1.157742597,0.0356866714094314,0.0388853607774764,0.0503632578529322,-0.0114778970754558,0.0202433956343029,0.0194668733737207,0.0220002236152525,0.00395438267170317
"25",25,1235,12352022,"M1200",2022,1697508,0.0498703886416623,2.13791931278722e-07,0.00468995359646132,0.00409860511454437,0.036802784426113,0.0418247568918501,0.175143262,-0.00804563174981213,0.0418247568918501,0.0503632578529322,-0.00853850096108201,0.0433690507275583,0.0428147345916943,0.0434793532569586,0.00878355462165184
"26",26,1236,12362022,"M1200",2022,2932606,0.0789082353921428,2.89310330461832e-07,0.102282195610815,0.0798314246566465,0.524044292254352,0.122712712527369,1.056510303,0.043804477135226,0.122712712527369,0.0503632578529322,0.0723494546744366,0.117659063963788,0.119193180765923,0.100659742380879,0.0894585018640113
"27",27,1240,12402022,"M3300",2022,1317752,0.034706585579421,4.69001575376292e-07,0.174089163765501,0.149038382619927,0.198694862416043,-0.00888992486125761,0.77188383,-0.0435965104406786,-0.00888992486125761,0.0449500522325884,-0.053839977093846,0.0331842971218774,0.0372751661052662,0.0564660871037851,-0.0300280585020508
"28",28,1256,12562022,"M1200",2022,4100050,0.0307091735531019,2.07401925851323e-07,-0.0996725953198511,-0.115009345530779,0.395237554017832,0.0963780157277028,0.40026665,0.0656688421746009,0.0963780157277028,0.0503632578529322,0.0460147578747707,0.0701012920158681,0.0669771926921238,0.0484165599648568,0.0638812648156888
"29",29,1259,12592022,"M2700",2022,2005546,-0.172145548312508,1.89157420967192e-07,0.130758472077149,0.127345693888059,0.101981386153147,0.0223113069605013,0.831123203,0.194456855273009,0.0223113069605013,0.011156547841466,0.0111547591190353,-0.180574939990488,-0.178254200736708,-0.167427498146806,-0.0926994496448711
"30",30,1264,12642022,"M1200",2022,3641232,0.0280579472140762,2.34604105571848e-07,0.0921114369501466,0.0730111436950147,0.354338768328446,0.171533607038123,0.354177461,0.143475659824047,0.171533607038123,0.0503632578529322,0.121170349185191,0.0493948727894595,0.0509568152237594,0.0189495922794325,0.0881394263238674
"31",31,1268,12682022,"M2700",2022,1850455,-0.101645855763498,2.14471691881389e-07,0.177372164148054,0.169318537646216,0.226648107716263,0.0278924724725583,0.278873471,0.129538328236056,0.0278924724725583,0.011156547841466,0.0167359246310924,-0.100043265213684,-0.0967371717608311,-0.085855869864847,-0.0661240581102876
"32",32,1301,13012022,"M1300",2022,357684863,-0.0379980649682056,1.83932089241451e-09,-0.0403748354253837,-0.0224389276581151,0.197387609961454,0.0664783322241799,0.655648051,0.104476397192386,0.0664783322241799,0.00385686168858753,0.0626214705355924,-0.0237643838334406,-0.0266183860250685,-0.0328286863041446,0.00206729614174148
"33",33,1303,13032022,"M1300",2022,394101430,-0.0550499027968469,1.49544922985307e-09,-0.0844735767325902,-0.0672091597174562,0.316985919804148,0.0575519433896617,0.685412154,0.112601846186509,0.0575519433896617,0.00385686168858753,0.0536950817010742,-0.0248464090331403,-0.028975474849057,-0.0343955047764932,-0.000253826323486545
"34",34,1304,13042022,"M1300",2022,50924885,-0.115661082984843,1.1788947703556e-08,-0.0626985752455464,-0.0455852554122086,0.300855171445311,-0.000721353921032889,1.913287873,0.11493972906381,-0.000721353921032889,0.00385686168858753,-0.00457821560962042,-0.0887505485739243,-0.0923333354047658,-0.0810698803997,-0.05220256635642
"35",35,1305,13052022,"M1300",2022,10041228,-0.0679866618086321,5.89090688449669e-08,-0.152223684803493,-0.115631727599753,0.497634653613202,-0.0198945940031157,0.748751178,0.0480920678055164,-0.0198945940031157,0.00385686168858753,-0.0237514556917032,-0.0136618239020274,-0.0207268198354635,-0.00697638211287658,-0.0399262827927941
"36",36,1307,13072022,"M1300",2022,8482298,-0.0752365127088204,6.78420666538807e-08,0.161429654866376,0.154524825006477,0.331523284380986,0.0318935053229225,0.846113366,0.107130018031743,0.0318935053229225,0.00385686168858753,0.0280366436343349,-0.0610391390414121,-0.0583976500700371,-0.0485767872234324,-0.0444486719309517
"37",37,1308,13082022,"M1300",2022,14216958,-0.114620477248362,5.26910754912415e-08,0.0131474244654991,0.031508894306234,0.17722527321113,0.0762634292426828,0.946426572,0.190883906491045,0.0762634292426828,0.00385686168858753,0.0724065675540952,-0.106425349130748,-0.108025399008064,-0.115042498192946,-0.0245932181268606
"38",38,1309,13092022,"M1300",2022,7206214,-0.064293524810792,9.3069496202718e-08,-0.250111799732314,-0.173219084942575,0.182493739447664,0.0383518918562236,0.920511595,0.102645416667016,0.0383518918562236,0.00385686168858753,0.0344950301676361,-0.0368835185129761,-0.0473643843939315,-0.0520062219903264,-0.00736582521631867
"39",39,1310,13102022,"M1300",2022,6722246,-0.0347608770226224,1.07536247780721e-07,0.122585300440146,0.116440571705708,0.3926008609352,-0.0357157989029152,0.779355076,-0.0009549218802928,-0.0357157989029152,0.00385686168858753,-0.0395726605915027,-0.0113040863008057,-0.00974592996401484,0.016957100903137,-0.0648106494892405
"40",40,1312,13122022,"M1300",2022,36107841,-0.0533285858544825,2.0444471394801e-08,-0.0893572031259842,-0.0776685263843774,0.384806576593914,-0.00928972246814082,2.159808815,0.0440388633863417,-0.00928972246814082,0.00385686168858753,-0.0131465841567283,-0.0155259182348446,-0.0196677614787529,-0.00727911065779099,-0.0250534886935199
"41",41,1313,13132022,"M1300",2022,26106202,-0.0355097920763141,1.85970933040719e-08,-0.169657283837988,-0.143594796563049,0.300078866553284,-0.022990173072733,1.297156502,0.0125196190035811,-0.022990173072733,0.00385686168858753,-0.0268470347613205,-0.00109205290687139,-0.00756183521199494,0.00600738350006877,-0.030380786798059
"42",42,1314,13142022,"M1300",2022,79518249,0.0696426705715879,7.39419042894512e-09,-0.0749444455987597,-0.0593466744739459,0.201048777182061,0.00151874453153404,2.143838472,-0.0681239260400539,0.00151874453153404,0.00385686168858753,-0.00233811715705349,0.0867178614108475,0.0831722766298101,0.0932610943515391,0.0188465077055125
"43",43,1315,13152022,"M1300",2022,10638744,0.0144997257486716,7.84023237194313e-08,0.022772738947546,0.0218436714114708,0.154454772992344,0.0557616142850288,1.570201929,0.0412618885363572,0.0557616142850288,0.00385686168858753,0.0519047525964413,0.0195309085296375,0.0191328399159705,0.0172345113022522,0.0171333135471007
"44",44,1316,13162022,"M2500",2022,5322044,0.0597825297311577,9.43471882179231e-08,0.122259520810631,0.123796342159513,0.156900034436724,0.00529155639839044,2.179095165,-0.0544909733327672,0.00529155639839044,0.0217870000092614,-0.0164954436108709,0.0579845454947294,0.059746581456636,0.075461614177468,-0.00236789526759449
"45",45,1319,13192022,"M2200",2022,24265487,-0.103184214484363,2.90246627784067e-08,0.0842385980530605,0.07770555280692,0.528016984536066,0.0591151111740366,0.778467588,0.1622993256584,0.0591151111740366,0.0446884863396748,0.0144266248343618,-0.0623587197298065,-0.0619880610121784,-0.0622841032155943,-0.0231876047964309
"46",46,1321,13212022,"M1300",2022,5913860,-0.00762662591120634,7.70405163008873e-08,0.00121747127910292,0.0109363635320088,0.260263356841733,-0.00328631730384695,0.744666837,0.00434030860735939,-0.00328631730384695,0.00385686168858753,-0.00714317899243448,0.0102939680278144,0.00862870490654113,0.022490183122998,-0.029263200656271
"47",47,1323,13232022,"M1300",2022,2908378,-0.0721221698864978,1.7456232424847e-07,-0.00789178811694908,0.0245481759720896,0.414065848050828,0.0508168382119721,1.005170529,0.12293900809847,0.0508168382119721,0.00385686168858753,0.0469599765233845,-0.0371847255437146,-0.0405395147223068,-0.0412004446993023,-0.0125241495918678
"48",48,1324,13242022,"M1300",2022,953592,-0.0613130995982536,8.0301096993286e-07,-0.0753408982320107,-0.0415148641345589,0.273112863994835,0.00385686168858753,1.094302693,0.0651699612868411,0.00385686168858753,0.00385686168858753,0,-0.0375948175221432,-0.0422831142226883,-0.0350462641472038,-0.0304041691974445
"49",49,1325,13252022,"M1300",2022,2879008,-0.020016274101117,3.10811709644674e-07,-0.198010369921881,-0.190104874087068,0.363203063857509,0.00420403918465386,1.423232665,0.0242203132857709,0.00420403918465386,0.00385686168858753,0.000347177496066331,0.0227798016831805,0.0163467713666214,0.0196727960824698,0.00318015188211132
"50",50,1326,13262022,"M1300",2022,373356464,-0.0393224366270624,1.67127584768695e-09,0.0235390261820921,0.0353143076817265,0.238739984960957,0.0153821905947678,0.949326602,0.0547046272218303,0.0153821905947678,0.00385686168858753,0.0115253289061803,-0.0251918832478584,-0.0263825510291244,-0.0164177639503769,-0.0320751506564242
"51",51,1336,13362022,"M2328",2022,1723535,-0.0567989199729993,4.41187500275742e-07,0.257530850035957,0.187665279867291,0.405257631440786,0.069622475856014,0.91917934,0.126421395829013,0.069622475856014,0.0553736608064244,0.0142488150495897,-0.0420418919113264,-0.0343838884817998,-0.0349303572740696,-0.010855886080024
"52",52,1337,13372022,"M1300",2022,4893473,-0.0266900729276054,1.81556476410004e-07,-0.0841505190336548,-0.0877368041121816,0.228291655228609,-0.0865828311481196,1.979803386,-0.0598927582205141,-0.0865828311481196,0.00385686168858753,-0.0904396928367071,-0.00628192517042016,-0.00920128647671502,0.0232188264319458,-0.0682370393116156
"53",53,1338,13382022,"M2200",2022,6742011,-0.0749332489724928,8.54085183381484e-08,0.00255892461792926,0.0268230576352055,0.337103493088828,0.0111622954871676,1.899721416,0.0860955444596604,0.0111622954871676,0.0446884863396748,-0.0335261908525072,-0.0488729154851546,-0.0513963342546927,-0.040860522105344,-0.034941349083231
"54",54,1339,13392022,"M2200",2022,3815549,-0.0686081278894032,1.97946698892389e-07,0.0203208122148949,0.00759006822232977,0.588854809065563,0.0793752406289558,1.189628315,0.147983368518359,0.0793752406289558,0.0446884863396748,0.034686754289281,-0.0169491256572092,-0.0179159285444518,-0.0270115672832052,0.0169928855398791
"55",55,1340,13402022,"M1300",2022,4648537,-0.0130598604265136,1.94051506315115e-07,-0.0293792040046021,-0.0220500726625865,0.137168606114447,-0.0834184734317291,2.171278076,-0.0703586130052155,-0.0834184734317291,0.00385686168858753,-0.0872753351203166,-0.00634088104772841,-0.00830361429768507,0.0256686977504206,-0.0699158356194407
"56",56,1341,13412022,"M1300",2022,1208175,-0.0789962314964448,4.22383272270792e-07,0.118358551022632,0.0662444805065896,0.280849395865206,0.126799035952419,0.349313435,0.205795267448864,0.126799035952419,0.00385686168858753,0.122942174263832,-0.0676757222780274,-0.0637617247610551,-0.0845507968628371,0.0190018398227238
"57",57,1342,13422022,"M9900",2022,2006312,-0.0448015417947507,4.16251282574264e-07,0.21675994164157,0.20401016485632,0.425884169755598,0.207923343163801,0.228080714,0.252724884958552,0.207923343163801,0.0485799893070057,0.159343353856795,-0.0248986650604298,-0.0209716743778177,-0.0585345602496159,0.0727501751637294
"58",58,1402,14022022,"M1400",2022,271672077,-0.0396168883490239,1.57399115607423e-09,0.0395674744706701,0.0399478467474382,0.27081082588284,0.0209988521118597,1.583543023,0.0606157404608837,0.0209988521118597,0.0226782953358925,-0.00167944322403271,-0.0231831340175919,-0.0235364568060349,-0.0149098786636526,-0.0227233039346992
"59",59,1409,14092022,"M1400",2022,46077875,0.00584552223208804,5.10121871328828e-09,0.00445563397902808,0.0202017851337397,0.103932245368192,0.0184689011368357,1.761825133,0.0126233789047476,0.0184689011368357,0.0226782953358925,-0.00420939419905678,0.00685907066175284,0.00536995306389558,0.0138297923961659,-0.0101780185838833
"60",60,1410,14102022,"M1400",2022,1152691,-0.0397442727008227,7.02779210666502e-07,-0.0571942805016719,-0.0292250734755665,0.148814903417053,0.0393415802131108,0.491186108,0.0790858529139334,0.0393415802131108,0.0226782953358925,0.0166632848772183,-0.030514630847565,-0.0341887251506451,-0.0358633750933798,-0.0122188663509439
"61",61,1413,14132022,"M1400",2022,1227959,0.0013190838401643,3.5288492246236e-07,0.0637334871911595,0.0631953376844044,0.397335013065564,0.0349500756055946,1.027053389,0.0336309917654303,0.0349500756055946,0.0226782953358925,0.0122717802697022,0.0291205906928198,0.0290204058605782,0.0335003394936142,0.00249378601836642
"62",62,1414,14142022,"M1400",2022,3103396,-0.00744896883749887,2.17304146489071e-07,-0.0262440390756316,-0.0216595734971517,0.335194470913297,0.0226782953358925,0.788063992,0.0301272641733913,0.0226782953358925,0.0226782953358925,0,0.0202675553515642,0.0180197480368931,0.0230721319565369,-0.00518606115592431
"63",63,1416,14162022,"M9900",2022,3677089,-0.0184067124140495,2.58003061464327e-07,0.00321471814584552,0.00982346656525426,0.00922825350245606,0.0248343426843103,1.72517222,0.0432410550983598,0.0248343426843103,0.0485799893070057,-0.0237456466226954,-0.0278248477755632,-0.0286958927906655,-0.0233533624833912,-0.0163706039956007
"64",64,1417,14172022,"M1400",2022,2704667,0.0220068056490049,2.50964267456635e-07,0.0474312426922342,0.0436625122878379,0.212381020977852,-0.0121657438292279,1.034842751,-0.0341725494782327,-0.0121657438292279,0.0226782953358925,-0.0348440391651203,0.0312599803487066,0.0314053400053875,0.0482739525259452,-0.0250316383554851
"65",65,1418,14182022,"M1400",2022,1229531,0.0375975139908321,2.8122275654546e-07,-0.00521471357462246,-0.00521471357462246,0.17918839112461,0.00613346832025648,1.037588622,-0.0314640456705757,0.00613346832025648,0.0226782953358925,-0.016544827015636,0.046986567455243,0.0458194418135105,0.0556963621822156,-0.003737210408489
"66",66,1419,14192022,"M1400",2022,11742942,0.110860498446712,6.19765883437531e-08,0.0372091942268808,0.0422103330466916,0.0390746275594394,0.128352646787676,0.934299145,0.0174921483409642,0.128352646787676,0.0226782953358925,0.105674351451784,0.102505868493682,0.10243970956821,0.0815075060493355,0.0866818240512865
"67",67,1423,14232022,"M1400",2022,3043922,-0.0706498623529467,2.92120232013573e-07,-0.00414898365528878,-0.00484715100980122,0.0957044304122868,0.0214270190181956,0.767666879,0.0920768813711423,0.0214270190181956,0.0226782953358925,-0.00125127631769686,-0.0703117433457661,-0.0712167135310952,-0.0655844941597736,-0.0408684928474577
"68",68,1432,14322022,"M2900",2022,730572,-0.0826372180896767,2.04379108531029e-07,0.0671941282699635,0.0655349786669086,0.126682346631873,-0.00754526792874854,0.434089127,0.0750919501609281,-0.00754526792874854,0.0280538169974027,-0.0355990849261512,-0.0839203531330531,-0.0832069165789793,-0.0666374096838173,-0.0729137677326486
"69",69,1434,14342022,"M1400",2022,55767215,-0.00269352233308502,1.22937435614592e-08,0.0236488352145138,0.0340620048233765,0.14173890921154,0.0418599632456408,1.250107678,0.0445534855787258,0.0418599632456408,0.0226782953358925,0.0191816679097483,0.00100368984261991,0.00011838117085742,0.00271799580792841,-0.00295813808179823
"70",70,1436,14362022,"M2500",2022,3278938,-0.0732210955299531,7.30401021568085e-08,0.0993760987513868,0.0992803431774592,0.00257575920255985,0.0460620830642719,0.593441403,0.119283178594225,0.0460620830642719,0.0217870000092614,0.0242750830550105,-0.0899258696220931,-0.088229759079121,-0.0845827571436847,-0.0443620601729379
"71",71,1437,14372022,"M9900",2022,7107748,0.0054804050993313,8.37009759198988e-08,0.00869042122683534,0.00849322172756805,0.000227666654502125,0.0340467948720095,1.230621952,0.0285663897726782,0.0340467948720095,0.0485799893070057,-0.0145331944349962,-0.00504757865183867,-0.00542590870672318,-0.00201046138007871,-0.00728372036455258
"72",72,1438,14382022,"M2500",2022,2013934,0.0623032098829477,1.90722749581221e-07,0.111185259877865,0.108881329062924,0.00334775642339916,0.0712442923833153,0.754653347,0.00894108250036762,0.0712442923833153,0.0217870000092614,0.049457292374054,0.0446766104502321,0.0467365120547432,0.0434443480954644,0.024053064495739
"73",73,1439,14392022,"M1400",2022,2815004,0.156401249984621,2.05049970677854e-07,-0.00930557776930238,-0.00885159713422161,3.42433451032016e-05,0.0294435353895744,1.38139366,-0.126957714595047,0.0294435353895744,0.0226782953358925,0.00676524005368199,0.146960516553692,0.146125573808348,0.149686736510085,0.0512161843846089
"74",74,1440,14402022,"M1400",2022,27906975,-0.030158940379936,1.99216846700923e-08,0.0353554520610756,0.0432503957741485,0.409946275599215,0.0237418270790599,1.043602121,0.0539007674589959,0.0237418270790599,0.0226782953358925,0.00106353174316743,0.00148093820317573,0.000325719832197827,0.00833684671294764,-0.0164496670967065
"75",75,1441,14412022,"M1400",2022,691420,-0.00942012960891972,4.21218458635294e-07,0.0176161983770453,0.0213347149298777,0.39623767672747,-0.134727566431416,0.416066665,-0.125307436822496,-0.134727566431416,0.0226782953358925,-0.157405861767309,0.0214443982271466,0.0200755805133189,0.069010227547876,-0.106926837154113
"76",76,1442,14422022,"M2500",2022,6046566,0.164428945791824,7.09674150275205e-08,-0.102674449615761,-0.170121526020841,0.0017083985819575,0.0457356602886358,0.538699948,-0.118693285503188,0.0457356602886358,0.0217870000092614,0.0239486602793745,0.161990980656468,0.162284145076952,0.155730183864756,0.0732198945652152
"77",77,1443,14432022,"M9900",2022,1338127,-0.0285155679714041,1.56309641897737e-07,-0.00301943335253858,0.00709739560000863,0.689223763192143,0.022354310816721,0.34329624,0.0508698787881251,0.022354310816721,0.0485799893070057,-0.0262256784902847,0.035632535551266,0.0327884395197909,0.0394430964304093,-0.00631706883875334
"78",78,1444,14442022,"M1400",2022,12123334,-0.0464091214052732,4.82986113811138e-08,0.065639889707223,0.0892622575476119,0.344654978628106,0.0226316184251281,1.156534337,0.0690407398304014,0.0226316184251281,0.0226782953358925,-4.66769107643067e-05,-0.0239684253053029,-0.0250261727371686,-0.0150930072354148,-0.0295572116295304
"79",79,1445,14452022,"M1400",2022,1633037,-0.0636136770723851,4.97413202639672e-07,0.127865037870554,0.146881642020671,0.39958346618411,0.00546557627060472,0.614142305,0.0690792533429898,0.00546557627060472,0.0226782953358925,-0.0172127190652877,-0.0403311437170426,-0.0399177372519002,-0.0247241658080875,-0.0512440423960121
"80",80,1446,14462022,"M1400",2022,1440636,0.0716265219607565,2.30442994394705e-07,-0.00864645159268371,-0.0072631022973323,0.000222838375579679,-0.0087121278460862,0.277490062,-0.0803386498068427,-0.0087121278460862,0.0226782953358925,-0.0313904231819787,0.0621234697961033,0.0612559729195022,0.0751975049521272,-0.013606056003972
"81",81,1447,14472022,"M1400",2022,10296633,-0.0431682321785257,5.06154919747366e-08,0.215063048934501,0.238864427265209,0.282215786293699,-0.000906827154219381,1.402174782,0.0422614050243063,-0.000906827154219381,0.0226782953358925,-0.0235851224901118,-0.0380495220557212,-0.0355287979316163,-0.013495506331615,-0.0589602371467529
"82",82,1449,14492022,"M1400",2022,1580593,-0.00145037001819767,1.57324006746683e-07,-0.0474624502993797,-0.0466501864525466,0.0628111377215928,0.0155178107294658,0.937769098,0.0169681807476635,0.0155178107294658,0.0226782953358925,-0.00716048460642666,-0.00137516981775702,-0.00325370039216018,0.00287287275506724,-0.0149456685472072
"83",83,1451,14512022,"M1400",2022,7603071,0.0260250754665089,1.10496736976109e-07,0.0754370063074852,0.0823238259362582,0.152266271500869,0.0471219964638834,1.843854641,0.0210969209973745,0.0471219964638834,0.0226782953358925,0.024443701127991,0.0270340933738481,0.0274726754826224,0.0301243907767995,0.0122750949942971
"84",84,1452,14522022,"M1400",2022,2697577,-0.171828827329152,3.1290247080307e-07,-0.0873773891668158,-0.059698349502047,0.166731020274829,0.040127864465669,1.203398201,0.211956691794821,0.040127864465669,0.0226782953358925,0.0174495691297765,-0.15798314133476,-0.162341680164912,-0.163948298453661,-0.0554220014757771
"85",85,1453,14532022,"M2500",2022,1387000,0.00686579460178814,5.28097423412671e-07,0.107873932583083,0.107873932583083,0.0530019698033893,-0.00648978923631832,0.960787345,-0.0133555838381065,-0.00648978923631832,0.0217870000092614,-0.0282767892455797,-0.0056710387039168,-0.00395402388186767,0.0127124354425989,-0.0386460829413913
"86",86,1454,14542022,"M1400",2022,1598356,-0.0453350198373575,4.86866057791975e-07,0.107821844024669,0.111187549082184,0.387630583562526,0.0156727052663815,0.734532581,0.061007725103739,0.0156727052663815,0.0226782953358925,-0.00700559006951099,-0.0218962885887048,-0.0211606174303097,-0.0100845396399419,-0.0338429981236385
"87",87,1455,14552022,"M1400",2022,6589372,-0.114521962193839,9.27917942360521e-08,-0.17788817939252,-0.105262640214201,0.42198738681141,-0.0261481708649541,1.180314843,0.0883737913288852,-0.0261481708649541,0.0226782953358925,-0.0488264662008465,-0.0665399731928407,-0.0757445746967369,-0.0600566163339058,-0.0617894098280611
