Test,代號,名稱,FY,Page,Text
,8234,新漢,111,89," 
 
(二)主要產品之重要用途及產製過程 
1.主要產品之用途 
產品項目 
重要用途及功能 
單板電腦 
主要為將各式運算功能與I/O出口集中在單一型式的主機板，以3.5”/5.25”
吋、Mini-ITX或PICMG架構透過形形色色的背板(Backplane)達到擴充的目的，
因此單板電腦產品乃成為重要的工業電腦產業標準，而以工業控制(Industrial 
Control)與電腦通訊整合(Computer Telephone Integration；CTI)產業應用之
嵌入式電腦為主要應用範圍。 
系統產品 
主要為使用單板電腦及機殼、電源供應、散熱及資料儲存模組所組裝而成之各
式系統產品，可分為嵌入式系統產品、高集積密度刀鋒伺服器及網路安全監控
系統產品，其具有高度客製化需求特性；而主要應用範圍分別包括自動化提款
機、工具母機、醫療設備及車載電腦等需緊緻小型化運算裝置之工業資訊系統
設備；學術機構、國防軍事、工程設計等叢集超級計算領域平台及網際網路安
全系統設備等領域。  
工業物聯網 
主要以產業軟體之研發應用加值於既有工業電腦硬體平台上，並形成系統化之
產品，如 PAC控制器、HMI、IoT網關、AI Edge、機器人控制器、RPA伺服器、
AMR自走車及數據中台與企業戰情室。以專案執行加值服務，協助廠商順利導入
智慧製造與數位轉型的產業需求。 
2.產製過程 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
(三)主要原料之供應狀況 
本公司目前之採購來源主要為國內知名之大廠，且與本公司具有長期穩定之合作關係，其
原料供應量充足，故本公司生產原料來源不虞匱乏。 
主要原料名稱 
主要供應商 
中央處理器 
聯強、文曄、富威、泛達 
晶片組 
聯強、建智、文曄、倍微 
印刷電路板 
博智、瀚宇博德、高技、世運 
機殼 
全智、雄舜、天宏達、振發、美立堅 
研究開發 
進料檢驗 
退   貨 
檢  修 
成品檢驗 
入    庫 
測試/包裝 
作業託外加工
託外加工 
85
"
,8411,福貞-KY,110,49,"附表二：總經理、副總經理、協理、各部門及分支機構主管之進修情形統計表
職稱
姓名
就任日期
進修日期
主辦單位
課程名稱
進修
時數
進修是否
符合規定
起
迄
財務主管
藍建中
98.09.30 
110.12.06 
110.12.07 
財團法人中華民國會計研究發展
基金會
發行人證券商證券交易所會計主管持續
進修班
12 
是
稽核主管
時繼程
104.01.01 
110.10.26 
110.10.26 
財團法人中華民國會計研究發展
基金會
「永續發展」新政策、氣候治理與低碳
管理面面觀
6 
是
110.12.02 
110.12.02 
財團法人中華民國會計研究發展
基金會
如何應用「機器人流程自動化」(RPA)
提升內部控制效能
6 
是
-44-
"
,8411,福貞-KY,110,103,"儲存及支用-舊制。自 94 年 7 月 1 日起配合中華民國勞工退休金條例（以下簡稱「新制」）
之實施，原適用該辦法之員工如經選擇適用新制後之服務年資或新制施行後到職之員工
其服務年資改採確定提撥制，其退休金之給付由本公司按月於每月工資提繳百分之六做
為退休金，儲存於勞工退休金個人專戶。
所屬轉投資公司為中國大陸境內企業之職工退休後養老保險，依照企業所在當地法
規為員工繳納養老保險。依照當地社會保險作業方式，養老保險包含於社會保險（包含
醫療、生育、養老、工傷、失業）之內，公司為員工辦理社會保險增員手續後，即已開
始履行繳納養老保險義務。營運所在地中國大陸境內各子（孫）公司養老保險繳交的比
率及繳費標準如下：
公司別
養老保險繳費比例
繳費計算基礎
公司部分
個人部分
福建福貞公司 
16.00%
8.00% 依員工平均工資及當地政府公布執行標準
山東福貞公司 
16.00%
8.00% 依員工平均工資及當地政府公布執行標準
廣東福貞公司 
13.00%
8.00% 依員工平均工資及當地政府公布執行標準
湖北福貞公司 
16.00%
8.00% 依員工平均工資及當地政府公布執行標準
河南福貞公司 
16.00%
8.00% 依員工平均工資及當地政府公布執行標準
福建福天公司 
16.00%
8.00% 依員工平均工資及當地政府公布執行標準
湖北福天公司 
16.00%
8.00% 依員工平均工資及當地政府公布執行標準
附錄一：110 年度本公司員工共計參加外訓合計 48 小時訓練費 30,000 元
公司別
年度培訓
培訓單位
/人員
課程名稱
進修
時數
福貞控股
年度進修
財務主管 1 名
發行人證券商證券交易所會計主管持續
進修班
12 
福貞控股
年度進修
稽核主管 1 名
「永續發展」新政策、氣候治理與低碳
管理面面觀
6 
如何應用「機器人流程自動化」(RPA)
提升內部控制效能
6 
BD 台灣分公司 人員持續進修
行政單位人員 1 名 發行人證券商證券交易所會計主管持續
進修班
12 
BD 台灣分公司 人員持續進修
行政單位人員 1 名 內稽人員如何應用數位鑑識於營業秘密
保護暨調查
6 
BD 台灣分公司 人員持續進修
行政單位人員 1 名 三道防線的數位變革：談內控內稽與法
遵合規的發展與數位趨勢
6 
-98-
"
,8916,光隆,110,128,"2.資訊與科技： 
1)人工智慧：今日之人工智慧技術已普及且開源，運用人工智慧的門檻降低，
資訊處已規劃將開源之人工智慧技術應用在商業分析、異常偵測、排程預估、
成本結構分析與毛利預估等場域。未來進一步規劃與協力雲端廠商合作，將
更進階之人工智慧或機器學習應用在物料組合暨用量預測上，並利用雲端平
台提升運算效能。 
2)機器人流程自動化 RPA(Robotic Process Automation)應用:RPA 等自動化技術
可大幅簡化或自動化各項業務流程並降低錯誤發生的機率，資訊處已將 RPA
應用在多項業務流程上，如訂單的匯入、用量的比對、版片的比對、採購訂
單的自動發送與供應商回覆資訊自動回填，未來將持續擴大導入。 
3)倉儲管理系統 WMS(Warehouse Management System)之導入:資訊處規劃開發
MWS 系統以數位化及自動化倉庫作業流程，具體主要透過開發移動裝置
APP 程式、現場即時資訊輪播看板、標籤機自動印標及二維條碼掃描，及利
用 IoT 相關設備收集現場資訊。
3.供應商與合作夥伴：強化與資訊安全、雲端平台、網管設備與網路基礎設施之
供應商間的合作，及將非核心相關之資訊系統委外管理，以讓內部資訊人員聚
焦在核心業務上。
4.價值鏈及流程：資訊人員由傳統的資訊供應者，逐步轉型為與組織內各單位共
創價值的伙伴，一同檢視並優化流程，將流程中不必要的步驟排除，一同制訂
SOP 並將必要卡控流程由系統進行卡控，並將人為手動作業轉為自動化程式作
業。
另各事業部說明如下︰ 
成衣 
現今科技發達許多原物料的製程和材料不斷改良、創新，不但提升日常生
活所需之功能及便利性，拜科技之賜，紡織材料日新月異的新素材、製程和設
備的創新，未來成衣產業將走向以下趨勢： 
1).跨產業結合之產品：成衣結合電子科技產品之服飾，如：成衣結合 LED 燈，
讓在夜間活動的消費者擁有照明輔助及警示功能；成衣結合測溫儀器偵測，
讓穿著者能方便記錄體溫變化，達到醫療偵測的功用。 
2).環保訴求及回收制度：以符合環保材質或低度化學材料之製成品，改變原材
料物性即可提升成衣機能性，以低耗料、低耗能製程、低汙染製成商品、成
品售後回收再生、永續經營題材…等等。 
3).大數據分析與自動化智能生產︰未來趨勢會走向智能生產、大數據分析來管
控工廠製造成本與優化營運效率，藉由先進科技的輔助，進行蒐集彙整生產
數據資料以及使設備升級自動化，未來須把生產方式從傳統大量生產模式進
化為智慧生產，才能持續保持公司優勢。 
成衣事業部亦逐步投入該領域的研發，希望藉此擴展成衣產品項目及成衣
功能性再向上推升，依循此產業趨勢發展。 
羽絨原料 
-124-
"
,8916,光隆,111,5,"壹、致股東報告書 
各位股東女士、先生：
在歷經多年的推動轉型成衣，2022 年終於展現我們團隊努力的結果，成衣事業全年營
收以新台幣 58 億元創歷史新高，占比由 46%上揚至 56%，跨越過半，光隆成功轉型為成
衣企業，也在成衣的帶動下，不只助合併營收重返百億大關，合併毛利率與營益率也雙雙
攀上歷史新高。
光隆在成衣事業的發展，起步雖晚，但我們在營銷策略上，有別於同業的「垂直整合」，
而是以「擴大產品種類，提供一站式服務」的橫向發展，進而至「專精於少量多樣的高階
服飾，及建立生產規模」，並同時引進新人才、新管理技術(如業界首家導入豐田式精實管
理系統【TPI，Total Production Innovation】)及流程數位化(如機器人流程自動化【RPA】、
電子資料交換【EDI】)等，以十年磨一劍，讓成衣事業在 2012 年至 2022 年間的營收，每
年以 10%的成長速度不斷茁壯，2022 年營收來到新台幣 58 億元創歷史新高，在成衣的成
長帶動下，助合併營收達新台幣 103.04 億元，重返百億大關，成衣占比由 46%躍升至 56%，
跨越過半，光隆成功轉型為成衣企業，也推升合併毛利率與營益率，2022 年度分別以 17.1%
及 9.3%攀上新高峰。
預算執行情形
2022 年度預計營業收入為新台幣 98.1 億元，實際營業收入為新台幣 103.04 億元，達
成率為 105%；本年度實際稅後淨利為新台幣 9.17 億元。
2022 年度營運成果
1. 財務結果
主要財務指標如下表：
單位：新台幣仟元
項
目
2022年度
2021年度
增(減)比例%
財務
收支
營業收入
10,304,209 
8,060,560 
27.8
營業毛利
1,763,201 
988,664 
78.3
本年度淨利
917,485 
489,750 
87.3
獲利能
力分析
資產報酬率(%) 
11.08 
6.34 
74.8
股東權益報酬率(%) 
17.46 
10.44 
67.2
佔實收資本比率
(%) 
營業利益
63.38 
12.53 
405.8
稅前純益
75.17 
40.76 
84.4
純益率(%) 
8.90 
6.08 
46.4
稅後每股盈餘(元) 
6.54 
3.58 
82.7
-1-
"
,8916,光隆,111,126,"非以
交易
為目
的 
不符避
險會計 
未沖銷
契約 
公允價值 
(16,457) 
0
本年度認列未實現損益金額 
(15,603) 
0
已沖銷
契約 
契約總金額 
155,320 
0
本年度認列已實現損益金額 
(6,293) 
0
3.未來因應措施 
本公司制定有「資金貸與他人作業程序」、「背書保證管理辦法」以供內控遵循，
不致對公司財務狀況產生不利影響。 
本公司衍生性商品交易應以確保本公司業務之經營利潤，規避因匯率、利率或
資產價格波動所引起之風險為目標，所有外匯相關交易全部以避險為目的，無
關避險之交易一律不承作。而交易的對象亦選擇平時與公司業務有往來之銀行，
以避免產生信用風險。本公司並制定「從事衍生性商品交易處理程序」以供內
控遵循。 
（三）未來研發計畫及預計投入之研發費用 
1.未來研發計畫請詳伍、營運概況之一、(一)、3.計劃開發之新商品(服務)說明。 
2.預計投入之研發費用：112 年預計投入研發費用約占營收 0.52%，與 111 年度比
率差異不大。
（四）國內外重要政策及法律變動對公司財務業務之影響及因應措施 
本公司除日常營運均依循國內外相關法令規範辦理外，並設置法務專職人員，
且與委任會計師及律師維持緊密諮詢，隨時注意國內外主要政策發展趨勢及法規
變動情況，以充分掌握及因應，對於各項政策法律變動及客戶市場動態隨時提供
經營階層主管作為決策之依據。故最近年度國內外政策及法律變動並未對本公司
財務業務產生重大影響。 
（五）科技改變(包括資通安全風險)及產業變化對公司財務業務之影響及因應措施 
因應工業 4.0、IoT、人工智慧等新興技術及思維，本公司近年也積極開始進
行數位轉型，具體說明如下：
1.組織與人員︰光隆於 111 年於資訊處下新設資訊安全課，由專責單位統籌管理
資訊安全政策、導入與執行資訊安全防護軟體、進行風險管理及確保法規遵循，
定期向董事會匯報資安管理相關落實成效及管理政策方向。 
2.資訊與科技： 
1)AI、大數據、機器學習：AI 與機器學習已趨成熟且取得成本低廉，光隆已採
用開源套件及雲端 AI 平台，進行工繳預測、排程預估、多語系自動翻譯等
應用，目前也規劃將大量歷史訂單資料透過機器學習進行 AI 模型訓練，並
用以預估未來訂單營收、用量、成本、圖片自動分類及相似圖片搜尋等功能，
以期以智慧製造提升營運質量。
2)機器人流程自動化 RPA(Robotic Process Automation)應用：已將 RPA 應用在
多項業務流程上，如訂單的匯入、用量的比對、BOM 的擷取、附件檔案的下
載、採購單格式的自動產生及寄送，及供應商回覆交期、數量、價格 EDI 格
式資料擷取暨自動回填 ERP，並於 111 年擴大 RPA 使用，對營業單位人員
-122-
"
,8916,光隆,111,127,"使用者單位進行自行開發 RPA 之教育訓練，賦能予使用者自行運用 RPA 解
決日常簡單而繁瑣的業務，進而讓 IT 程式開發人員可更專注於困難的程式
與流程自動化上，進而提升整體人員數位化能力。
3)倉儲管理系統 WMS(Warehouse Management System)之導入：於 111 年導入
WMS 系統，已完成工業平版 APP 程式、數位看板、包裝明細與色卡格式之
自動列印，並規劃導入自動化標籤機及二維條碼帳卡管理系統，以提升倉儲
管理流程效率，降低人為作業及減少紙張用量，達成自動化及無紙化。
4)數位協作暨通訊、視訊平台：已導入數位協作與通訊、視訊平台，同仁可透
過個人電腦、行動裝置與集團內任何成員隨時進行即時文字通訊與線上多人
視訊會議，並可透過線上協作平台跨部門共同編輯與管理檔案及進行知識管
理。
3.供應商與合作夥伴：強化與資訊安全、雲端平台、網管設備與網路基礎設施之
供應商間的合作，及將非核心相關之資訊系統委外管理，以讓內部資訊人員聚
焦在核心業務上。
4.價值鏈及流程：資訊人員由傳統的資訊供應者，逐步轉型為與組織內各單位共
創價值的伙伴，一同檢視並優化流程，將流程中不必要的步驟排除，一同制訂
SOP 並將必要卡控流程由系統進行卡控，並將人為手動作業轉為自動化程式作
業。
另各事業部說明如下︰ 
成衣 
現今科技發達許多原物料的製程和材料不斷改良、創新，不但提升日常生
活所需之功能及便利性，拜科技之賜，紡織材料日新月異的新素材、製程和設
備的創新，未來成衣產業將走向以下趨勢： 
1).跨產業結合之產品：成衣結合電子科技產品之服飾，如：成衣結合 LED 燈，
讓在夜間活動的消費者擁有照明輔助及警示功能；成衣結合測溫儀器偵測，
讓穿著者能方便記錄體溫變化，達到醫療偵測的功用。 
2).環保訴求及回收制度：以符合環保材質或低度化學材料之製成品，改變原材
料物性即可提升成衣機能性，以低耗料、低耗能製程、低汙染製成商品、成
品售後回收再生、永續經營題材等。 
3).大數據分析與自動化智能生產︰未來趨勢會走向智能生產、大數據分析來管
控工廠製造成本與優化營運效率，藉由先進科技的輔助，進行蒐集彙整生產
數據資料以及使設備升級自動化，未來須把生產方式從傳統大量生產模式進
化為智慧生產，才能持續保持公司優勢。 
成衣事業部亦逐步投入該領域的研發，希望藉此擴展成衣產品項目及成衣
功能性再向上推升，依循此產業趨勢發展。 
羽絨原料 
羽絨原料雖然一直被視為保暖填充材料，可是隨著環境與市場變化，亦產
生不同於以往的需求。因應全球環境變遷和市場需求，對於特殊功能羽絨的需
求逐漸增加。改變羽絨僅用於保暖的角色，甚至賦予特殊目的性，例如撥水、
-123-
"
,9904,寶成,110,8,"寶成工業 POU CHEN
4
同時維護良好的工會互動關係，藉以穩
固勞資和諧，營造包容、和睦和友善的
工作環境，建構正向的組織文化。
四、111年度營業計劃
1.經營方針
本公司將持續秉持「敬業、忠誠、
創新、服務」之核心價值，以穩健為
綱，專注於鞋類製造與運動用品零售及
品牌代理兩大營運主軸，不斷強化競爭
優勢，著重於經營質量提升，有序推展
下列工作：
￭鞋類製造方面：
(1)靈活配置多元布局
藉由布建多元化、平衡性兼
具的生產基地，善用各地競爭優
勢與適度分散風險，強化整體營
運的靈活性，廠區遍及越南、印
尼、中國大陸、柬埔寨、孟加拉
及緬甸等地。而為因應品牌客戶
更長遠的產能需求，持續採取全
球布局的宏觀戰略，靈活進行產
能配置，111年度將啟動新一輪擴
產規劃，逐步增加現有廠區之產
能規模，並積極提高作業效率及
生產彈性，為未來數年的產能持
續增長做好準備。
(2)積極推動數位轉型
持續投資於自動化、數位科
技、智能應用等策略領域，提升
創新驅動力，並藉由導入多項智
能 化 設 備 與 製 程 ， 結 合 數 據 收
集、分析及應用，強化快速應變
的能力，確保廠端生產維持平穩
運作，實現製造效率的最大化。另
繼續推動SAP企業資源規劃系統，
應用Microsoft Teams即時團隊協作
平台、RPA機器人自動執行重複例
行性作業等工具，優化內部作業流
程，達成組織效率及效能的提升。
(3)深化品牌客戶關係
鞏固並提升本公司與現有品牌
客戶之合作關係，同時強化品牌客
戶組合，善用核心強項及競爭優
勢，從材料開發、技術支持、製程
精進、彈性生產到多元產品，提供
以智能製造與創新服務為導向的全
方位解決方案。同時，專注於更高
層次的延伸服務裨益品牌客戶，承
諾並遵循綠色永續的生產模式，展
現不可取代的獨特價值，致力成為
品牌客戶首選合作的策略夥伴。
(4)推動供應鏈持續整合
為充分掌握垂直整合的競爭利
基，本公司串聯製鞋產業的上、
中、下游，持續建立完整而有效的
供應鏈體系，透過推動供應鏈資源
整合與管理精進，以在地、彈性供
貨為目標，提供快速創新服務，即
時反應市場需求。除了不斷強化品
質與成本之競爭力，並著重供應商
研發與永續發展能力，在創新材料
的應用與環境永續等面向共同合
作，創造最大附加價值。
￭運動用品零售及品牌代理方面：
(1)增進實體門店效益
在以消費者為核心的通路系統
中，實體門店的新定位為建立與提
升互動式體驗的重要觸點，本公司
"
,9904,寶成,111,8,"寶成工業 POU CHEN
4
極有效的溝通模式。112年度將繼
續舉辦員工活動、參與社區服務與
激勵員工投入，提升內部凝聚力與
組織認同感，促進彼此共榮共好，
同時維護良好的工會互動關係，藉
以穩固勞資和諧，打造包容、和睦
和友善的職場環境，建構正向的組
織文化。
四、112
112年度營業計劃
(一)經營方針
積極實踐「敬業、忠誠、創
新、服務」之核心價值，繼續聚焦
於鞋類製造與運動用品零售及品牌
代理兩大營運主軸，著重敏捷商業
策略，強化業務基本體質，不斷積
累競爭優勢，有序推展下列工作：
■鞋類製造方面：
1.靈活布局多元產能
鑑於經營環境動態競爭，本
公司建置多元生產基地，以善用
各地製造優勢與適度分散營運風
險，目前廠區遍及印尼、越南、
中國大陸、柬埔寨、孟加拉及緬
甸等地。112年度將持續全球布
局的宏觀戰略，提升各地製造能
力與作業效率，保持產能配置的
最大彈性，以印尼區、越南區及
中國大陸區為主要生產重心。同
時，持續規劃擴展製造版圖，擘
建穩固的成長動能，支持更長遠
的產能需求。
2.加速執行數位轉型
繼續推進長期智能製造策
略，建構數據思維，推導實時數
據管理和遠端監控系統，即時有效傳
遞生產訊息，精準控管廠端運作，達
到產線績效的最大化。另透過流程改
造以實現數位打樣、模擬生產、優化
生產排程與靈活產線轉換，並將進一
步整合DRS動態資源調度系統與RPA
機器人流程自動化等數位工具，不斷
強化內部作業流程，促進營運效能的
持續提升。
3.深度經營客戶關係
因應品牌客戶更趨靈活的採購策
略，擴大投資於先進技術及智慧製造
的持續推動，善用核心強項與競爭優
勢，從創新開發、流程改造、彈性生
產到多元產品，提供專業的整合性解
決方案，拓展高附加價值服務的營運
模式。本公司將不斷蓄積競爭實力，
專注於更高層次的延伸服務裨益品牌
客戶實現產品創新，鞏固並深化長期
互利的合作關係，致力成為品牌客戶
首選的策略夥伴。
4.有效提升供應鏈韌性
為充分發揮垂直整合綜效，本公
司串聯製鞋產業的上、中、下游，建
構完整而高效的供應鏈體系，以在
地、彈性供貨為主軸，致力於提供快
速創新服務，即時反應市場需求。藉
由資源共享、知識與技術合作，持續
提升產品質量及成本效益，著重拓展
供應商創新研發、彈性生產與永續發
展的能力，不斷加強上下游間的溝通
和協作，優化供應鏈運作效率及效
能，以提高供應鏈整體價值。
■運動用品零售及品牌代理方面：
1.精耕細作實體網絡
對於尋求親自探索產品與體驗服
"
,9933,中鼎,110,6,"110 年集團主要新取得工程包括中油大林石化油品儲運中心 41 座常壓儲槽興建統包工程、
中油大林石化油品儲運中心 17 座油槽公用系統統包工程、泉州國亨聚丙烯/丙烷脫氫專案
統包工程、SASA 純對苯⼆甲酸設計採購服務專案、⻑春電⼦級化學廠細部設計專案、李⻑
榮化工電⼦級異丙醇細部設計專案、森霸電力第⼆期燃氣複循環發電計畫統包工程、PTFI MS
煉銅廠案設計採購服務及建造服務工作、臺北捷運環狀線北環段及南環段機電系統工程、
記憶體供應商專案基礎設計以及詳細設計工作、美國亞利桑那州半導體晶圓製造廠建廠⼆
期工程設計服務、桃園捷運綠線 GC03 區段標水電環控工程、台泥 DAKA 再⽣資源利用中心
興建工程、三元能源科技高雄鋰電池廠新建機電工程、彰化溪州焚化廠操作維護暨設備整
改工作、高雄岡山焚化廠操作維護暨設備整改工作及南科高雄園區管理局行政大樓屋頂型
及地面型太陽光電案等。 
 
110 年創研中心設定以「統包工程的數位轉型」為目標，秉持「設計更自動（Automated）」、
「採購更通透（Transparent）」、「建造更行動（Mobility）」、「管理更敏捷（Agile）」
等四大理念，打造中鼎專屬的「智能化統包工程」（iEPC）資訊平台，深化 iEPC 的各項應
用，以優化工程管理效能，及提升工作的效率、品質與安全性。透過數位轉型所具備之優
勢，iEPC 已然凸顯差異化的工程服務，成為統包工程的獨特產品，其為客⼾帶來數位化的
加值服務，頗具口碑。 
 
iEPC 透過設計資料交付平台加速工作流程數位資訊流動，使得統包工程整體之運作明確清
晰，品質提升；各階段作業整合功能如下： 
1. 設計階段：置重點於優化「設計自動化工具」及改善「人工智能輔助工具」（AI-assisted 
Tool），並將工程設計資料數位化；如：開發「邀標書（ITB）讀書會作業系統」，其可
協助工程師研讀 ITB 大量的專業文件，有利精準快速了解客⼾建廠需求。此等功能除提
升設計品質外，更可做為未來 AI 深度學習的訓練資料。 
2. 採購階段：導入「流程機器人」（RPA）協助大宗材料交貨與登錄、主動提醒及跟催廠商
交貨，並可定期檢核政府拒絶往來廠商名單，以減少營運風險。如此以機器人執行繁雜
重複的工作，得使優質人力置於高值化的工作。 
3. 建造階段：運用 3D 視覺化及資訊整合技術，開發「施工順序模擬系統」，以規劃控管建
造施工時程；另建置「工作面管理系統」及開發「管內清潔機器人」，提升工地的自動
化程度，以增進施工與管理效率。 
4. 建廠移交階段：提供雲端數位雙⽣（Digital Twin）平台，為業主提供數位交付服務。 
 
為使專業技術配合公司開拓高科技領域事業，創研中心評析整體設計能力及專案執行之多
方經驗，持續精進設計專業能力；並透過產學合作及自行研發，在專業技術方面發展了「海
水淡化系統」技術、「高科技廠房工程指引」、「套裝設備技術」、「冷凍儲槽技術」、「危
險區劃分」與「防爆等級選用」等技術。創研中心為強化設計審查能力，並建立新的設計指
引及規範，定期辦理研討會及訓練課程，提升工程師設計能力、品質和效率，以利強化 EPC
專案整體執行能力，得以即時因應市場的快速變化，促使專案的執行精準、快速、而更具競
爭力。 
 
 
 
5
中鼎工程 110 年年報
"
,9933,中鼎,110,109,"中鼎工程 110 年年報 
 
108 
 
(2) 最近兩年開發成功之技術或產品： 
由於每年有約 20 項的計畫進行研究與開發，僅列出重要之技術或產品如下： 
年度 
研  發  成  果 
109 年 
1. 
工程數位資訊擷取技術開發(PhaseII) 
2. 
智能化設計-Design Collaboration 的研究與開發 
3. 
智能化建造-Construction Planning 的研究與開發 
4. 
建造場域管理導入智能化科技之應用研究 
5. 
iEPC 智能化設計系統開發-2020 
6. 
純水系統處理流程研究與開發 
7. 
污泥處理系統研究開發 
8. 
套裝設備技術能力提升-2020 
9. 
低溫儲槽 EPC 技術研發-2020 
10. 雷擊之電磁干擾對弱電設備及電力系統的研究評估及防範對策 
110 年 
1. 
工程數位資訊擷取技術開發(PhaseIII) 
2. 
EPC 數位轉型 (Digital Transformation of EPC) 
3. 
集團數位化及人工智慧技術發展與應用 
4. 
建造場域管理導入智能化科技之應用研究 
5. 
iEPC 智能化設計系統開發-2021 
6. 
海水淡化系統技術研究 
7. 
冷凍儲槽研究 
8. 
套裝設備技術能力提升-2021 
9. 
i-Procurement 2021 
10. Construction 2021 R&D Topics 
 
C. 111 年研發方向及主要的技術開發 
(1) 111 年研發的方向如下： 
(a) 計畫分成三大主軸：EPC Enhancement、i- Management 及 Digital Twin for EPC Digital 
Handover。 
(b) 開發專業技術應用，強化核⼼設計能力。 
(2) 主要之技術開發如下： 
(a) 持續開發及改善 AI-assisted 工具，協助工程資訊數位化。 
(b) 運用新科技及新技術，提升工地的自動化程度及效率。 
(c) 梳理各單位流程的合理化，進⼀步達到數位化。 
(d) 檢討跨部門之工作流程，透過資訊整合建立數位化資訊流。 
(e) 運用 RPA 工具，建立自動化流程。 
(f) 建立標準化及自動化流程，達成智慧化之目標。 
(g) 建立視覺化數位資料庫，為工程業界建立數位移交典範。 
(h) 提供加值型統包工程服務，為業主的 O&M 帶來價值。 
(i) 針對設計專業能力缺口，提升設計專業能力。 
(j) 經由產學合作，提升技術能力及人才培養。 
 
108
中鼎工程 110 年年報
"
,9933,中鼎,111,7,"中鼎工程 111 年年報 
 
5 
 
2. 機器人及新工法的開發與應用 
．RPA流程機器人：應用RPA(Robotic Process Automation)流程機器人將資料數位化，以利員工
的生產力能從枯燥的反覆工作中釋放出來，藉由數位化資料的進階應用，為企業創造更多的價
值。此外，為擴大智能化與數位化優勢，中鼎推動「智能化管理」(iManagement)；透過自動
化、數位化與跨系統的串接，減省重複性勞務工作，將心力投注於具創意與價值的工作，為集
團提供價值導向的服務增添助益。 
 
．實體機器人：中鼎持續開發機器人相關技術及應用，包括：「管線清潔機器人(Pipeline 
Cleaning Robot)」，已於專案工地實地應用，⽬前正進行2.0版本的升級，讓功能更完善；另於
近期成功開發的「管線法蘭鎖固管理機器人(Piping Flange Management Robot)」，可以快速鎖固、
做數位記錄，⽬前亦在測試中。 
 
．模組化工法：「模組化」是以積⽊組裝的概念，將工廠先行預製後再運到工地現場組裝完成
而採用的工法，具有工期短、施工效率高、品質可控性好、施工安全性更高等優點，有效克服
了工程建造過程中的人工短缺、氣候惡劣等問題，除可提供業主更具成本效益的解決方案，更
藉此提升中鼎在不同類型工程承攬的競爭力。 
 
三、爭取淨零商機 為地球永續把關 
淨零永續議題是當今國際趨勢，中鼎自許為「地球永續的把關者」，以工程核心本業致力ESG
永續發展，透過打造綠色工程、全員ESG永續內化、提供淨零EPC價值工程服務等方式，持續創
造優異績效，並期在淨零轉型的過程中，有所突破與成⻑。 
 
1. 打造綠色工程 
中鼎以「綠色技術、綠色承攬、綠色投資」三大面向打造「綠色工程」，加速達成淨零排放⽬
標。透過「綠色技術」的應用，中鼎「綠色承攬」對環境友善的工程專案，以在建工程中所承
攬的低碳與環保工程計算，從104年至111年成⻑達396%；而以BOO、BOT、BTO等方式進行的
「綠色投資」，總金額超過400億，並獲多家銀行提供約70億的綠色金融貸款。 
 
2. 全員ESG永續內化 
在全球永續浪潮趨動下，各行各業除了致力於EPS業務表現，對於ESG也多所參與及投入。身為
台灣工程界的龍頭企業，中鼎在邁向永續的道路上，當責不讓地帶動產業⼀起朝⽬標努力。對
內，推動全員ESG，將企業營運與永續⽬標作連結，並強化同仁對永續理念的認同，進而將ESG
內化到工作日常，成為中鼎人的DNA；對外，參與「台灣淨零行動聯盟」及「台灣淨零排放協
會」，加入「科學基礎減碳⽬標倡議」(SBTi)，設定減碳期程，並規劃「永續淨零策略藍圖」，
以期穩步達成2030辦公據點/2050生產據點淨零⽬標。 
 
 
 
中鼎工程 111 年年報
6
"
