代號,名稱,Year,Industry,Key,RPA,LN_RPA_Count,RPA_Count,Finance,KY,OS,Equity,Asset,NI,Price,MVE,BVE,Earnings,NetDiv,ADV,RD,ROA,S,SG,BM
1215,卜蜂,2020,M1200,12152020,0,0,0,0,0,267991,8733486,19546349,1557466,68.08,18244827.28,8733486,1557466,1205959,0.044994386,0,4.8,22189635,4.8,0.478682854
1215,卜蜂,2019,M1200,12152019,0,0,0,0,0,267991,8626994,18650361,1035296,54.59,14629628.69,8626994,1035296,1071963,0.047355404,0,18.11,21173634,-0.29,0.589693299
1215,卜蜂,2018,M1200,12152018,0,0,0,0,0,267991,7256685,15790164,997471,50.06,13415629.46,7256685,997471,803972,0.047312782,0,13.71,21235086,6.9,0.540912748
1215,卜蜂,2017,M1200,12152017,0,0,0,0,0,267991,6957514,13886122,1475578,41.28,11062668.48,6957514,1475578,803972,0.051360634,0,24.13,19865000,9.31,0.628918241
1216,統一,2022,M1200,12162022,0,0,0,0,0,5682015,192194954,551399914,26297163,73.15,415639397.3,192194954,26297163,17898348,0.218909469,0.001750729,7.27,524831664,10.84,0.462407932
1216,統一,2021,M1200,12162021,0,0,0,0,0,5682015,180993745,514039630,27718528,61.7,350580325.5,180993745,27718528,15341441,0.222019424,0.001969482,3.78,473501669,5.85,0.516268974
1216,統一,2020,M1200,12162020,0,0,0,0,0,5682015,180598593,495338492,28898990,64.84,368421852.6,180598593,28898990,15341441,0.227097549,0.002018421,3.75,447319979,-0.15,0.490195117
1216,統一,2019,M1200,12162019,0,0,0,0,0,5682015,174005305,477455273,28120518,60.92,346148353.8,174005305,28120518,14205038,0.22800264,0.002038552,17.27,447977703,3.83,0.502689968
1216,統一,2018,M1200,12162018,0,0,0,0,0,5682015,170300834,407150086,26497612,68.48,389104387.2,170300834,26497612,14205038,0.224449636,0.002197038,-1.81,431445520,7.9,0.437673898
1216,統一,2017,M1200,12162017,0,0,0,0,0,5682015,191300194,414655454,14788021,59.62,338761734.3,191300194,14788021,31251084,0.220106353,0.002434624,9.53,399860953,-3.27,0.564704259
1217,愛之味,2022,M1200,12172022,0,0,0,0,0,494513,7517472,13755189,130615,12.8,6329766.4,7517472,130615,197805,0.187408931,0.010113475,-0.59,4800625,1.91,1.187638141
1217,愛之味,2021,M1200,12172021,0,0,0,0,0,494513,7397369,13836774,210361,9.82,4856117.66,7397369,210361,148354,0.194153958,0.011098139,3.72,4710880,2.09,1.52330926
1217,愛之味,2020,M1200,12172020,0,0,0,0,0,494513,6858474,13340859,223646,10.94,5409972.22,6858474,223646,0,0.205846112,0.009077934,3.45,4614486,3.27,1.267746621
1217,愛之味,2019,M1200,12172019,0,0,0,0,0,494513,6439266,12895986,23601,7.16,3540713.08,6439266,23601,0,0.20923035,0.009500837,2.47,4468238,3.39,1.818635358
1217,愛之味,2018,M1200,12172018,0,0,0,0,0,494513,6271960,12584818,-35217,6.7,3313237.1,6271960,-35217,0,0.22040974,0.009438387,2.8,4321819,4.23,1.893000655
1217,愛之味,2017,M1200,12172017,0,0,0,0,0,494513,6123799,12242288,-44018,7.36,3639615.68,6123799,-44018,0,0.229412105,0.011324518,6.03,4146490,0.78,1.682540009
1218,泰山,2022,M1200,12182022,0,0,0,0,0,499999,12567859,16654604,-285606,27.53,13764972.47,12567859,-285606,284927,0.101358334,0,56.55,11069440,11.31,0.913031902
1218,泰山,2021,M1200,12182021,0,0,0,0,0,499999,6991127,10638276,581097,29.88,14939970.12,6991127,581097,499999,0.09609423,0,15.13,9944978,19.01,0.467947857
1218,泰山,2020,M1200,12182020,0,0,0,0,0,499999,7031602,9240265,831313,26.6,13299973.4,7031602,831313,699998,0.109414112,0,0.12,8356125,4.44,0.528692937
1218,泰山,2019,M1200,12182019,0,0,0,0,0,499999,6605173,9229347,568667,20.87,10434979.13,6605173,568667,449999,0.111948078,0,4.8,8000584,1.25,0.632983825
1218,泰山,2018,M1200,12182018,0,0,0,0,0,499999,6402709,8807002,458649,17.13,8564982.87,6402709,458649,399999,0.118142368,0,17.71,7901670,2.86,0.747544869
1218,泰山,2017,M1200,12182017,0,0,0,0,0,499999,3821989,7482013,265285,15.29,7644984.71,3821989,265285,199999,0.126229122,0,-5.08,7681801,-5.29,0.499934159
1219,福壽,2022,M1200,12192022,0,0,0,0,0,322014,4433806,10275495,307401,20.38,6562645.32,4433806,307401,257318,0.044879328,0.003326881,12.3,16999408,15.03,0.67561262
1219,福壽,2021,M1200,12192021,0,0,0,0,0,322014,4474177,9150195,295079,18.52,5963699.28,4474177,295079,353814,0.048361834,0.002435789,7.02,14778782,19.92,0.75023518
1219,福壽,2020,M1200,12192020,0,0,0,0,0,322014,4443414,8550063,281614,20.58,6627048.12,4443414,281614,321649,0.052655413,0.002910542,-4.34,12324165,0.53,0.670496716
1219,福壽,2019,M1200,12192019,0,0,0,0,0,322014,3959290,8937571,-1823,17.96,5783371.44,3959290,-1823,128805,0.051933911,0.003226379,4.96,12259254,4.69,0.684598947
1219,福壽,2018,M1200,12192018,0,0,0,0,0,322014,3816632,8515527,-94723,15.1,4862411.4,3816632,-94723,32201,0.050260018,0.003559356,0.64,11709984,8.2,0.784925767
1219,福壽,2017,M1200,12192017,0,0,0,0,0,322014,3947659,8461787,41066,15.31,4930034.34,3947659,41066,96604,0.051892359,0.003358839,5.39,10822788,-1.3,0.800736613
1220,台榮,2022,M1200,12202022,0,0,0,0,0,177078,2434031,3202925,72368,14.65,2594192.7,2434031,72368,35415,0.033635086,0,-2.7,3537556,9.88,0.938261448
1220,台榮,2021,M1200,12202021,0,0,0,0,0,177078,2593610,3291690,193481,14.64,2592421.92,2593610,193481,177077,0.036109991,0,6.14,3219386,16.01,1.00045829
1220,台榮,2020,M1200,12202020,0,0,0,0,0,177078,2548594,3101296,180606,14.51,2569401.78,2548594,180606,177077,0.039348543,0,-1.54,2775071,-6.95,0.991901703
1220,台榮,2019,M1200,12202019,0,0,0,0,0,177078,2478489,3149822,153765,9.27,1641513.06,2478489,153765,106246,0.039733418,0,1.39,2982351,8.56,1.509880768
1220,台榮,2018,M1200,12202018,0,0,0,0,0,177078,2420348,3106563,110331,8.89,1574223.42,2420348,110331,81455,0.039323865,0,2.61,2747263,16.08,1.537486972
1220,台榮,2017,M1200,12202017,0,0,0,0,0,177078,2386159,3027503,81361,9.48,1678699.44,2386159,81361,70831,0.040557254,0,0.43,2366605,-17.36,1.42143313
1225,福懋油,2022,M1200,12252022,0,0,0,0,0,218703,3852374,9441163,347147,52,11372556,3852374,347147,437405,0.027557421,0.002526063,3.64,15274361,16.56,0.338743023
1225,福懋油,2021,M1200,12252021,0,0,0,0,0,218703,3872444,9109168,486847,44.73,9782585.19,3872444,486847,349924,0.03059069,0.002802513,18.4,13103954,28.3,0.395850782
1225,福懋油,2020,M1200,12252020,0,0,0,0,0,218703,3733141,7693394,417787,39.73,8689070.19,3733141,417787,306184,0.037914845,0.003438099,-0.62,10213493,-4.07,0.429636419
1225,福懋油,2019,M1200,12252019,0,0,0,0,0,218703,3648429,7741017,395480,31.7,6932885.1,3648429,395480,284313,0.037277019,0.003106089,20.46,10646506,-5.31,0.526249743
1225,福懋油,2018,M1200,12252018,0,0,0,0,0,218703,3601285,6426121,300502,61.56,13463356.68,3601285,300502,251508,0.036849528,0.002793256,-8.42,11243509,4.52,0.2674879
1225,福懋油,2017,M1200,12252017,0,0,0,0,0,218703,3637558,7017020,320546,68.64,15011773.92,3637558,320546,273378,0.036871568,0.002668696,5.35,10757313,-1.48,0.242313668
1227,佳格,2022,M1200,12272022,0,0,0,0,0,915090,17853740,27929413,1317280,40.24,36823221.6,17853740,1317280,1180465,0.129332499,0.005930892,-1.27,28922800,-15.69,0.484850027
1227,佳格,2021,M1200,12272021,0,0,0,0,0,915090,18477217,28289140,2564015,43.13,39467831.7,18477217,2564015,1738670,0.118174302,0.005184824,1.67,34307044,-0.46,0.468158908
1227,佳格,2020,M1200,12272020,0,0,0,0,0,915090,18015627,27823862,3257860,47.84,43777905.6,18015627,3257860,2287723,0.122788779,0.004817322,9.16,34466244,10.23,0.411523273
1227,佳格,2019,M1200,12272019,0,0,0,0,0,915090,16950691,25488265,3488852,53.52,48975616.8,16950691,3488852,2424987,0.12688315,0.004745823,6.21,31266232,14.36,0.346104697
1227,佳格,2018,M1200,12272018,0,0,0,0,0,915090,16040325,23997656,2602819,49.47,45269502.3,16040325,2602819,2287723,0.146668577,0.006137176,5.67,27340587,3.26,0.354329608
1227,佳格,2017,M1200,12272017,0,0,0,0,0,915090,15023608,22709488,2278310,48.62,44491675.8,15023608,2278310,1830179,0.138751966,0.003649682,4.08,26477924,-2.2,0.337672334
1229,聯華,2022,M1200,12292022,0,0,0,0,0,1480130,53432123,69909548,4840308,62.17,92019682.1,53432123,4840308,2960260,0.051317076,0.00386586,-2.46,12326365,8.86,0.580659722
1229,聯華,2021,M1200,12292021,0,0,0,0,0,1409648,56423056,71670249,4744160,49,69072752,56423056,4744160,3242190,0.054660263,0.004220771,28.01,11322814,18.64,0.816864167
1229,聯華,2020,M1200,12292020,0,0,0,0,0,1281498,44450094,55988518,3497207,38.61,49478637.78,44450094,3497207,3460044,0.056796611,0.004164326,20.29,9544161,15.39,0.898369397
1229,聯華,2019,M1200,12292019,0,0,0,0,0,1104740,37630191,46544943,2606996,26.45,29220373,37630191,2606996,3535166,0.062415876,0.004977698,53.16,8271293,62.25,1.287806661
1229,聯華,2018,M1200,12292018,0,0,0,0,0,1052133,24620602,30389304,2474643,21.18,22284176.94,24620602,2474643,2209479,0.058745528,0.007554801,2.48,5097818,6.2,1.104846819
1229,聯華,2017,M1200,12292017,0,0,0,0,0,956485,25285915,29653231,2735161,18.58,17771491.3,25285915,2735161,2678156,0.060644601,0.006997606,12.98,4800213,-8.1,1.422835854
1231,聯華食,2022,M1200,12312022,0,0,0,0,0,224233,5171248,10518025,958044,84.44,18934234.52,5171248,958044,583006,0.083996986,0.008928751,14.22,10772839,13.19,0.273116296
1231,聯華食,2021,M1200,12312021,0,0,0,0,0,201762,4568168,9208709,778335,70.09,14141498.58,4568168,778335,524581,0.092175978,0.009327486,4.38,9517892,7.95,0.323032808
1231,聯華食,2020,M1200,12312020,0,0,0,0,0,183325,4065573,8822575,610730,45.37,8317455.25,4065573,610730,476645,0.091790352,0.009364069,18.17,8817321,2.66,0.488800105
1231,聯華食,2019,M1200,12312019,0,0,0,0,0,174595,3654089,7466043,531956,28.31,4942784.45,3654089,531956,366649,0.107980728,0.010034692,6.61,8588903,5.82,0.739277433
1231,聯華食,2018,M1200,12312018,0,0,0,0,0,166281,3437917,7003241,552027,27.59,4587692.79,3437917,552027,382446,0.101935966,0.011379372,8.01,8116880,15.44,0.749378208
1231,聯華食,2017,M1200,12312017,0,0,0,0,0,159886,3127240,6483870,380721,20.34,3252081.24,3127240,380721,287794,0.101629877,0.012168073,1.72,7031023,4.67,0.961611894
1232,大統益,2022,M1200,12322022,0,0,0,0,0,159975,5271072,7393401,1156882,146.5,23436337.5,5271072,1156882,959849,0.026775867,0.00038234,5.57,24676960,20.5,0.224910228
1232,大統益,2021,M1200,12322021,0,0,0,0,0,159975,4957653,7003498,1238735,145.52,23279562,4957653,1238735,959849,0.027965538,0.00046528,10.31,20477990,17.41,0.21296161
1232,大統益,2020,M1200,12322020,0,0,0,0,0,159975,4641004,6348688,1320636,147.02,23519524.5,4641004,1320636,959849,0.032461309,0.000527895,9.32,17440979,1.7,0.197325588
1232,大統益,2019,M1200,12322019,0,0,0,0,0,159975,4131485,5807485,1000370,104.42,16704589.5,4131485,1000370,799874,0.032586384,0.000425478,6.15,17150108,1.19,0.247326341
1232,大統益,2018,M1200,12322018,0,0,0,0,0,159975,3942280,5470902,894321,106.58,17050135.5,3942280,894321,799874,0.030950195,0.000469946,0.33,16948746,0.38,0.231216931
1232,大統益,2017,M1200,12322017,0,0,0,0,0,159975,3825227,5452648,879104,73.77,11801355.75,3825227,879104,799874,0.028041071,0.000473575,-1.04,16884341,-2.87,0.324134539
1233,天仁,2022,M1200,12332022,0,0,0,0,0,90592,1489549,2353960,51623,37.54,3400823.68,1489549,51623,77003,0.460654522,0.003057208,1.93,1835662,3.53,0.437996539
1233,天仁,2021,M1200,12332021,0,0,0,0,0,90592,1460261,2309476,17198,32.17,2914344.64,1460261,17198,62508,0.460644974,0.003179919,-5.1,1773001,-6.99,0.50105982
1233,天仁,2020,M1200,12332020,0,0,0,0,0,90592,1504274,2433516,58953,32.69,2961452.48,1504274,58953,54355,0.457002278,0.002621454,-2.27,1906194,-15.19,0.507951423
1233,天仁,2019,M1200,12332019,0,0,0,0,0,90592,1616797,2490105,156301,32.62,2955111.04,1616797,156301,144947,0.414852386,0.002163656,14.76,2247585,2.48,0.547118866
1233,天仁,2018,M1200,12332018,0,0,0,0,0,90592,1607108,2169779,174856,33.26,3013089.92,1607108,174856,172124,0.411109206,0.002134404,4.68,2193118,2.95,0.533375386
1233,天仁,2017,M1200,12332017,0,0,0,0,0,90592,1501952,2072683,175231,31.46,2850024.32,1501952,175231,203831,0.387549751,0.002046142,4.05,2130351,-0.21,0.526996205
1234,黑松,2022,M1200,12342022,0,0,0,0,0,401871,18345327,22759247,883293,39.43,15845773.53,18345327,883293,723367,0.148841183,0.005830519,-0.13,9558497,3.64,1.157742597
1234,黑松,2021,M1200,12342021,0,0,0,0,0,401871,18143912,22788396,795714,31.63,12711179.73,18143912,795714,683180,0.144172196,0.005643902,2.6,9222874,0.19,1.427397959
1234,黑松,2020,M1200,12342020,0,0,0,0,0,401871,18068635,22211391,889186,30.72,12345477.12,18068635,889186,723367,0.147874322,0.006148217,-1.91,9204945,0.65,1.463583369
1234,黑松,2019,M1200,12342019,0,0,0,0,0,401871,17882266,22642968,844560,27.05,10870610.55,17882266,844560,683180,0.139873633,0.005485009,-1.41,9145655,2.74,1.64501027
1234,黑松,2018,M1200,12342018,0,0,0,0,0,401871,17628091,22967481,694511,25.64,10303972.44,17628091,694511,642993,0.144353723,0.005562125,0.49,8901634,-2.07,1.710805333
1234,黑松,2017,M1200,12342017,0,0,0,0,0,401871,17562146,22855928,530858,23.64,9500230.44,17562146,530858,602806,0.181425979,0.005526663,2.52,9090115,3.74,1.848602106
1235,興泰,2022,M1200,12352022,0,0,0,0,0,133629,1697508,3605307,195624,72.53,9692111.37,1697508,195624,293984,0.015215721,6.35E-05,-22.92,63027,53.39,0.175143262
1235,興泰,2021,M1200,12352021,0,0,0,0,0,104398,3614794,4677445,81793,39.49,4122677.02,3614794,81793,396711,0.01647604,7.30E-05,12.24,41090,-47.71,0.876807468
1235,興泰,2020,M1200,12352020,0,0,0,0,0,104398,2997328,4167382,64211,21.66,2261260.68,2997328,64211,156596,0.011669788,0.001361687,-0.92,78579,27.2,1.325511926
1235,興泰,2019,M1200,12352019,0,0,0,0,0,98955,2583303,4206027,49143,15.56,1539739.8,2583303,49143,108850,0.022953141,0.005471203,-38.43,61778,7.16,1.677752955
1235,興泰,2018,M1200,12352018,0,0,0,0,0,87960,5083655,6830742,103299,15.4,1354584,5083655,103299,109950,0.030788163,0.005741345,19.1,57652,-25.01,3.752927098
