"Key","Year","Adopt_Ind","Industry","POST","RPA_Ctd","Adopt","Big4","LGTA","INST","MS","BM.x","LEV","OCF","MTB","Age_","Age","ESG","RD","ADV","Equity","Asset","PPE","NI_Ctd","OCF.y","S","AR","Asset_1","S_1","AR_1","S_2","EXP","PROD_origin","PROD","BM.y","DA","DA1","DA2","ABCFO","ABPROD","ABEXP","AC","A1","A21","A2","A3","A4","A5","A6","ROA","Median_ROA","ADJROA","CFO","R1","R2","R3","R4","R5","ABSDA","ABSDA1","ABSDA2","RM","RM1","RM2","RPA","ADJROA_sq","distance","weights","subclass"
"13042020","2020","1","M1300","0",1,"1","1",18.16352162,0.4781,0.053575971,1.288083249,0.369881048,0.139874409,0.776347337,58,4.060443011,70.05,0.007230115,0.040249019,48723643,77324516,23169313,5682637,10815721,50201273,7481916,71425786,55656741,7045512,60892513,0.050308022,39721391,0.547394928,1.288083249,-0.049609831,-0.04960235,-0.050088712,-0.044345038,0.02500789,0.000233306,-0.071865978,1.4e-08,-0.07637953,-0.082489425,0.324383032,0.079560021,1.288083249,0.151425999,0.079560021,0.04030715,0.03925287,0.151425999,1.4e-08,0.70284523,-0.07637953,-0.073303667,0.779224761,0.049609831,0.04960235,0.050088712,-0.019103842,-0.044111732,0.025241196,1,0.0015407878032369,0.0820289828892308,1,"16"
"13042021","2021","1","M1300","1",1,"1","1",18.25610338,0.5808,0.052271948,2.140333331,0.344004465,0.105312662,0.467216945,58,4.060443011,71.39,0.005990199,0.044084706,55644961,84825213,24471011,10079451,8933169,71755542,9391222,77324516,50201273,7481916,55656741,0.062991445,54001841,0.741103326,2.140333331,-0.024027624,-0.024194647,-0.035880481,-0.077997758,-0.078596391,-0.00671796,0.014824302,1.29e-08,0.278750778,0.254058661,0.31647157,0.130352591,2.140333331,0.115528289,0.130352591,0.067987185,0.062365406,0.115528289,1.29e-08,0.927979194,0.278750778,-0.070552889,0.649228415,0.024027624,0.024194647,0.035880481,-0.163312109,-0.084715718,-0.085314351,1,0.00388944386554484,0.099410116347602,1,"17"
"13042022","2022","1","M1300","1",1,"1","1",18.16890067,0.531,0.05207862,1.913287873,0.344946524,0.125412789,0.522660502,58,4.060443011,70.78,0.006577543,0.051270433,50924885,77741569,25520104,-61189,9749787,66437122,7939581,84825213,71755542,9391222,50201273,0.061351511,55496976,0.649533141,1.913287873,-0.058671902,-0.058977137,-0.06884136,-0.031156462,-0.052852198,-0.005946265,-0.115661083,1.18e-08,-0.062698575,-0.045585255,0.300855171,-0.000721354,1.913287873,0.114939729,-0.000721354,0.003856862,-0.004578216,0.114939729,1.18e-08,0.783223757,-0.062698575,0.25410215,0.845922332,0.058671902,0.058977137,0.06884136,-0.089954925,-0.037102727,-0.058798463,1,2.0960061742656e-05,0.115852068322262,1,"18"
"13052022","2022","1","M1300","0",0,"0","1",16.62994749,0.5603,0.013825638,0.748751178,0.398144269,0.048932439,1.335557164,59,4.077537444,70.13,0.004109374,0.07138696,10041228,16683779,8447505,-337717,816378,17637479,1421840,16975315,20221524,2043000,13733148,0.097944044,16959318,0.967234894,0.748751178,0.025052754,0.020325917,0.011388914,0.061115673,0.026059239,-0.025268603,-0.067986662,5.89e-08,-0.152223685,-0.115631728,0.497634654,-0.019894594,0.748751178,0.048092068,-0.019894594,0.003856862,-0.023751456,0.048092068,5.89e-08,1.039007465,-0.152223685,0.382224188,1.191231149,0.025052754,0.020325917,0.011388914,0.061906309,0.03584707,0.000790636000000001,0,0.000564131662119936,0.0597989791835421,1,"27"
"13132019","2019","1","M1300","0",1,"1","1",17.6256558,0.6653,0.058096768,1.727091421,0.544440123,0.097166957,0.579008145,47,3.850147602,66.23,0,0.024085967,20571716,45156997,16362557,-140376,4387768,62714942,3732262,45769849,61258498,4061444,50600125,0.05276928,60653888,1.285302165,1.727091421,-0.071847859,-0.069556487,-0.062012062,0.057508561,0.122251304,0.014258282,-0.098932902,2.18e-08,0.031821036,0.03901315,0.357496416,-0.003066997,1.727091421,0.095865905,-0.003066997,0.040700657,-0.043767654,0.095865905,2.18e-08,1.370223922,0.031821036,0.23286887,1.338402886,0.071847859,0.069556487,0.062012062,0.194018147,0.071766843,0.136509586,1,0.00191560753666372,0.0425468053455228,1,"26"
"13132020","2020","1","M1300","1",1,"1","1",17.60424976,0.6338,0.055353502,0.735081127,0.435422141,0.078012315,1.360394062,47,3.850147602,67.87,0,0.025882511,24954701,44200637,15725460,2134320,3448194,51866839,3985908,45156997,62714942,3732262,61258498,0.052295351,47232128,1.02863977,0.735081127,-0.01586882,-0.017683474,-0.021513813,0.09385502,0.142598506,0.014182391,-0.02909569,2.21e-08,-0.240230833,-0.245847814,0.34823972,0.047264436,0.735081127,0.076360126,0.047264436,0.04030715,0.006957286,0.076360126,2.21e-08,1.148589199,-0.240230833,0.032252898,1.388820032,0.01586882,0.017683474,0.021513813,0.250635917,0.108037411,0.156780897,1,4.8403828485796e-05,0.0598070164444909,1,"27"
"13132021","2021","1","M1300","1",1,"1","1",17.80026054,0.6994,0.059692815,1.432876282,0.444007593,-0.000988231,0.697896959,47,3.850147602,67.82,0,0.019641595,29896737,53771844,15711926,2147462,-53139,81942428,4942116,44200637,51866839,3985908,62714942,0.060874394,76803852,1.800026027,1.432876282,-0.006460416,-0.010925398,0.009400651,0.094217681,0.153510058,0.021339378,0.049786635,2.26e-08,0.680433384,0.65880003,0.355468316,0.048584413,1.432876282,-0.001202222,0.048584413,0.067987185,-0.019402772,-0.001202222,2.26e-08,1.853874368,0.680433384,-0.245428658,1.173440985,0.006460416,0.010925398,0.009400651,0.269067117,0.115557059,0.174849436,1,0.000376467561283984,0.0746988346569362,1,"28"
"13132022","2022","1","M1300","1",1,"1","1",17.73871921,0.6249,0.05708174,1.297156502,0.483683713,0.013314295,0.770917001,47,3.850147602,67.53,0,0.022728277,26106202,50562422,16135794,-1011794.3,673203,72819643,3540688,53771844,81942428,4942116,51866839,0.050521533,72475633,1.352662371,1.297156502,0.03688097,0.036134751,0.013253916,0.120373879,0.11437326,0.034653915,-0.035509792,1.86e-08,-0.169657284,-0.143594797,0.300078867,-0.022990173,1.297156502,0.012519619,-0.022990173,0.003856862,-0.026847035,0.012519619,1.86e-08,1.354233695,-0.169657284,0.559318535,1.523890979,0.03688097,0.036134751,0.013253916,0.269401054,0.155027794,0.149027175,1,0.000720763288291225,0.106626342948842,1,"29"
"13252021","2021","1","M1300","0",0,"0","1",14.98407854,0.4156,0.000867642,1.427645529,0.052445125,-0.001531369,0.700453985,61,4.110873864,50.25,0.008289373,0.016168181,3048646,3217382,1213631,277492,-4927,1191043,95139,4635081,4056858,336906,772775,0.015034904,751250,0.157005455,1.427645529,0.047978078,0.050441991,0.029662922,-0.018588066,0.061050075,0.057975715,0.060930758,2.16e-07,-0.56668251381,-0.50482790718,0.261835985,0.059867778,1.427645529,-0.00106298,0.059867778,0.067987185,-0.008119407,-0.00106298,2.16e-07,0.256962715,-0.56668251381,0.60439278796,0.875250724,0.047978078,0.050441991,0.029662922,0.100437724,0.039387649,0.11902579,0,6.5924770031649e-05,0.00950074617637028,1,"267"
"14022019","2019","1","M1400","0",1,"1","1",20.17175658,0.8678,0.244432376889998,2.192344354,0.529021447,0.076290288,0.456132723,69,4.234106505,65.11,0.004245387,0.075198794,247021877.119998,576079699,95511754.8199994,16435163,43949286,250146590,26486590,565589420,228661933,29347392,217846948,0.054787961,205396660,0.350857871,2.192344354,-0.01934545,-0.015223159,-0.01104041,-0.017295145,-0.003036295,-0.008312377,-0.048646813,1.77e-09,0.037986313,0.043044403,0.288225268,0.02905847,2.192344354,0.077705283,0.02905847,0.015649418,0.013409051,0.077705283,1.77e-09,0.442275936,0.037986313,0.019121618,0.404289622,0.01934545,0.015223159,0.01104041,-0.028643817,-0.025607522,-0.011348672,1,0.000179802648720601,0.143281629860024,1,"74"
"14022020","2020","1","M1400","1",1,"1","1",20.24030708,0.8294,0.244432376889998,1.800812087,0.563299557,0.067248725,0.555305024,69,4.234106505,67.4,0.00419218,0.090813199,247021877.119998,616955270,95511754.8199994,12980539,41489455,206769281,26788957,576079699,250146590,26486590,228661933,0.052759922,166373605,0.279810744,1.800812087,-0.030817378,-0.032173497,-0.026631722,-0.023867093,-0.0007657,-0.01265821,-0.049487798,1.74e-09,-0.075297409,-0.07582228,0.282356598,0.02253254,1.800812087,0.072020339,0.02253254,0.004215592,0.018316948,0.072020339,1.74e-09,0.358924783,-0.075297409,0.037294591,0.434222193,0.030817378,0.032173497,0.026631722,-0.037291003,-0.036525303,-0.01342391,1,0.000335510584034704,0.248632612728893,1,"75"
"14022021","2021","1","M1400","1",1,"1","1",20.26965131,0.839,0.244432376889998,1.733754103,0.575943302,0.057258304,0.576783062,69,4.234106505,64.71,0.003685294,0.096512692,247021877.119998,635327585,95511754.8199994,14844485,36377780,238806217,29336993,616955270,206769281,26788957,250146590,0.056719504,192320517,0.355533885,1.733754103,-0.068771929,-0.071970573,-0.062744198,-0.06136383,-0.008968881,-0.02027277,-0.034902522,1.62e-09,0.051927486,0.047797468,0.267588216,0.024060877,1.733754103,0.058963399,0.024060877,0.027454518,-0.003393641,0.058963399,1.62e-09,0.387072173,0.051927486,-0.070308677,0.335144687,0.068771929,0.071970573,0.062744198,-0.090605481,-0.0816366,-0.029241651,1,1.1516799236881e-05,0.294323785676595,1,"76"
"14022022","2022","1","M1400","1",1,"1","1",20.3043475,0.8335,0.244432376889998,1.583543023,0.586972543,0.058548672,0.631495315,69,4.234106505,63.43,0.003750606,0.089364441,247021877.119998,657757910,95511754.8199994,13341150,38510852,263944525,29095332,635327585,238806217,29336993,206769281,0.057064486,213924074,0.344553179,1.583543023,-0.018700037,-0.018151692,-0.016849943,-0.039790991,-0.02184518,-0.009596375,-0.039616888,1.57e-09,0.039567474,0.039947847,0.270810826,0.020998852,1.583543023,0.06061574,0.020998852,0.022678295,-0.001679443,0.06061574,1.57e-09,0.415446348,0.039567474,0.050425854,0.375878874,0.018700037,0.018151692,0.016849943,-0.071232546,-0.049387366,-0.031441555,1,2.820528790249e-06,0.34605351254528,1,"77"
"14362022","2022","1","M2500","0",0,"0","1",16.38414351,0.6783,0.0088652,0.593441403,0.748701389,0.12516264,1.685086337,56,4.025351691,54.2,0,0.043378916,3278938,13047975,35265,630641,1633119,3939725,2611,13691109,2579156,1300,1631881,0.029251977,2676245,0.150894497,0.593441403,-0.103270357,-0.10043074,-0.103148951,-0.104552379,-0.10900685,-0.008336771,-0.073221096,7.3e-08,0.099376099,0.099280343,0.002575759,0.046062083,0.593441403,0.119283179,0.046062083,0.020951755,0.025110328,0.119283179,7.3e-08,0.287757916,0.099376099,0.069189063,0.188381818,0.103270357,0.10043074,0.103148951,-0.221896,-0.11288915,-0.117343621,0,0.000630528572267584,0.07904629752472,1,"281"
"14372021","2021","1","M9900","0",0,"0","1",16.2960152,0.2067,0.001322835,1.422444837,0.431470412,0.021260634,0.70301496,62,4.127134385,51.75,0,0.019364189,6792389,11947292,1368,458278,254007,698041,15128,11237184,605384,8276,581292,0.009592795,222329,0.036525076,1.422444837,-0.007976698,-0.0168859,0.002105952,-0.014293501,0.023683102,0.04335687,0.018178131,8.9e-08,0.008245571,0.00763581,0.00044285266,0.040782281,1.422444837,0.022604151,0.040782281,0.038440879,0.002341403,0.022604151,8.9e-08,0.062118855,0.008245571,0.002143954,0.053873284,0.007976698,0.0168859,0.002105952,0.052746471,0.029063369,0.067039972,0,5.482168008409e-06,0.0389215550995667,1,"130"
"14402021","2021","1","M1400","0",0,"0","1",17.73145702,0.2674,0.034952062,0.941192624,0.442684277,0.025949927,1.062481765,68,4.219507705,60.34,0.001869214,0.059022429,27975331,50196558,21108331,2969297,1302597,20193510,1840769,46874462,17628221,1703755,22947425,0.0441252,16908462,0.39924567,0.941192624,0.031351362,0.023292662,-0.010933535,-0.029527095,-0.009941776,-0.003471022,0.035556675,2.13e-08,0.054726793,0.051803795,0.45031623,0.06334573,0.941192624,0.027789055,0.06334573,0.027454518,0.035891212,0.027789055,2.13e-08,0.430799824,0.054726793,-0.113477654,0.376073031,0.031351362,0.023292662,0.010933535,-0.042939893,-0.032998117,-0.013412798,0,0.00128817909882894,0.0872848168455039,1,"308"
"14422019","2019","1","M2500","0",0,"0","0",16.29643052,0.4333,0.001859421,1.14481125,0.575015844,-0.165777922,0.87350644,49,3.891820298,61.33,0,0.041304323,5079519,11952255,24959,100443,-1981420,695811,31234,10566686,944582,11796,2931135,0.012085625,609985,0.182204998,1.14481125,0.120128607,0.117819883,0.132152393,0.133091891,0.007227261,0.007032672,0.197021375,9.46e-08,-0.023542954,-0.025382509,0.002362046,0.009505629,1.14481125,-0.187515745,0.009505629,0.02097747,-0.01147184,-0.187515745,9.46e-08,0.065849501,-0.023542954,-0.188001517,0.089392455,0.120128607,0.117819883,0.132152393,0.147351824,0.140124563,0.014259933,0,0.0001316031129856,0.0241488518452699,1,"39"
"14532022","2022","1","M2500","0",0,"0","1",14.4276147,0.4095,0.0005593,0.960787345,0.247956415,-0.01371246,1.040813043,45,3.80666249,50.68,0,0.062183422,1387000,1844308,100364,-12289,-25290,248555,62.79,1893590,44286,36.79,219411,0.027482718,231979,0.028347213,0.960787345,-0.081177488,-0.069888357,-0.059257466,-0.072343889,-0.172546688,0.007418491,0.006865795,5.28e-07,0.107873933,0.107873933,0.05300197,-0.006489789,0.960787345,-0.013355584,-0.006489789,0.020951755,-0.027441544,-0.013355584,5.28e-07,0.131261255,0.107873933,-0.092483061,0.023387322,0.081177488,0.069888357,0.059257466,-0.237472086,-0.064925398,-0.165128197,0,0.000753038337103936,0.0157427513487989,1,"156"
"14542021","2021","1","M1400","0",1,"1","1",14.53527679,0.2476,0.002725785,0.993676688,0.213593008,-0.01630271,1.006363551,50,3.912023005,44.55,0.005564449,0.047980752,1615243,2053953,726964,5133,-33485,1574819,151366,1992198,1204928,122630,1904529,0.069871569,1446530,0.760412871,0.993676688,0.00623506,0.006837588,0.026199002,0.025998985,0.010671736,0.021235917,0.019384619,5.02e-07,0.185669798,0.171245529,0.364905496,0.002576551,0.993676688,-0.016808068,0.002576551,0.027454518,-0.024877967,-0.016808068,5.02e-07,0.790493214,0.185669798,-0.351170416,0.604823416,0.00623506,0.006837588,0.026199002,0.057906638,0.047234902,0.031907653,1,0.000618913242053089,0.0111092152217197,1,"169"
"14542022","2022","1","M1400","1",1,"1","1",14.52950786,0.2398,0.002845374,0.734532581,0.217312444,0.061360692,1.361409999,50,3.912023005,38.3,0.004891776,0.050315096,1598356,2042138,796175,32191,125307,1796280,144453,2053953,1574819,151366,1204928,0.078502283,1607171,0.783319774,0.734532581,0.008386091,0.012696021,0.019157894,0.046602415,0.056863949,0.012943696,-0.04533502,4.87e-07,0.107821844,0.111187549,0.387630584,0.015672705,0.734532581,0.061007725,0.015672705,0.022678295,-0.00700559,0.061007725,4.87e-07,0.874547762,0.107821844,0.180087373,0.766725918,0.008386091,0.012696021,0.019157894,0.11641006,0.059546111,0.069807645,1,4.90782912481e-05,0.0134562451050637,1,"170"
"14602017","2017","1","M1400","0",1,"1","1",16.29094314,0.5464,0.016848087,0.657811401,0.591597369,0.003394592,1.520192564,35,3.555348061,61.3,0.034170192,0.078583609,4854620,11886848,5378453,215146,40351,8847214,1376279,9816831,8810486,1192178,8190873,0.14070121,7111138,0.76199682,0.657811401,0.049227806,0.047653546,0.036174396,0.057353117,0.006546664,-0.045138326,0.017805644,1.02e-07,0.00374133,-0.015012278,0.547880777,0.021916034,0.657811401,0.00411039,0.021916034,0.020275882,0.001640152,0.00411039,1.02e-07,0.901229124,0.00374133,0.063117415,0.897487794,0.049227806,0.047653546,0.036174396,0.018761455,0.012214791,-0.038591662,1,2.690098583104e-06,0.00152581086781652,1,"186"
"14602018","2018","1","M1400","1",1,"1","1",16.34030853,0.5219,0.016515465,0.774719225,0.586979952,0.026355237,1.290790221,35,3.555348061,59.95,0.028453505,0.075179214,5157948,12488372,6132633,157357,329134,9405379,1186936,11886848,8847214,1376279,8810486,0.122220037,7715556,0.686796786,0.774719225,-0.001895517,-0.001457023,0.012098972,0.027834102,0.001749665,-0.052189441,-0.014451013,8.41e-08,0.046956519,0.0628853,0.515917508,0.013237908,0.774719225,0.027688921,0.013237908,0.02024905,-0.007011142,0.027688921,8.41e-08,0.791242472,0.046956519,0.003089801,0.744285954,0.001895517,0.001457023,0.012098972,-0.022605674,-0.024355339,-0.050439776,1,4.9156112144164e-05,0.0135843115605422,1,"187"
"14602019","2019","1","M1400","1",1,"1","1",16.4199096,0.5107,0.015593885,0.757665357,0.642083958,0.002334968,1.3198439,35,3.555348061,59.73,0.02968119,0.072971031,4840133,13523096,6302525,-271956,31576,8863627,1138681,12488372,9405379,1186936,8847214,0.114300807,7477722,0.618251362,0.757665357,0.065638091,0.065020608,0.081453517,0.056336176,0.008529267,-0.047350862,-0.02430517,8.01e-08,-0.043380514,-0.03951652,0.504671466,-0.021776738,0.757665357,0.002528432,-0.021776738,0.015649418,-0.037426156,0.002528432,8.01e-08,0.709750398,-0.043380514,0.044694777,0.753130913,0.065638091,0.065020608,0.081453517,0.017514581,0.008985314,-0.038821595,1,0.00140071715293634,0.0301189674277272,1,"188"
"14602020","2020","1","M1400","1",1,"1","1",16.42301058,0.5142,0.015323735,0.59870109,0.719403386,-0.02320765,1.670282578,35,3.555348061,62.15,0.030214967,0.100077384,3806320,13565096,5740814,-936989,-314814,7343877,1340899,13523096,8863627,1138681,9405379,0.105331871,6771871,0.494020674,0.59870109,-0.002182213,-0.000607576,0.06280281,0.079287874,0.039633481,-0.044996881,-0.046008325,7.39e-08,-0.11238181,-0.127335338,0.424519208,-0.069288054,0.59870109,-0.023279728,-0.069288054,0.004215592,-0.073503646,-0.023279728,7.39e-08,0.543061811,-0.11238181,-0.04006124,0.65544362,0.002182213,0.00068169595,0.06280281,0.073924474,0.034290993,-0.0053634,1,0.00540278597529332,0.0516134401664285,1,"189"
"14602021","2021","1","M1400","1",1,"1","1",16.4970629,0.4994,0.017320216,1.320789025,0.533340038,-0.035800649,0.75712319,35,3.555348061,58.85,0.022748084,0.085838205,6816853,14607752,5453756,181871,-522967,10006733,1964662,13565096,7343877,1340899,8863627,0.113634581,8088599,0.674761019,1.320789025,0.024364102,0.032322201,0.054877428,0.054043752,-0.001260233,-0.057967092,0.051959677,7.37e-08,0.196302039,0.150319098,0.402043303,0.013407277,1.320789025,-0.038552399,0.013407277,0.027454518,-0.014047241,-0.038552399,7.37e-08,0.737682431,0.196302039,-0.112033855,0.541380393,0.024364102,0.032322201,0.054877428,-0.005183573,-0.00392334,-0.059227325,1,0.000197324979712081,0.0522527259738585,1,"190"
"14602022","2022","1","M1400","1",1,"1","1",16.52206097,0.5075,0.015535897,1.103900477,0.528979831,0.022521819,0.905878764,35,3.555348061,63.43,0.024314868,0.079586573,7054714,14977520,5625211,21842,337321,9807785,1203790,14607752,10006733,1964662,7343877,0.109410675,8115340,0.584824071,1.103900477,0.017124625,0.015835443,0.021342803,0.034030523,-0.00215683,-0.03815422,-0.021596684,6.85e-08,-0.013619344,0.038467521,0.385083961,0.001495233,1.103900477,0.023091917,0.001495233,0.022678295,-0.021183062,0.023091917,6.85e-08,0.671409605,-0.013619344,0.182290608,0.685028949,0.017124625,0.015835443,0.021342803,-0.006280527,-0.004123697,-0.04031105,1,0.000448722115695844,0.0738417159718332,1,"191"
