"Key","Year","Adopt_Ind","Industry","POST","RPA_Ctd","Adopt","Big4","LGTA","MS","BM.x","LEV","OCF","MTB","Age_","Age","ESG","RD","ADV","Equity","Asset","PPE","NI_Ctd","OCF.y","S","AR","Asset_1","S_1","AR_1","S_2","EXP","PROD_origin","PROD","BM.y","DA","DA1","DA2","ABCFO","ABPROD","ABEXP","AC","A1","A21","A2","A3","A4","A5","A6","ROA","Median_ROA","ADJROA","CFO","R1","R2","R3","R4","R5","ABSDA","ABSDA1","ABSDA2","RM","RM1","RM2","RPA","ADJROA_sq","distance","weights","subclass"
"13042020","2020","1","M1300","0",1,"1","1",18.16352162,0.053575971,1.288083249,0.369881048,0.139874409,0.776347337,58,4.060443011,70.05,0.007230115,0.040249019,48723643,77324516,23169313,5682637,10815721,50201273,7481916,71425786,55656741,7045512,60892513,0.050308022,39721391,0.547394928,1.288083249,-0.049609831,-0.04960235,-0.050088712,-0.044345038,0.02500789,0.000233306,-0.071865978,1.4e-08,-0.07637953,-0.082489425,0.324383032,0.079560021,1.288083249,0.151425999,0.079560021,0.04030715,0.03925287,0.151425999,1.4e-08,0.70284523,-0.07637953,-0.073303667,0.779224761,0.049609831,0.04960235,0.050088712,-0.019103842,-0.044111732,0.025241196,1,0.0015407878032369,0.0759209713406242,1,"16"
"13042021","2021","1","M1300","1",1,"1","1",18.25610338,0.052271948,2.140333331,0.344004465,0.105312662,0.467216945,58,4.060443011,71.39,0.005990199,0.044084706,55644961,84825213,24471011,10079451,8933169,71755542,9391222,77324516,50201273,7481916,55656741,0.062991445,54001841,0.741103326,2.140333331,-0.024027624,-0.024194647,-0.035880481,-0.077997758,-0.078596391,-0.00671796,0.014824302,1.29e-08,0.278750778,0.254058661,0.31647157,0.130352591,2.140333331,0.115528289,0.130352591,0.067987185,0.062365406,0.115528289,1.29e-08,0.927979194,0.278750778,-0.070552889,0.649228415,0.024027624,0.024194647,0.035880481,-0.163312109,-0.084715718,-0.085314351,1,0.00388944386554484,0.102144706307844,1,"17"
"13042022","2022","1","M1300","1",1,"1","1",18.16890067,0.05207862,1.913287873,0.344946524,0.125412789,0.522660502,58,4.060443011,70.78,0.006577543,0.051270433,50924885,77741569,25520104,-61189,9749787,66437122,7939581,84825213,71755542,9391222,50201273,0.061351511,55496976,0.649533141,1.913287873,-0.058671902,-0.058977137,-0.06884136,-0.031156462,-0.052852198,-0.005946265,-0.115661083,1.18e-08,-0.062698575,-0.045585255,0.300855171,-0.000721354,1.913287873,0.114939729,-0.000721354,0.003856862,-0.004578216,0.114939729,1.18e-08,0.783223757,-0.062698575,0.25410215,0.845922332,0.058671902,0.058977137,0.06884136,-0.089954925,-0.037102727,-0.058798463,1,2.0960061742656e-05,0.113182076899097,1,"18"
"13072021","2021","1","M1300","0",0,"0","1",16.50608338,0.00610752,1.015446866,0.480936278,-0.032910594,0.98478811,50,3.912023005,59.95,0.035125806,0.051558879,7651060,14740117,5270711,115933,-485106,8384007,1275542,15340889,8441756,1177270,10271411,0.080389148,6909767,0.50713619,1.015446866,0.017577247,0.019056184,0.022226431,0.04280019,-0.00040783,-0.02750035,0.03917889,6.52e-08,-0.003764384,-0.010170271,0.343572723,0.007557124,1.015446866,-0.031621766,0.007557124,0.067987185,-0.060430061,-0.031621766,6.52e-08,0.546513765,-0.003764384,-0.119266556,0.550278149,0.017577247,0.019056184,0.022226431,0.01489201,0.01529984,-0.02790818,0,0.00365179227246372,0.0443030504857606,1,"182"
"13132019","2019","1","M1300","0",1,"1","1",17.6256558,0.058096768,1.727091421,0.544440123,0.097166957,0.579008145,47,3.850147602,66.23,0,0.024085967,20571716,45156997,16362557,-140376,4387768,62714942,3732262,45769849,61258498,4061444,50600125,0.05276928,60653888,1.285302165,1.727091421,-0.071847859,-0.069556487,-0.062012062,0.057508561,0.122251304,0.014258282,-0.098932902,2.18e-08,0.031821036,0.03901315,0.357496416,-0.003066997,1.727091421,0.095865905,-0.003066997,0.040700657,-0.043767654,0.095865905,2.18e-08,1.370223922,0.031821036,0.23286887,1.338402886,0.071847859,0.069556487,0.062012062,0.194018147,0.071766843,0.136509586,1,0.00191560753666372,0.0473550224800877,1,"26"
"13132020","2020","1","M1300","1",1,"1","1",17.60424976,0.055353502,0.735081127,0.435422141,0.078012315,1.360394062,47,3.850147602,67.87,0,0.025882511,24954701,44200637,15725460,2134320,3448194,51866839,3985908,45156997,62714942,3732262,61258498,0.052295351,47232128,1.02863977,0.735081127,-0.01586882,-0.017683474,-0.021513813,0.09385502,0.142598506,0.014182391,-0.02909569,2.21e-08,-0.240230833,-0.245847814,0.34823972,0.047264436,0.735081127,0.076360126,0.047264436,0.04030715,0.006957286,0.076360126,2.21e-08,1.148589199,-0.240230833,0.032252898,1.388820032,0.01586882,0.017683474,0.021513813,0.250635917,0.108037411,0.156780897,1,4.8403828485796e-05,0.0665070135724377,1,"27"
"13132021","2021","1","M1300","1",1,"1","1",17.80026054,0.059692815,1.432876282,0.444007593,-0.000988231,0.697896959,47,3.850147602,67.82,0,0.019641595,29896737,53771844,15711926,2147462,-53139,81942428,4942116,44200637,51866839,3985908,62714942,0.060874394,76803852,1.800026027,1.432876282,-0.006460416,-0.010925398,0.009400651,0.094217681,0.153510058,0.021339378,0.049786635,2.26e-08,0.680433384,0.65880003,0.355468316,0.048584413,1.432876282,-0.001202222,0.048584413,0.067987185,-0.019402772,-0.001202222,2.26e-08,1.853874368,0.680433384,-0.245428658,1.173440985,0.006460416,0.010925398,0.009400651,0.269067117,0.115557059,0.174849436,1,0.000376467561283984,0.0890751519394167,1,"28"
"13132022","2022","1","M1300","1",1,"1","1",17.73871921,0.05708174,1.297156502,0.483683713,0.013314295,0.770917001,47,3.850147602,67.53,0,0.022728277,26106202,50562422,16135794,-1011794.3,673203,72819643,3540688,53771844,81942428,4942116,51866839,0.050521533,72475633,1.352662371,1.297156502,0.03688097,0.036134751,0.013253916,0.120373879,0.11437326,0.034653915,-0.035509792,1.86e-08,-0.169657284,-0.143594797,0.300078867,-0.022990173,1.297156502,0.012519619,-0.022990173,0.003856862,-0.026847035,0.012519619,1.86e-08,1.354233695,-0.169657284,0.559318535,1.523890979,0.03688097,0.036134751,0.013253916,0.269401054,0.155027794,0.149027175,1,0.000720763288291225,0.117554793962079,1,"29"
"13262022","2022","1","M1300","0",0,"0","1",20.1354487,0.244432376889998,0.949326602,0.327937887,0.058919854,1.053378256,58,4.060443011,59.05,0,0.031597121,247021877.119998,555538628,95511754.8199994,9203861,32732255,349829393.93,30059576,598345271,333795247.01,37105260,253294668,0.030130488,258967339.939998,0.615683176,0.949326602,-0.002651745,-0.002209612,-0.006111717,0.006089456,0.048499305,0.01460075,-0.039322437,1.67e-09,0.023539026,0.035314308,0.238739985,0.015382191,0.949326602,0.054704627,0.015382191,0.003856862,0.011525329,0.054704627,1.67e-09,0.63491195,0.023539026,0.188047663,0.611372924,0.002651745,0.002209612,0.006111717,0.069189511,0.020690206,0.063100055,0,0.000132833208558241,0.248839094125819,1,"65"
"13382021","2021","1","M2200","0",0,"0","1",16.27581999,0.011938484,1.477986654,0.436331024,0.034703189,0.676596096,14,2.63905733,59.79,0.040370319,0.044471686,6599681,11708434,3652582,350689,406320,7314879,2589776,10354080,6166478,2238472,7427876,0.124236533,5775024,0.58365765,1.477986654,0.008979135,0.014157478,0.015770662,0.014418017,-0.021546276,-0.034036632,-0.005372858,9.66e-08,0.110912896,0.076983856,0.352767411,0.033869644,1.477986654,0.039242502,0.033869644,0.033818251,5.14e-05,0.039242502,9.66e-08,0.7064731,0.110912896,-0.121826179,0.595560204,0.008979135,0.014157478,0.015770662,-0.041164891,-0.019618615,-0.055582908,0,2.64196e-09,0.0528378022388924,1,"319"
"14022019","2019","1","M1400","0",1,"1","1",20.17175658,0.244432376889998,2.192344354,0.529021447,0.076290288,0.456132723,69,4.234106505,65.11,0.004245387,0.075198794,247021877.119998,576079699,95511754.8199994,16435163,43949286,250146590,26486590,565589420,228661933,29347392,217846948,0.054787961,205396660,0.350857871,2.192344354,-0.01934545,-0.015223159,-0.01104041,-0.017295145,-0.003036295,-0.008312377,-0.048646813,1.77e-09,0.037986313,0.043044403,0.288225268,0.02905847,2.192344354,0.077705283,0.02905847,0.015649418,0.013409051,0.077705283,1.77e-09,0.442275936,0.037986313,0.019121618,0.404289622,0.01934545,0.015223159,0.01104041,-0.028643817,-0.025607522,-0.011348672,1,0.000179802648720601,0.168414373398899,1,"74"
"14022020","2020","1","M1400","1",1,"1","1",20.24030708,0.244432376889998,1.800812087,0.563299557,0.067248725,0.555305024,69,4.234106505,67.4,0.00419218,0.090813199,247021877.119998,616955270,95511754.8199994,12980539,41489455,206769281,26788957,576079699,250146590,26486590,228661933,0.052759922,166373605,0.279810744,1.800812087,-0.030817378,-0.032173497,-0.026631722,-0.023867093,-0.0007657,-0.01265821,-0.049487798,1.74e-09,-0.075297409,-0.07582228,0.282356598,0.02253254,1.800812087,0.072020339,0.02253254,0.004215592,0.018316948,0.072020339,1.74e-09,0.358924783,-0.075297409,0.037294591,0.434222193,0.030817378,0.032173497,0.026631722,-0.037291003,-0.036525303,-0.01342391,1,0.000335510584034704,0.278734576716819,1,"75"
"14022021","2021","1","M1400","1",1,"1","1",20.26965131,0.244432376889998,1.733754103,0.575943302,0.057258304,0.576783062,69,4.234106505,64.71,0.003685294,0.096512692,247021877.119998,635327585,95511754.8199994,14844485,36377780,238806217,29336993,616955270,206769281,26788957,250146590,0.056719504,192320517,0.355533885,1.733754103,-0.068771929,-0.071970573,-0.062744198,-0.06136383,-0.008968881,-0.02027277,-0.034902522,1.62e-09,0.051927486,0.047797468,0.267588216,0.024060877,1.733754103,0.058963399,0.024060877,0.027454518,-0.003393641,0.058963399,1.62e-09,0.387072173,0.051927486,-0.070308677,0.335144687,0.068771929,0.071970573,0.062744198,-0.090605481,-0.0816366,-0.029241651,1,1.1516799236881e-05,0.325482705624538,1,"76"
"14022022","2022","1","M1400","1",1,"1","1",20.3043475,0.244432376889998,1.583543023,0.586972543,0.058548672,0.631495315,69,4.234106505,63.43,0.003750606,0.089364441,247021877.119998,657757910,95511754.8199994,13341150,38510852,263944525,29095332,635327585,238806217,29336993,206769281,0.057064486,213924074,0.344553179,1.583543023,-0.018700037,-0.018151692,-0.016849943,-0.039790991,-0.02184518,-0.009596375,-0.039616888,1.57e-09,0.039567474,0.039947847,0.270810826,0.020998852,1.583543023,0.06061574,0.020998852,0.022678295,-0.001679443,0.06061574,1.57e-09,0.415446348,0.039567474,0.050425854,0.375878874,0.018700037,0.018151692,0.016849943,-0.071232546,-0.049387366,-0.031441555,1,2.820528790249e-06,0.388783181392402,1,"77"
"14322022","2022","1","M3700","0",0,"0","1",15.40413639,0.001611656,0.434089127,0.850812791,0.075028359,2.303674379,50,3.912023005,45.53,0,0.281740507,730572,4897015,619840,-36918,367415,1106827,50153,4892868,778055,42035,1154819,0.087298697,686247,0.144490511,0.434089127,-0.096034859,-0.096408517,-0.097038453,-0.052749809,0.011168205,0.009231097,-0.082637218,2.04e-07,0.067194128,0.065534979,0.126682347,-0.007545268,0.434089127,0.07509195,-0.007545268,0.109364764,-0.116910032,0.07509195,2.04e-07,0.226212316,0.067194128,-0.07700269,0.159018187,0.096034859,0.096408517,0.097038453,-0.032350507,-0.043518712,0.020399302,0,0.013667955582241,0.0571419641794435,1,"189"
"14342019","2019","1","M1400","0",0,"0","1",18.20701554,0.064474774,1.275431698,0.20477451,0.083601392,0.784048257,50,3.912023005,60.45,0,0.049321648,64223900,80761873,12698739,4625213,6751805,36647721,3372022,93026493,44545053,5459645,40705664,0.028542632,32926402,0.34721296,1.275431698,-0.042990337,-0.045419157,-0.052040829,-0.022740179,-0.002775982,0.022057693,-0.022860068,1.07e-08,-0.084893365,-0.062452198,0.136506694,0.04971931,1.275431698,0.072579378,0.04971931,0.015649418,0.034069891,0.072579378,1.07e-08,0.393949291,-0.084893365,0.041271995,0.478842656,0.042990337,0.045419157,0.052040829,-0.003458468,-0.000682486,0.019281711,0,0.00116075747275188,0.0284686193439447,1,"211"
"14442021","2021","1","M1400","0",0,"0","1",16.84586303,0.018828571,1.291580894,0.423123559,-0.051438794,0.774244962,44,3.784189634,55.01,0.003331071,0.075207505,11943955,20704529,7090773,652557,-1065016,10878183,1238677,17398746,8373609,778296,12008135,0.062928271,9572963,0.660988326,1.291580894,0.077941045,0.080164286,0.078588983,0.070303805,0.065916314,-0.012515594,0.098718206,5.75e-08,0.143951409,0.117490824,0.407545061,0.037505979,1.291580894,-0.061212228,0.037505979,0.027454518,0.010051461,-0.061212228,5.75e-08,0.625227991,0.143951409,-0.20889586,0.481276582,0.077941045,0.080164286,0.078588983,0.123704525,0.057788211,0.05340072,0,0.000101031868234521,0.0458031539235111,1,"310"
"14462019","2019","1","M1400","0",0,"0","1",15.27009631,0.000968,0.399646016,0.63401576,-0.117343719,2.50221436,45,3.80666249,46.81,0,0.052286833,1567404,4282709,9808,290,-502549,550215,27539,3786599,447125,58620,527239,0.030156349,437868,0.251252377,0.399646016,0.057113686,0.06103919,0.113019401,0.155739637,0.142518307,0.01009073,0.132794362,2.64e-07,0.027224958,0.035433116,0.002590187,7.66e-05,0.399646016,-0.132717777,7.66e-05,0.015649418,-0.015572832,-0.132717777,2.64e-07,0.145305854,0.027224958,-0.021157244,0.118080895,0.057113686,0.06103919,0.113019401,0.308348674,0.165830367,0.152609037,0,0.000242513096500224,0.0145324318550655,1,"272"
"14512021","2021","1","M1400","0",0,"0","1",16.01827985,0.013868418,1.828522426,0.179496203,0.050459329,0.546889656,37,3.610917913,49.97,0.002354957,0.035115178,7425593,9050041,1434189,242691,456659,8012461,1739633,9045576,7019373,1880759,8567512,0.047073177,7339242,0.819304818,1.828522426,-0.077441228,-0.073999294,-0.051212546,-0.041255343,0.009515519,0.027174544,-0.023654436,1.11e-07,0.109787149,0.125388809,0.158551429,0.026829801,1.828522426,0.050484237,0.026829801,0.027454518,-0.000624717,0.050484237,1.11e-07,0.885787815,0.109787149,-0.171148747,0.776000666,0.077441228,0.073999294,0.051212546,-0.00456528,-0.014080799,0.036690063,0,3.90271330089e-07,0.0206683791244469,1,"227"
"14542021","2021","1","M1400","0",1,"1","1",14.53527679,0.002725785,0.993676688,0.213593008,-0.01630271,1.006363551,50,3.912023005,44.55,0.005564449,0.047980752,1615243,2053953,726964,5133,-33485,1574819,151366,1992198,1204928,122630,1904529,0.069871569,1446530,0.760412871,0.993676688,0.00623506,0.006837588,0.026199002,0.025998985,0.010671736,0.021235917,0.019384619,5.02e-07,0.185669798,0.171245529,0.364905496,0.002576551,0.993676688,-0.016808068,0.002576551,0.027454518,-0.024877967,-0.016808068,5.02e-07,0.790493214,0.185669798,-0.351170416,0.604823416,0.00623506,0.006837588,0.026199002,0.057906638,0.047234902,0.031907653,1,0.000618913242053089,0.0110604341587234,1,"169"
"14542022","2022","1","M1400","1",1,"1","1",14.52950786,0.002845374,0.734532581,0.217312444,0.061360692,1.361409999,50,3.912023005,38.3,0.004891776,0.050315096,1598356,2042138,796175,32191,125307,1796280,144453,2053953,1574819,151366,1204928,0.078502283,1607171,0.783319774,0.734532581,0.008386091,0.012696021,0.019157894,0.046602415,0.056863949,0.012943696,-0.04533502,4.87e-07,0.107821844,0.111187549,0.387630584,0.015672705,0.734532581,0.061007725,0.015672705,0.022678295,-0.00700559,0.061007725,4.87e-07,0.874547762,0.107821844,0.180087373,0.766725918,0.008386091,0.012696021,0.019157894,0.11641006,0.059546111,0.069807645,1,4.90782912481e-05,0.0134195595411908,1,"170"
"14562021","2021","1","M2500","0",0,"0","1",15.77919972,0.005066962,1.120150898,0.755433182,0.025371318,0.892736864,55,4.007333185,42.6,0,0.064191219,1742677,7125566,68382,454432,180785,2363236,76193,6711723,716457,111473,1067517,0.031496383,1711267,0.259499684,1.120150898,-0.035822959,-0.032829047,-0.031127213,-0.065379787,-0.144385358,-0.007152955,0.040771498,1.49e-07,0.245358606,0.250615081,0.010188442,0.067707204,1.120150898,0.026935706,0.067707204,0.037565005,0.030142199,0.026935706,1.49e-07,0.352105711,0.245358606,-0.052305496,0.106747105,0.035822959,0.032829047,0.031127213,-0.2169181,-0.072532742,-0.151538313,0,0.000908552160555601,0.0502660547520063,1,"268"
"14602017","2017","1","M1400","0",1,"1","1",16.29094314,0.016848087,0.657811401,0.591597369,0.003394592,1.520192564,35,3.555348061,61.3,0.034170192,0.078583609,4854620,11886848,5378453,215146,40351,8847214,1376279,9816831,8810486,1192178,8190873,0.14070121,7111138,0.76199682,0.657811401,0.049227806,0.047653546,0.036174396,0.057353117,0.006546664,-0.045138326,0.017805644,1.02e-07,0.00374133,-0.015012278,0.547880777,0.021916034,0.657811401,0.00411039,0.021916034,0.020275882,0.001640152,0.00411039,1.02e-07,0.901229124,0.00374133,0.063117415,0.897487794,0.049227806,0.047653546,0.036174396,0.018761455,0.012214791,-0.038591662,1,2.690098583104e-06,0.00165092061683647,1,"186"
"14602018","2018","1","M1400","1",1,"1","1",16.34030853,0.016515465,0.774719225,0.586979952,0.026355237,1.290790221,35,3.555348061,59.95,0.028453505,0.075179214,5157948,12488372,6132633,157357,329134,9405379,1186936,11886848,8847214,1376279,8810486,0.122220037,7715556,0.686796786,0.774719225,-0.001895517,-0.001457023,0.012098972,0.027834102,0.001749665,-0.052189441,-0.014451013,8.41e-08,0.046956519,0.0628853,0.515917508,0.013237908,0.774719225,0.027688921,0.013237908,0.02024905,-0.007011142,0.027688921,8.41e-08,0.791242472,0.046956519,0.003089801,0.744285954,0.001895517,0.001457023,0.012098972,-0.022605674,-0.024355339,-0.050439776,1,4.9156112144164e-05,0.0148830725118341,1,"187"
"14602019","2019","1","M1400","1",1,"1","1",16.4199096,0.015593885,0.757665357,0.642083958,0.002334968,1.3198439,35,3.555348061,59.73,0.02968119,0.072971031,4840133,13523096,6302525,-271956,31576,8863627,1138681,12488372,9405379,1186936,8847214,0.114300807,7477722,0.618251362,0.757665357,0.065638091,0.065020608,0.081453517,0.056336176,0.008529267,-0.047350862,-0.02430517,8.01e-08,-0.043380514,-0.03951652,0.504671466,-0.021776738,0.757665357,0.002528432,-0.021776738,0.015649418,-0.037426156,0.002528432,8.01e-08,0.709750398,-0.043380514,0.044694777,0.753130913,0.065638091,0.065020608,0.081453517,0.017514581,0.008985314,-0.038821595,1,0.00140071715293634,0.0312988301166321,1,"188"
"14602020","2020","1","M1400","1",1,"1","1",16.42301058,0.015323735,0.59870109,0.719403386,-0.02320765,1.670282578,35,3.555348061,62.15,0.030214967,0.100077384,3806320,13565096,5740814,-936989,-314814,7343877,1340899,13523096,8863627,1138681,9405379,0.105331871,6771871,0.494020674,0.59870109,-0.002182213,-0.000607576,0.06280281,0.079287874,0.039633481,-0.044996881,-0.046008325,7.39e-08,-0.11238181,-0.127335338,0.424519208,-0.069288054,0.59870109,-0.023279728,-0.069288054,0.004215592,-0.073503646,-0.023279728,7.39e-08,0.543061811,-0.11238181,-0.04006124,0.65544362,0.002182213,0.00068169595,0.06280281,0.073924474,0.034290993,-0.0053634,1,0.00540278597529332,0.0571408578252263,1,"189"
