代號,名稱,FY,Key,Len,Page,Text
1904,正隆,111,1904_111,1076,4,"1
致股東報告書
各位股東：
回顧2022年，全球經濟遭遇多重而錯綜複雜的衝
擊，俄烏戰爭、高通膨、FED連續升息、美中角力下
的供應鏈重組、中國大陸清零政策的抑制消費與投資
等，這是前所未見的困局，標普全球（S&PGlobal）
預測2022年全球經濟成長率為3.0%，遠低於2021年
5.9%。
台灣造紙產業與總體經濟連動性高，需求面隨全
球經濟情勢而降溫，同時，原物料、運費、能源和人
工等成本不斷攀升，紙類產品年初雖有因應調漲，然供需失衡下，後期價格轉嫁不易，
明顯追不上成本高升的速度。各季經營環境面對的衝擊如下：第一季歐美回收紙與長短
纖木漿進口價格因運輸費用高漲而持續居高不下；第二季煤炭價格又因俄烏戰爭使得燃
料成本陡升，伴隨著中國大陸疫情封控，造成生產停工、需求放緩。第三季各國為抑制
通膨而持續升息，進一步不利下半年的紙品包材市場，國內拉貨動能走緩；第四季原先
是造紙產業傳統旺季，然而民眾消費趨於謹慎，旺季不旺下，整體紙業在2022年的營
運險中求穩。面對充滿挑戰的一年，業界紛紛採取輪休減產、原料採購開源、庫存去化
來因應。依據造紙公會統計：2022年台灣造紙總產量較去年衰退5.3%，降至424萬
噸；總銷量減少3.9%，約425萬噸，其中內銷下滑12.6%，約265萬噸，外銷則成長
15.2%，至160萬噸。終端需求減緩，全台紙器產銷量表現亦較去年衰退8.7%，約22
億M
2。
2022年集團的營業額為新台幣（以下同）439億2,173萬元，較前一年度衰退
2.4%，稅後淨利27億949萬元，減少32.5%。產銷概況如下：造紙生產173萬5,908
公噸，減少9.4%；紙器生產14億2,500萬平方公尺，減少4.2%；造紙銷售93萬
8,600公噸，減少10.9%；紙器銷售14億181萬平方公尺，減少4%。集團今年營收、
獲利雖較去年衰退，但在海內外各廠共同的努力下，如產品結構的優化、製程的精進
等，獲利表現仍優於同業。
2022年經營管理上的努力與亮點包含下列項目：1.海外按時程規劃擴產：越南平陽
造紙22號機工程的試營運、濱吉紙器廠的試車及北江紙器廠的規畫建置。2.台灣持續推
動「低碳與淨零智紙」：大園造紙再生白漿產線、竹北廠生質熱電系統分別即將於2023
上半年商轉啟用。3.導入智慧製造三期系統：包括板橋廠智慧倉儲、后里廠G2汽電及
大園廠汽電智慧製造、銷售互動商業智能可視化分析、RPA機器人流程自動化、設備數
位巡檢系統等。4.公司在ESG委員會和所有同仁的努力下，榮獲多項國內永續大獎的肯
"
2049,上銀,110,2049_110,1514,71,"
68
現大量訂單返回中國的趨勢，中國缺工、人力成本上漲的問題持續存在，唯一的解決
方案就是加快自動化布屬。然而智慧製造的實現，需要關鍵零組件與機械、機器人與
系統整合(SI)的合作投入才能快速前進，上銀科技推進智慧製造上為產業先趨之一，已
將SI業者納入整合服務的一環並持續整合上下游資源。
超級自動化是Gartner評為2022年度十大戰略技術的趨勢之一，借助機器人流程
自動化(RPA)、機器學習(ML)、人工智慧(AI)等一系列工具，可以協調一致地工作，
用來自動化複雜的業務流程。超級自動化是傳統業務流程自動化的延伸，超越了單一
流程的範圍。根據國際機器人聯合會（IFR）預估，2022年工業型機器人累積裝置量
可達42萬台，比2021年的預估40萬台成長5%，而需要大量人力的工廠，在這場疫
情中，影響了工廠生產力，如何透過自動化設備或是工業機器人來降低人工或是遠距
離監控與操作，讓企業保持一定的生產力是重要的課題。上銀全產品、robots、集團
機電整合為客戶提供totalsolution解決方案。
工具機產業於2021年歐美等全球主要消費市場逐漸復甦下，呈現復甦成長。影響
工具機產業發展的5大面向：(1)政策：美中貿易戰、COVID-19疫情加速本國製造及分
散製造政策實施，(2)環境：應全球暖化及節能減碳趨勢，產品研發製造及使用，需顧
及節能減碳及材料循環使用，(3)社會：勞動人力減少，推升工具機產線自動化需求，
(4)技術：資通訊及智慧科技發展，有助於提升工具機總體效能。汽車電動化趨勢，將
改變工具機需求及產品線，(5)經濟：全球製造業供應鏈布局變化，導致工具機需求市
場轉移。從上述5大面向來看，全球工具機的升級發展正趨向多軸化及高效率化，需求
將持續往高階五軸及複合加工機擴增；目前搭配高精度效率高的四軸、五軸Torque
Motor(力矩)迴轉工作台現僅佔整體市場不到10%，以歐洲機台為多，預計此全電式
TorqueMotor迴轉工作台將日漸成為趨勢，在日本、歐洲、台灣、大陸等地區展開，
預計未來2-3年將會成長至40%。
大陸工具機產業的低階、泛用型工具機產品競爭力下滑，上下游訂單接近谷底，此
局勢刺激力爭上游的企業亟需轉型升級至高階有差異化的產品，加上美國再製造需要高
階工具機，更確定中高階工具機產品將是未來全球製造業轉型升級的主流需求。全球工
具機發展正趨向多軸化及高效率化為主流，綜合來看，工具機的未來發展將持續往高
階五軸工具機升級，需求將逐漸擴增；目前搭配高精度效率高的四軸、五軸Torque
Motor(力矩馬達)迴轉工作台現僅佔整體市場5%，以歐洲機台為多，預計此全電式
TorqueMotor迴轉工作台將日漸成為趨勢，在日本、歐洲、台灣、大陸等地區展開，
預計將大幅成長，大陸力推中國製造2025，企業亟需轉型升級，再加上美國再製造也
需要高階工具機，更確定中高階工具機產品將是未來全球製造業轉型升級的主流需求。
另外，占全球工具機消費量近五成的汽車產業，再來在電動車的發展趨勢，將影響未來
工具機的產品類型；5G基礎建設所需的設備也會帶來產業機械的商機。
全球人口高齡化趨勢持續帶動醫療照護需求，而AI與5G等技術進展，加上照護
人力普遍不足，加速了精準醫療與智慧健康照護的發展，根據RadiantInsights調查
研究指出，全球精準健康市場規模到2025年將達到5,847億美元，年複合成長率達
12.8%。其中因Covid-19疫情衝擊全球，所帶來的醫療需求結構性改變，更成為科技
醫療產業發展的推進器。疫情期間歐美各國紛紛宣布疫情相關產品緊急使用授權
"
2201,裕隆,111,2201_111,1514,82,"
營運概況


YULONMOTOR
76
態以維護安全。
(7)重視員工身心健康，定期提供健康促進主題文宣，辦理衛教講座活動，提供員工全方位的健康管理。
6.員工發展：教育訓練與進修
本公司秉持「終身學習、多元發展、深耕精神、人本取向」四大指導方針來進行人才培育與發展，積極
提供員工學習發展的環境，透過人才發展品質管理系統(TTQS)建構訓練體系，並依公司願景展開中長期
目標的策略規劃制定教育訓練計畫。依業務職類需求，實施在職訓練、褓母制度、工作輪調、專案實作、
數位學習、在職進修等多元學習管道，提升專業所需技能。採用多元訓練成果評估，包含L1反應評估、
L2學習評估、L3行為評估及L4成果評估，確保員工訓練前、後的學習成長並將所學運用在工作。
依據工作所需技能，提供共通類、專業類及管理類等訓練課程，111年度訓練總費用約4,200仟元，平
均每位員工訓練費約3,452元，訓練總人時26,618小時，平均每位員工每年受訓21.8小時，本公司所
提供的訓練課程包括：
(1)新進人員訓練：為使新人能快速熟悉公司企業文化與工作環境，安排新人統一訓練，並針對研發、生
產與品質管理等相關部門的新人安排汽車拆裝與試裝課程，讓新人更瞭解汽車整體構造與各零組件間
的關係。
(2)專業能力訓練：為提升同仁專業能力辦理技術學程基礎課程、技術學程進階課程、TPM訓練、Myes
訓練、專家培育、ILU技能訓練、各工場專業、技能訓練，由各單位主管確認所屬同仁應具備之知識、
技能、態度，並以內外訓、OJT、及各種學習方式進行教育訓練。
(3)管理能力訓練：依據不同層級主管應具備的管理能力規劃各項管理類主題訓練，包括中高階主管的激
勵共識營；中階主管管理才能課程、經營實務講座；基層儲備幹部現場管理能力課程等。
(4)年度專題訓練：落實公司願景、經營理念、經營策略、中長期計劃、年度營運計劃及符合經理級（含）
以上主管對人員能力要求，所辦理之特定專題訓練。
(5)環境安全衛生訓練：提升同仁對於勞工安全衛生之觀念，避免不自覺的曝露於危害之工作環境，因而
發生意外遭至身心重大傷害。
(6)共通能力訓練：針對全公司同仁所辦理的共通訓練課程，包括國際商務法律系列講座、專利發掘課程、
Excel電腦操作課程、PowerBI數據分析、RPA機器人流程自動化
(7)自我啟發訓練：鼓勵同仁於下班後學習工作以外之知識、觀念，安排自我啟發訓練，如生活講座、體
驗講座、運動講座、理財講座、紓壓講座等課程。
公司鼓勵學習風氣，自109年起每月訂立2天員工成長日，促進主管指導與關懷員工、或單位內部相互
交流新知與技術。
(二)111年度及截至年報刊印日止因勞資糾紛所遭受之損失：無。
(三)員工溝通管道：
公司致力於提供主管與同仁開放及透明的多元溝通管道，以促進勞資和諧，共創企業與員工的雙贏。多元
溝通管道包括：
1.不定期舉辦員工關懷座談，瞭解並重視員工的需求與心聲，促進勞資和諧。
2.每年定期舉行員工滿意度調查，並針對滿意度分數較低項目進行改善。
3.員工如發現重大管理疏失、不合法、不道德行為等情事，可直接向人資單位投訴，將依事件類別由人資
單位或成立專責小組進行調查，並召開專案會議審議。
4.設置EIP「員工訊息專欄」系統，同仁可即時接收公司重大動態公告，亦可隨時提出個人意見與想法，
由相關單位協助處理後即時回覆同仁處理結果。
5.提供員工關懷服務專線，做為員工對工作、環境、生活協助事項等意見的反映管道。
6.性騷擾防治作業管理辦法：
本公司為保障員工權益、維護兩性平等並防治工作場所性騷擾事件與性別歧視，特制訂「執行職務遭受
"
2337,旺宏,111,2337_111,631,44,"

-39-
評估項目
運作情形
與上市上櫃公司
治理實務守則差
異情形及原因
是
否
摘要說明
職務等。
3.會計師事務所之審計品質指標(AQI)資訊：參考AQI資
訊五大構面共13項，確認會計師之查核經驗及事務所
在品質支援能力與訓練時數均優於同業平均，另於導
入審計創新工具上，運用數據分析及RPA機器人流程自
動化使審計工作更專注於特定風險及異常之查證。
四、上市上櫃公司是否配置適任及適當人數之公
司治理人員，並指定公司治理主管，負責公
司治理相關事務(包括但不限於提供董事、
監察人執行業務所需資料、協助董事、監
察人遵循法令、依法辦理董事會及股東會
之會議相關事宜、製作董事會及股東會議事
錄等)？

本公司董事會除指定「董事會秘書處」為辦理董事會事務單
位外，亦於108年3月12日設置「公司治理主管」，由具備公
開發行公司從事財務主管職務經驗三年以上之葉沛甫副總
經理擔任，負責處理董事要求事項及督導公司治理相關事
務。
(一)職權範圍：
1.依法辦理董事會及股東會之會議相關事宜；
2.製作董事會及股東會議事錄；
3.協助董事、監察人就任及持續進修；
4.提供董事、監察人執行業務所需之資料；
5.協助董事、監察人遵循法令；
6.向董事會報告其就獨立董事於提名、選任時及任職期間
內資格是否符合相關法令規章之檢視結果；
7.辦理董事異動相關事宜；
8.其他依公司章程或契約所訂定之事項等。
(二)111年度進修情形請參閱年報第67頁。
無
"
2340,台亞,111,2340_111,1148,79,"
75
3.具體管理方案
依據下列資安框架擬定整體資安規範藍圖，實施風險管控。
進行資訊資產盤點，識別重要資訊資產，進行風險評估，擬定資安風險管理策略，落實資
安治理。利用資訊技術進行各項身分識別與存取控制，對於公司重要機密文件進行文件安
控保護，建立防火牆防止外部入侵。
持續性日常安全偵測及事件管理，建立異常告警處理流程，避免外部持續性滲透風險。擬
定緊急應變計畫，每年進行緊急應變演練，重視資安事件的溝通與利害關係人的回應。擬
定復原計畫，確保萬一發生資安事件時降低災害損失，並能夠盡速復原恢復營運。
4.投入資通安全管理之資源
112年台亞資訊安全措施推動執行成果：
新冠狀病毒疫情持續影響企業運作，考慮遠距工作需求，相關IT軟體需求架構包括：
VPN(遠端連線)、Citrix(應用程式與桌面虛擬化)、多因子認證(MFA)、TEAMS(視訊會議)。
評估資訊系統生命週期與資安風險，計畫CIM(電腦整合製自動化系統)、IPS(智權管理系
統)、SRM(供應商管理系統)、HRM(人資管理系統)、RPA(作業流程自動化)、IPPBX(網路
交換機)等多項資訊系統更新與導入計畫。
台亞已建立全面的網路與電腦相關資安防護措施，包括人員安全管理、電腦安全管理、網
路安全管理、儲存安全管理，但外部威脅日新月異，無法保證相關生產製造、公司營運等
重要企業系統能完全避免來自外部的網路攻擊。
此外，台亞為了加強保護與重要客戶業務之機密文件，導入重客戶往來郵件附件自動加解
密系統，內部網路磁碟機依照部門、專案區分進行授權管理，共享資料夾亦實施文件自動
保護機制，以保護公司重要文件，避免外洩風險。
台亞重視智財權與營業秘密保護，導入台灣智慧財產權管理制度TIPS之認證，將研發日
誌、研發流程、專利商標管理、合約作業管理，納入系統化管理，內部對應管理規章、程
序書修訂，落實機密文件分級保護。
(二)最近年度及截至年報刊印日止，因重大資通安全事件所遭受之損失、可能影響及因應
措施，如無法合理估計者，應說明其無法合理估計之事實：
資安是持續精進的風險管理，112年未發生網路攻擊或資安事件造成公司業務及營運
之影響，112年依照法遵要求將已成立資安專責單位落實資訊安全管理機制。
七、重要契約
112年3月31日
契約性質
當事人
契約起訖日期
主要內容
限制條款
土地租賃
科學園區管理局
99.11.25
~
118.12.31
租用科管段土地
限目的事業用
途使用
土地租賃
科學園區管理局
106.06.16
~
126.06.15
租用園區三期土地
限目的事業用
途使用
公司分割
光磊先進顯示科技
股份有限公司
110.9.23
~
111.12.31
公司系統營運事業群之分割
-
"
2345,智邦,107,2345_107,2177,44,"
041
(4)計畫開發之新商品（服務）
NetworkManagementSystem
Cloud-basedOCPinTelcoSDNandNFV
SDNOpenNetworkSoftware
400GCarrierCoreRouter
LTE/5G+Wi-FiMulti-AccessGatewayRouter/CPE
802.11ad+WiFimulti-bandindoorEnterpriseAPandoutdoorbridge
802.11axEnterpriseAccessPoint
Omni(360degreescoverage)outdoor60GHzbasestation
SD-WAN,vCPE/uCPEAppliance
5GmmWaveCPE
60GHzlongdistancepoint-to-pointandpoint-to-multipointoutdoorfixedwirelessbroadbandbridge
Enterprise/IndustrialVirtualIoTGateway
5GFronthaulConvergedAccessSwitch(CAS)forLTE(CPRI)and5GNR(eCPRI)RadiosforEthernetTransport
Nextgenerationserverswitch
NetworkSecurityAppliance
IoTSmartApplicationsinSmartLightingTherapy,lowtemperaturemonitorforvaccine,livingalonepowerusage
monitor(物聯網應用：人因醫療照明，生醫疫苗檢體超低溫監控，獨居用電關懷)
IoTservicecontrollerswithLPWANconnectivity(具低功率廣域網路功能的物聯網服務控制器)

(二)產業概況：
(1)產業之現況與發展
工研院產業情報網IEK將2019年ICT產業主軸定位為「5G蓄勢待發生態先行」。2018年美國電信商Verizon搶先推出
5G固網接取網路，接著AT&T推出5G行動熱點服務。然而5G網路的實際效益仍待產業技術支援其高頻寬、低延遲和大
連結等三大優點，相關終端、元件、資訊安全和邊緣運算的生態環境佈建準備應是首要執行的項目。因此軟硬體整合與優
化將會是產業發展的機會，特別是運用人工智慧、邊緣運算和開源軟體技術研發5G時代所需應用裝置。全球整體5G市
場規模將從2019年的42.83億美元成長至2023年的2,302.64億美元(含智慧型手機與基地台)，年複合成長率高達171%。
5G頻段增加將帶動能源、製造、公共安全、醫療照護產業進行5G數位化。以技術面來說，毫米波(mmWave)關鍵零組件
射頻模組將走向高度整合趨勢，高通(Qualcomm)毫米波天線模組與5G數據機整合方案將對其他射頻模組與晶片廠商帶來
衝擊。
物聯網發展現階段仍以B2B應用為多數，B2C市場發展不如預期，而自然對話的語音助理和聊天機器人將會是企業應用
趨勢。例如Google宣布AndroidThings策略調整，僅聚焦在支援智慧音箱(smartspeakers)和智慧螢幕(smartdisplays)，
而改推GoogleAssistantConnect平台，讓智慧產品製造商更容易整合Google語音助理到他們裝置。企業流程自動化(RPA,
RoboticProcessAutomation)預估在導入更擬人的對話技術後，能逐漸應用在採購、財務、資訊管理、銷售環境。
短期內中美貿易戰將加劇企業對於資通訊技術支出的波動，然而企業競爭力對於數位轉型、AI和數據分析的需求將促使全
球對資通訊設備的消費持續成長。國際數據資訊IDC預測全球對資通訊設備的消費持續成長。國際數據資訊IDC預測全球
對資通訊硬體、軟體、服務和電信傳輸的支出於2022年將達到4.6兆美元，平均每年成長約4%。商業客戶將占63.5%
的總支出(即2.9兆)，消費者則占36.5%(即1.7兆)。預測期間最迅速的消費成長將來自如雲端和數據服務供應商等專業
服務產業(7%)、其他快速成長的產業包括媒體(+6%)、銀行(+5%)、零售業(+5%)與製造業(+5%)。以區域來看，IDC預測
到2022年中國的年複合成長率為5.2%、美國和拉丁美洲皆為4.5%、亞太區(排除中國和日本)為3.8%、中東和非洲為2.9%。
(2)產業上、中、下游之關聯性
上游
中游
下游
CPU晶片廠商
IC晶片廠商
PC版廠商
晶體
被動元件/電阻,電容
電源供應商
DRAM/SRAM/Flash記憶體廠商
機構廠商
交換器
無線網路基地台
網路卡
網路作業系統
網路應用伺服器

系統整合廠商
網路設備供應商
電信營運商
企業網路規劃商
整合上游有線及無線區域網路晶片廠商，配合自身的研發團隊能量，提供整合的網路平台與系統，提供給終端使用者優化
的網路軟硬體。智邦與晶片大廠均維持相當良好之互動關係，有效掌握關係零組件的來源與訊息，進一步掌握市場先機，
在業務、技術研發與製造供應鏈領域深化雙方原有的合作關係。
"
2414,精技,110,2414_110,926,47,"
-41-
評估項目
運作情形(註)
與上市上櫃公司
治理實務守則差
異情形及原因
是
否
摘要說明
四、上市上櫃公司是否配置適任及適當人數之公司治理人
員，並指定公司治理主管，負責公司治理相關事務(包
括但不限於提供董事、監察人執行業務所需資料、協
助董事、監察人遵循法令、依法辦理董事會及股東會
之會議相關事宜、製作董事會及股東會議事錄等)？







Ⅴ


本公司已於108/5/10董事會通過設置公司治理主管一名，由財務
部胡處長兼任，並由董事長直接督導，且每年定期向董事會報告。
胡處長已具備公開發行公司從事財務、股務等公司治理相關事務
單位之主管職務達三年以上。
(一)公司治理主管之主要職責為：
1.辦理公司登記與變更登記。
2.依法辦理董事會及股東會之會議相關事宜。
3.製作董事會及股東會議事錄。
4.協助董事、監察人就任及持續進修。
5.提供董事、監察人執行業務所需之資料。
6.協助董事、監察人遵循法令。
7.其他依公司章程或契約所訂定之事項等。
(二)110年公司治理推動計劃及執行情形(相關資訊已於110/11
/4向董事會報告)：
1.依法召開董事會：共召開六次董事會，提供董監事會議所需
資料並製作會議記錄於會後二十日內分送各董事及監察人。
2.依法召開股東會：已於110/8/27召開股東大會，各項議案
採逐案票決並使用電子投票，且於會後製作股東會議事錄及
依法辦理相關公告。
3.安排董監事進修課程：已安排二次共6小時之董監事進修課
程：
(1)110/10/19「公司治理的十堂必修課」(3H)
(2)110/12/3「人機協控不是夢！如何用機器人自動化
(RPA)提升內部控制效能」(3H)
4.辦理董監事及經理人責任險：投保期間110/7/20~111/7/20
，投保金額為新台幣3,000萬元，承保範圍包括：董事及經
理人責任、公司補償責任、調查保障、外派董事責任、公司
有價證券責任、公司僱傭行為責任。
5.受邀參加法人說明會：於110/8/6受邀參加凱基證券舉辦之
法人說明會，進一步與本公司之利害關係人溝通，並提升資
目前皆已依據上
市上櫃公司治理
實務守則執行中
，無差異情形。







"
2414,精技,110,2414_110,446,53,"
-47-
評估項目
運作情形(註)
與上市上櫃公司
治理實務守則差
異情形及原因
是
否
摘要說明
(六)本公司董事及監察人進修之情形：
職稱
姓名
進修日期
課程名稱
進修
時數
董事長
葉國筌
110/10/19公司治理的十堂必修課3
110/12/03
如何應用機器人流程自
動化(RPA)提升內部控
制效能
3
副董事長
李英新
110/10/19公司治理的十堂必修課3
110/12/03
如何應用機器人流程自
動化(RPA)提升內部控
制效能
3
董事
陳榮輝
110/10/19公司治理的十堂必修課3
110/12/03
如何應用機器人流程自
動化(RPA)提升內部控
制效能
3
法人董事代表王國璋
110/10/19公司治理的十堂必修課3
110/12/03
如何應用機器人流程自
動化(RPA)提升內部控
制效能
3
法人董事代表葉明翰
110/10/19公司治理的十堂必修課3
110/12/03
如何應用機器人流程自
動化(RPA)提升內部控
制效能
3





"
2414,精技,110,2414_110,496,54,"
-48-
評估項目
運作情形(註)
與上市上櫃公司
治理實務守則差
異情形及原因
是
否
摘要說明





職稱
姓名
進修日期
課程名稱
進修
時數
法人董事代表葉柏君
110/03/17
員工與董事薪酬議題探
討-從證交法第14條修
正條文談起
3
110/09/08晶圓代工與先進封裝技
術與供應鏈商機
3
獨立董事
黃士修
110/10/19公司治理的十堂必修課3
110/10/20110年度內部人股權交
易法律遵循宣導說明會3
110/11/09110年度防範內線交易
宣導會
3
110/12/03
如何應用「機器人流程
自動化」(RPA)提升內部
控制效能
3
獨立董事
林哲仁
110/10/13新勞動事件法對企業風
險之影響與因應
3
110/10/13審計委員會之相關規範
及運作實務
3
110/10/19公司治理的十堂必修課3
110/12/03
如何應用「機器人流程
自動化」(RPA)提升內部
控制效能
3
獨立董事
陳泓志
110/10/19公司治理的十堂必修課3
110/12/03
如何應用機器人流程自
動化(RPA)提升內部控
制效能
3





"
2425,承啟,109,2425_109,1364,58,"(二)產業概況
1、產業之現況與發展
國際數據資訊（IDC）全球季度個人運算設備追踪報告的初步結果顯示，2020年第四
季度全球PC出貨量較去年成長26.1%，達到9,160萬台。2020年全年，全球PC市場出貨量年成
長達13.1%，居家辦公、線上學習以及消費需求的復甦成為主要驅動因素。
2020年第四季全球PC廠商單位出貨量初估值（單位：千台）
廠商
4Q20
出貨量
4Q20
市占率(%)
4Q19
出貨量
4Q19
市占率(%)
4Q20-4Q19
成長率(%)
聯想
23,122
25.2%
17,918
24.7%
29.0%
惠普
19,130
20.9%
17,185
23.7%
11.3%
戴爾
15,797
17.2%
12,463
17.2%
26.8%
蘋果
7,349
8.0%
4,927
6.8%
49.2%
宏碁
6,551
7.2%
4,418
6.1%
48.3%
其他
19,641
21.4%
15,712
21.6%
25.0%
總計
91,590
100.0%
72,622
100.0%
26.1%
資料來源：IDCQuarterlyPersonalComputingDeviceTracker,January11,2021
國際數據資訊（IDC）全球季度個人運算設備追踪報告顯示，2020年第4季全球PC出
貨量較去年成長26.1%，達到9,160萬台。2020年全年，全球PC市場出貨量年成長達
13.1%，居家辦公、線上學習以及消費需求的復甦成為主要驅動因素。IDC表示：「由於需
求旺盛、產能短缺，供應鏈每一部分的生產潛力都到了極限。PC製造商和ODM需要處理
零組件和產能短缺的問題。
根據JonPeddieResearch的報告顯示，2020年第4季開始，AMD和英偉達開始發售
基於最新RDNA2和Ampere架構的新AIB。2020年第4季還發布了幾款新3A遊戲，包括賽
博朋克2077，刺客信條：英靈殿，復仇者聯盟和MicrosoftFlightSimulator（微軟模
擬飛行）。儘管推出了新的硬體和遊戲，但2020年第4季與第3季相比，實際的獨立GPU
出貨量有所下降，應是由零組件短缺引起。
在人工智慧產業的市場規模方面，根據《IDC全球半年度人工智能係統支出指南，
2H19》——人工智能在行業和應用層面的軟件、硬件、服務和落地案例，2020年全球範圍
的企業預計將投資501億美元於人工智能解決方案。預計到2024年，中國大陸人工智能
市場規模將達到119億美元，2019-2024年復合增長率達23.0%。IDC人工智能高級分析師
表示新冠肺炎疫情（COVID-19）創新了AI產品形態及應用，如紅外測溫、人臉識別門禁、
智能電梯、新冠肺炎輔助篩查等，為AI場景的探索提供了可能性。技術供應商也在計算
機視覺、語音語義、機器學習、深度學習等領域持續發力，促進AI在多行業及業務場景
中的落地。未來五年，AI將變得無處不在，增強個人生產力的RPA、邊緣智能計算將加
速AI領域技術創新，帶來業務效率和彈性的倍增以及服務體驗的變革。到2021年，包括
軟體，硬體和服務在內的人工智能（AI）市場的全球收入預計將同比增長16.4％，達到
-54-
"
2425,承啟,110,2425_110,1062,59,"部署對話式人工智慧應用，其中10%是基於先進的語言模型如BERT和GPT-3。
預測三：預測至2023年時，歐洲、美國和亞洲等地區將相繼出現不同的人工智慧監管
法規，這些地區一方面將鼓勵區域性的人工智慧解決方案，另一方面則思索
如何在監管、創新和商業化之間取得平衡。中國目前將AI相關應用視為戰略
機遇而非公共問題，AI監管可能在2025年出現，屆時對於40%的中國1,000
大企業而言，AI相關應用及推廣將因監管而被推遲，並變得複雜。
預測四：預測至2024年時，50%的中國1,000強企業在業務自動化方面的投資將會用
於多模態無代碼自動化平臺，以支援專業開發人員及業務使用者的數位賦能。
預測五：預測至2024年時，60%的中國企業將通過MLOps/ModelOps來運作其ML工作
流程，並通過AlOps功能將AI注入IT基礎設施運營過程。
預測六：預測至2024年時，近20%的IoT系統、近30%的邊緣基礎設施系統、超過35%
的資料中心系統和近90%的IT用戶端系統都將支援人工智慧。
預測七：預測至2024年時，50%的使用電腦視覺的公司將在低代碼環境中使用符合其
需求的預訓練模型，或基於稀疏資料集進行遷移學習來採用。
預測八：預測至2025年時，超過60%的中國企業將把人類專業知識與AI、機器學習、
NLP和模式識別相結合，以利提高重要決策的準確性，及增強企業的遠見卓
識，並同時提高25%員工效率及生產率。
預測九：預測至2025年時，20%的中國1,000強企業將採用流程挖掘作為端到端業務
流程的控制層，並將比沒有採用的企業至少多出20%的利潤。
預測十：預測至2026年時，50%的中國1,000強企業將投資於以神經網路為基礎技術
的氣候災害評估、適應和識別，並帶來25%的成長利潤。
IDC人工智慧高級分析師程蔭表示：""人工智慧是十四五規劃中數字產業化聚焦的
七大重點領域之一，加上新基建、數字經濟在內的持續利好政策的推動，中國AI市場
將穩步發展，企業還將會把智慧化轉型作為未來幾年的工作重點，繼續加深在智慧決
策、MLOps/AIOps、對話式AI、RPA+AI、邊緣智慧等方面的嘗試，推進AI技術在具體
業務場景中實現落地。IDC也觀察到，以RPA為代表的自動化市場持續火熱，未來RPA
技術供應商應加強武裝，以便更好的賦能客戶，一方面提供多模態AI、無代碼或羽量
級編碼功能使得RPA的應用越來越廣，另一方面也要借助流程挖掘端到端RPA產品特
性，使RPA運用的更深。""
-55-
"
