Code,Key,DA,DA1,DA2,ABCFO,ABPROD,ABEXP,ROA,Median_ROA,ADJROA,CFO,R1,R2,R3,R4,R5
1220,12202020,-0.02623983,-0.032693112,-0.032252422,0.034945298,0.126830663,-0.072949925,0.060238325,0.060238325,0,0.147167681,3.17E-07,0.881024706,-0.065806893,0.074635329,0.946831599
1225,12252020,0.038562118,0.043608266,0.04351919,-0.096165634,0.070579403,-0.08478335,0.053970557,0.060238325,-0.006267767,0.067477568,1.29E-07,1.319399376,-0.055937482,-0.077122037,1.375336858
1227,12272020,0.011301301,0.005908466,0.005589586,-0.048652589,0.025161904,0.063851817,0.127738393,0.060238325,0.067500068,0.095344858,3.92E-08,1.352239707,0.125548444,0.154017741,1.226691264
1229,12292020,0.027711966,0.027685805,0.027146943,0.008188127,0.1049444,-0.083342654,0.075184408,0.060238325,0.014946084,0.050292918,2.15E-08,0.205052588,0.027347074,0.068180876,0.177705514
1231,12312020,-0.011077824,-0.00919529,-0.009383838,0.003528452,0.00033278,0.001393856,0.091842225,0.060238325,0.0316039,0.140016204,1.34E-07,1.18098985,0.030594252,0.063222647,1.150395598
1232,12322020,-0.119229354,-0.116759657,-0.113234688,0.036094632,0.003375348,-0.095432742,0.22774454,0.060238325,0.167506215,0.354204617,1.72E-07,3.003189677,0.050085536,0.03467284,2.953104141
1233,12332020,0.014280457,0.012985515,0.013525095,-0.008616295,-0.186145211,0.269037574,0.02304441,0.060238325,-0.037193915,0.098742423,4.02E-07,0.765507479,-0.137099038,0.021873375,0.902606517
1234,12342020,-0.001304365,-0.001759805,-0.003071797,-0.002097426,0.013560289,-0.026402908,0.039313,0.060238325,-0.020925325,0.06327523,4.42E-08,0.406525549,0.002618473,0.0107769,0.403907076
1235,12352020,0.001957849,0.001680894,0.000575512,0.014872229,0.070566106,-0.096096808,0.015605226,0.060238325,-0.044633099,0.032093707,2.38E-07,0.018682476,0.003994506,0.000980973,0.01468797
1236,12362020,-0.000384124,-0.016299123,-0.0175468,-0.000952922,0.023145672,0.041674761,6.58E-05,0.060238325,-0.060172538,0.082892474,3.65E-07,0.598391527,-0.083103721,-0.039445788,0.681495248
1256,12562020,0.029278985,0.031580593,0.036256246,0.147234791,-0.154472884,0.039834966,0.246867229,0.060238325,0.186628904,0.274605255,3.18E-07,1.105835562,-0.013091998,0.095224929,1.11892756
1264,12642020,-0.003438672,0.004825695,0.007272341,0.06553752,-0.209971368,0.062659702,0.18044204,0.060238325,0.120203715,0.193715495,2.84E-07,1.241440576,0.084920661,0.033580859,1.156519916
1702,17022020,-0.016413999,-0.013491077,-0.014583605,0.002452899,-0.043362015,0.045789277,0.041735209,0.060238325,-0.018503116,0.106726161,4.19E-08,0.738697487,-0.030275015,0.002373698,0.768972502
1737,17372020,0.034218039,0.033754283,0.032556164,-0.013540456,-0.059065425,-0.004859427,0.049278547,0.060238325,-0.010959778,0.044643517,1.32E-07,0.411808544,0.029432759,-0.012477468,0.382375785
1796,17962020,0.016319747,0.017059956,0.017409919,0.041571779,0.001011108,-0.021947879,0.004526759,0.060238325,-0.055711565,0.056391086,1.00E-06,0.36812078,0.040053174,-0.029202545,0.328067607
3054,30542020,0.035278873,0.029979147,0.028846815,-0.026241031,-0.045964814,-0.045951463,-0.01200443,0.060238325,-0.072242755,-0.032298999,8.82E-07,0.244161806,0.129715396,-0.049144707,0.11444641
4205,42052020,0.039118679,0.040603171,0.044003427,0.096028199,-0.122920211,-0.001413237,0.180585903,0.060238325,0.120347579,0.1836573,5.31E-07,0.875652539,0.034460752,0.048426042,0.841191787
4207,42072020,-0.002443251,-0.003201621,-0.003743533,0.000945111,0.13793464,-0.082740311,0.043405474,0.060238325,-0.016832851,0.103690513,1.98E-07,0.772592022,-0.041976592,0.066805802,0.814568614
4712,47122020,-0.019066744,-0.017101948,-0.017921598,-0.03446649,0.05022304,0.000933054,-0.373549739,0.060238325,-0.433788064,-0.148641111,3.46E-06,0.065559232,-0.013469367,-0.275657792,0.079028598
1201,12012019,0.0045797,0.005115317,0.023211605,-0.0190463,-0.05266046,0.110010764,0.063592631,0.063592631,0,0.067243486,4.71E-08,0.952238739,0.037253085,0.079435912,0.914985654
1203,12032019,0.038288473,0.037719914,0.034404141,-0.016145559,-0.051466657,-0.024384063,0.079499014,0.063592631,0.015906383,0.049321413,1.11E-07,0.700635291,0.026837215,-0.012647084,0.673798075
1210,12102019,-0.050249413,-0.047385425,-0.005267621,-0.062918432,0.027133177,-0.00212234,0.06993386,0.063592631,0.006341229,0.126607803,2.35E-08,1.828751167,0.125264963,-0.082021774,1.703486204
1215,12152019,0.003832304,0.003862538,-0.007696593,0.038226366,0.069534053,-0.075272839,0.11542673,0.063592631,0.051834099,0.124147982,6.33E-08,1.340938194,-0.00389179,0.08676832,1.344829984
1216,12162019,-0.076141179,-0.076277845,-0.06607383,0.047684938,-0.122434935,0.14621356,0.069958364,0.063592631,0.006365733,0.144593586,2.46E-09,1.100276577,0.040604641,0.077574752,1.059671936
1217,12172019,-0.012041651,-0.012974848,0.009737084,-0.017949405,-0.001702461,-0.023606388,0.005191414,0.063592631,-0.058401217,0.017891637,7.95E-08,0.35504987,0.011634574,0.013931787,0.343415296
1218,12182019,0.026793053,0.025855258,0.019407823,-0.02792006,0.020009463,-0.005193221,0.066106605,0.063592631,0.002513973,0.041012027,1.14E-07,0.908434448,0.011231291,0.024965249,0.897203157
1219,12192019,0.045052062,0.045761361,0.086104545,-0.144637785,0.266148138,-0.062379948,0.016602496,0.063592631,-0.046990136,-0.013101832,1.17E-07,1.439635386,0.064502174,0.104185683,1.375133213
1220,12202019,0.009711221,0.010680725,0.026718619,-0.049469246,0.192692256,-0.077214048,0.045092921,0.063592631,-0.01849971,0.060631959,3.22E-07,0.960016262,0.075674628,0.122533488,0.884341634
1225,12252019,0.009415787,0.006538299,-0.021010781,0.010183562,0.059163051,-0.099782665,0.06154257,0.063592631,-0.002050062,0.064071934,1.56E-07,1.656754674,-0.092902546,0.075659329,1.749657219
1227,12272019,-0.064844973,-0.061583512,-0.049488788,0.029269406,-0.070267076,0.053631684,0.143965561,0.063592631,0.080372929,0.209456874,4.17E-08,1.302886915,0.163584518,0.035947803,1.139302397
1229,12292019,0.006034938,0.006838138,0.0114778,0.008623345,0.124607774,-0.086216442,0.103526425,0.063592631,0.039933794,0.09284158,3.29E-08,0.27217777,0.104427367,0.009793084,0.167750403
1231,12312019,0.05319249,0.053190207,0.061292834,-0.084751596,0.117378189,0.015990956,0.074919598,0.063592631,0.011326967,0.035781862,1.43E-07,1.226418311,0.067400651,0.15505064,1.159017661
1232,12322019,-0.017398754,-0.016804179,-0.066044453,-0.012271382,0.050995643,-0.11521301,0.18262144,0.063592631,0.119028808,0.205194683,1.83E-07,3.134786183,0.036805997,0.011772282,3.097980187
1233,12332019,-0.030687096,-0.029954839,-0.03785752,0.058392549,-0.375588839,0.356626625,0.072309668,0.063592631,0.008717037,0.14445296,4.61E-07,1.035858952,0.025102557,0.028927831,1.010756395
1234,12342019,-0.017080666,-0.018251447,-0.007723189,0.015525595,-0.007245492,-0.041031064,0.036856937,0.063592631,-0.026735694,0.053217416,4.35E-08,0.398200177,0.010624631,-0.008206429,0.387575546
1235,12352019,-0.002352348,-0.003388213,0.00681162,-0.002920382,0.054908137,-0.107190587,0.006864408,0.063592631,-0.056728223,0.006096995,1.46E-07,0.009044113,0.000604034,-0.002814628,0.008440079
1236,12362019,-0.008812398,-0.012325323,-0.017354395,0.023626603,-0.065483863,0.034486527,0.005651017,0.063592631,-0.057941615,0.050391782,3.58E-07,0.667801597,-0.038653182,0.033528266,0.70645478
1256,12562019,-0.022359155,-0.021139282,-0.062780742,0.120230418,-0.148762196,0.060564239,0.210020568,0.063592631,0.146427937,0.27661282,3.83E-07,1.350073775,0.114896339,0.116589645,1.235177437
1264,12642019,-0.000195431,0.000816398,-0.045054985,0.091449134,-0.157405855,0.073022581,0.174483596,0.063592631,0.110890965,0.195612163,3.05E-07,1.243111486,0.036095143,0.086228218,1.207016343
1702,17022019,-0.057589695,-0.05857989,-0.043973591,0.055959294,-0.115880314,0.066773694,0.045832615,0.063592631,-0.017760017,0.114876645,4.52E-08,0.829711551,0.00256119,0.050408201,0.82715036
1737,17372019,0.016141334,0.014447647,0.014221796,0.020461042,-0.051499367,-0.020979259,0.047161129,0.063592631,-0.016431502,0.044861925,1.36E-07,0.396752694,-0.012946607,0.033358804,0.409699302
1796,17962019,0.089539809,0.091028543,0.064218732,-0.002930718,0.023716084,0.036010426,-0.049443292,0.063592631,-0.113035923,0.017300665,1.79E-06,0.589066123,-0.052435015,0.013670038,0.641501138
3054,30542019,0.167677455,0.166772875,0.131494626,-0.091373136,0.10280055,-0.045601627,0.002620047,0.063592631,-0.060972584,-0.102805296,9.42E-07,0.122226795,-0.052485701,-0.153229429,0.174712496
4205,42052019,0.044688392,0.046301745,0.003293585,0.068003614,-0.089373522,-0.008817864,0.158171849,0.063592631,0.094579217,0.159743171,5.55E-07,0.878642946,0.050582044,0.043685098,0.828060901
4207,42072019,0.0067708,0.00674451,0.037270117,-0.055469781,0.175459341,-0.095042856,0.024718073,0.063592631,-0.038874558,0.042912477,2.04E-07,0.839009913,0.068810324,0.084179641,0.77019959
4712,47122019,-0.161965058,-0.163008674,-0.099338442,0.000167915,0.02522518,-0.063282837,-0.395132986,0.063592631,-0.458725617,-0.075527553,2.07E-06,0.047124929,-0.164375355,-0.331820482,0.211500284
1201,12012018,0.007834816,0.007127531,0.016209063,-0.025831488,-0.346960984,0.042255275,0.026446169,0.059232717,-0.032786548,0.019231138,3.04E-08,0.591454668,0.051348063,0.020534533,0.540106605
1203,12032018,0.012243023,0.005187589,-0.0006226,0.03895568,-0.046229817,-0.026726892,0.076621352,0.059232717,0.017388635,0.079175017,1.09E-07,0.661536674,-0.01241694,-0.016491663,0.673953614
1210,12102018,0.036729606,0.021106963,0.008695617,-0.056580203,0.033994252,-0.000739262,0.059232717,0.059232717,0,0.046788184,2.45E-08,1.7778344,-0.085601592,0.003321746,1.863435992
1215,12152018,0.006711638,0.005013615,0.005180711,-0.050085134,0.191145991,-0.058256771,0.071658596,0.059232717,0.012425878,0.071681784,7.20E-08,1.529230839,0.098665848,0.121854827,1.430564991
1216,12162018,-0.042107062,-0.041598579,-0.036411162,0.023078228,-0.10919442,0.138763184,0.064982078,0.059232717,0.005749361,0.103934191,2.41E-09,1.040491608,0.07617063,-0.032565258,0.964320978
1217,12172018,-0.023709064,-0.025977538,-0.016847267,0.012573251,0.038501659,-0.009827747,0.00512053,0.059232717,-0.054112188,0.035155357,8.17E-08,0.353023798,0.014321588,0.002609398,0.33870221
1218,12182018,0.01084889,0.011190443,0.013415802,-0.020686355,0.022679098,0.026034915,0.062106548,0.059232717,0.002873831,0.056138101,1.34E-07,1.056088783,0.029386343,-0.057340986,1.02670244
1219,12192018,-0.045622633,-0.044816087,-0.028062031,-0.075046494,0.165109337,-0.062465667,-0.011300568,0.059232717,-0.070533285,0.038852313,1.18E-07,1.383866552,0.104847357,-0.016870432,1.279019195
1220,12202018,0.00017857,0.012826098,0.022728,-0.051204036,0.062113389,-0.071363578,0.037230351,0.059232717,-0.022002366,0.038729607,3.30E-07,0.907435269,0.125733319,-0.16419703,0.78170195
1225,12252018,-0.063629087,-0.061509507,-0.052704998,-0.014576705,0.129288597,-0.092334688,0.042824732,0.059232717,-0.016407985,0.108821266,1.43E-07,1.602319646,0.069288102,-0.023106817,1.533031543
1227,12272018,0.014893533,0.017489173,0.003940824,0.029781232,-0.135241322,0.066917375,0.130707791,0.059232717,0.071475073,0.116217812,4.40E-08,1.203927935,0.037986898,-0.026228685,1.165941038
1229,12292018,0.004317206,0.006486369,0.006266218,0.067291345,0.080321879,-0.08893622,0.083412158,0.059232717,0.024179441,0.074855452,3.37E-08,0.17191442,0.010036174,-0.014272172,0.161878245
1231,12312018,-0.006931232,0.005546945,0.009282078,-0.034164542,0.094440541,0.021781669,0.083545938,0.059232717,0.02431322,0.083169157,1.54E-07,1.251857301,0.167470508,0.048345355,1.084386794
1232,12322018,-0.08050071,-0.077549297,-0.094346674,0.034293645,0.014840511,-0.122521068,0.169882596,0.059232717,0.110649879,0.254995188,1.83E-07,3.108351392,0.011811692,-0.091652533,3.0965397
1233,12332018,0.017113903,0.015194797,0.008289869,0.010721862,-0.318660209,0.363768336,0.084286406,0.059232717,0.025053688,0.09763384,4.82E-07,1.058105846,0.030282971,-0.002135879,1.027822875
1234,12342018,0.019944141,0.014100069,0.016243206,0.000327179,0.071554844,-0.036191145,0.030465138,0.059232717,-0.028767579,0.02018181,4.38E-08,0.389467188,-0.008246482,0.014337856,0.39771367
1235,12352018,0.013841377,0.016908979,0.026360566,0.009767891,0.099651705,-0.09956871,0.018476632,0.059232717,-0.040756085,0.007250787,1.74E-07,0.010051756,-0.003352097,-0.007146525,0.013403853
1236,12362018,-0.033337944,-0.039410523,-0.034510363,0.010708765,-0.015826477,0.03785178,0.004522948,0.059232717,-0.05470977,0.066567142,3.41E-07,0.672490441,0.031916323,-0.085483952,0.640574118
1256,12562018,-0.024354113,-0.016599648,-0.03101798,0.099538882,-0.061378487,0.059362483,0.190231235,0.059232717,0.130998518,0.227349872,4.31E-07,1.387212409,0.130940379,0.102445852,1.25627203
1264,12642018,-0.011814092,-0.003847785,-0.013554562,0.078351791,-0.190238577,0.084362732,0.17231969,0.059232717,0.113086973,0.188222492,3.24E-07,1.281371683,0.091540101,-0.038374385,1.189831583
1702,17022018,-0.029986189,-0.03757081,-0.035481002,0.028386009,-0.044254797,0.058664935,0.047284253,0.059232717,-0.011948465,0.089355723,4.45E-08,0.814365491,0.049629065,0.038883763,0.764736426
1737,17372018,0.014077066,0.009092335,0.008385041,0.02991115,0.000209554,-0.012796222,0.062471618,0.059232717,0.003238901,0.062070495,1.38E-07,0.414157737,0.033721822,0.000260792,0.380435915
1796,17962018,0.038879691,0.050111374,0.044643589,-0.017512007,0.032955531,0.026778519,0.020275304,0.059232717,-0.038957414,0.082823093,1.97E-06,0.702602669,0.014972078,-0.201927481,0.68763059
3054,30542018,0.113816353,0.112921361,0.113276469,-0.075735669,0.110231973,-0.084713606,0.000554896,0.059232717,-0.058677821,-0.076657869,6.23E-07,0.115532981,-0.101326768,0.015641718,0.216859749
4205,42052018,0.0378132,0.04171366,0.029501621,0.050601591,-0.030010315,-0.013647374,0.139066521,0.059232717,0.079833803,0.127161859,5.65E-07,0.842405958,0.044441885,0.008692328,0.797964073
4207,42072018,0.086123224,0.086042843,0.089248971,-0.11295821,0.150152891,-0.080859735,0.033216943,0.059232717,-0.026015775,-0.038097549,2.20E-07,0.831192821,0.09084595,-0.033113817,0.740346871
4712,47122018,-0.073374114,-0.089180372,-0.078109007,0.010092341,0.00080365,-0.06559252,-0.198320261,0.059232717,-0.257552978,0.012675198,2.00E-06,0.205171882,-0.321891921,-0.633156716,0.527063803
